c,c_user_agg_count_mean,c_user_agg_count_std,c_user_agg_count_max,c_user_agg_count_median,c_user_agg_amount_mean,c_user_agg_amount_std,c_user_agg_amount_max,c_user_agg_amount_median
30250,1.0,0.0,1,1,169.0,0.0,169.0,169.0
30300,1.0,0.0,1,1,19.9,0.0,19.9,19.9
30304,1.2,0.4,2,1,21.5,7.45,31.8,24.9
30308,1.0,0.0,1,1,39.0,0.0,39.0,39.0
30310,1.0,0.0,1,1,80.0,0.0,80.0,80.0
30314,1.0,0.0,1,1,45.0,0.0,45.0,45.0
30320,1.0,0.0,1,1,9.54,1.83,11.9,8.9
30321,1.36,0.64,3,1,11.72,5.8,22.9,11.5
30322,1.0,0.0,1,1,13.8,0.0,13.8,13.8
30323,1.0,0.0,1,1,11.9,0.0,11.9,11.9
30330,1.0,0.0,1,1,3.0,0.0,3.0,3.0
30331,1.0,0.0,1,1,7.0,0.0,7.0,7.0
30332,1.0,0.0,1,1,7.9,0.0,7.9,7.9
30333,1.0,0.0,1,1,29.0,0.0,29.0,29.0
30334,2.0,1.0,3,3,45.8,25.9,71.7,71.7
30335,1.0,0.0,1,1,104.45,54.55,159.0,159.0
30336,1.0,0.0,1,1,6.9,0.0,6.9,6.9
30337,1.0,0.0,1,1,28.4,5.5,33.9,33.9
30338,1.0,0.0,1,1,12.9,0.0,12.9,12.9
30341,1.0,0.0,1,1,29.9,0.0,29.9,29.9
30348,1.33,0.47,2,1,15.07,8.76,28.8,9.9
30350,1.0,0.0,1,1,32.9,0.0,32.9,32.9
30351,1.0,0.0,1,1,12.9,1.73,13.9,13.9
30352,1.0,0.0,1,1,24.9,0.0,24.9,24.9
30353,1.0,0.0,1,1,24.9,0.0,24.9,24.9
30354,1.0,0.0,1,1,25.9,0.0,25.9,25.9
30355,1.0,0.0,1,1,18.9,6.0,24.9,24.9
30356,1.0,0.0,1,1,24.65,0.43,24.9,24.9
30358,1.0,0.0,1,1,29.9,0.0,29.9,29.9
30361,1.0,0.0,1,1,14.9,0.0,14.9,14.9
30362,1.0,0.0,1,1,13.9,0.0,13.9,13.9
30365,1.25,0.43,2,1,24.35,9.47,34.7,32.9
30380,2.22,1.5,9,2,0.53,0.38,2.3,0.4
30393,1.0,0.0,1,1,28.9,0.0,28.9,28.9
30420,1.0,0.0,1,1,7.4,0.0,7.4,7.4
30444,1.11,0.31,2,1,6.63,3.56,14.9,4.9
30445,1.0,0.0,1,1,7.47,3.63,12.6,4.9
30447,1.0,0.0,1,1,5.8,0.0,5.8,5.8
30448,1.0,0.0,1,1,12.9,6.0,18.9,18.9
30451,1.0,0.0,1,1,19.9,0.0,19.9,19.9
30500,1.0,0.0,1,1,59.6,27.86,99.0,39.9
30503,1.0,0.0,1,1,48.0,10.0,58.0,58.0
30504,2.67,0.94,4,2,55.63,31.13,99.6,35.6
30510,1.0,0.0,1,1,11.15,3.7,16.9,11.9
30512,1.0,0.0,1,1,24.9,5.0,29.9,29.9
30514,1.1,0.3,2,1,6.78,3.63,13.9,6.8
30515,1.0,0.0,1,1,3.35,0.85,4.2,4.2
30521,1.0,0.0,1,1,8.9,0.0,8.9,8.9
30522,1.25,0.43,2,1,15.9,6.96,26.9,16.9
30530,1.0,0.0,1,1,29.9,0.0,29.9,29.9
30541,1.67,0.47,2,2,15.13,6.84,22.8,16.4
30551,1.0,0.0,1,1,44.9,0.0,44.9,44.9
30553,2.0,0.0,2,2,59.8,0.0,59.8,59.8
30602,1.0,0.0,1,1,79.45,0.45,79.9,79.9
30634,1.33,0.47,2,1,8.55,5.65,19.8,5.9
30641,1.0,0.0,1,1,6.5,0.0,6.5,6.5
30700,5.5,4.5,10,10,68.95,59.05,128.0,128.0
30701,1.5,0.5,2,2,24.15,9.65,33.8,33.8
30706,1.0,0.0,1,1,13.9,0.0,13.9,13.9
30710,1.6,0.8,3,1,18.26,14.88,39.8,7.0
30723,1.0,0.0,1,1,9.9,5.0,14.9,14.9
30727,3.0,0.0,3,3,19.8,0.0,19.8,19.8
30728,1.0,0.0,1,1,21.9,0.0,21.9,21.9
30800,1.0,0.0,1,1,9.5,0.0,9.5,9.5
30803,1.0,0.0,1,1,15.0,0.0,15.0,15.0
30804,1.0,0.0,1,1,18.4,7.5,25.9,25.9
30812,1.0,0.0,1,1,8.9,0.0,8.9,8.9
30820,1.0,0.0,1,1,3.9,0.0,3.9,3.9
30821,1.17,0.37,2,1,10.22,5.49,21.8,8.9
30822,1.0,0.0,1,1,10.1,5.47,16.9,9.9
30832,1.0,0.0,1,1,11.0,0.0,11.0,11.0
30840,1.0,0.0,1,1,5.9,0.0,5.9,5.9
30903,1.0,0.0,1,1,29.9,0.0,29.9,29.9
31001,1.0,0.0,1,1,14.2,5.65,19.9,13.9
31003,1.33,0.47,2,1,9.6,0.67,10.5,9.4
31004,1.25,0.43,2,1,1.6,0.58,2.6,1.3
31010,2.0,0.0,2,2,63.8,0.0,63.8,63.8
31012,1.0,0.0,1,1,8.9,0.0,8.9,8.9
31017,1.0,0.0,1,1,7.0,0.0,7.0,7.0
31021,1.25,0.43,2,1,7.95,3.65,13.9,7.7
31022,1.0,0.0,1,1,5.9,0.0,5.9,5.9
31023,1.0,0.0,1,1,3.5,0.0,3.5,3.5
31024,1.0,0.0,1,1,11.8,0.0,11.8,11.8
31028,1.0,0.0,1,1,29.5,0.0,29.5,29.5
31029,1.0,0.0,1,1,9.5,0.0,9.5,9.5
31031,1.0,0.0,1,1,5.0,0.0,5.0,5.0
31032,1.0,0.0,1,1,7.5,0.0,7.5,7.5
31042,1.25,0.43,2,1,4.38,1.77,7.0,4.8
31047,1.0,0.0,1,1,27.8,0.0,27.8,27.8
31049,1.0,0.0,1,1,15.4,0.5,15.9,15.9
31131,1.0,0.0,1,1,11.9,0.0,11.9,11.9
31133,1.0,0.0,1,1,6.5,0.0,6.5,6.5
31135,1.0,0.0,1,1,12.5,0.0,12.5,12.5
31137,1.0,0.0,1,1,5.9,0.0,5.9,5.9
31302,1.0,0.0,1,1,6.6,0.0,6.6,6.6
31423,1.0,0.0,1,1,12.9,0.0,12.9,12.9
31425,1.88,0.93,3,2,12.3,9.84,36.3,11.3
32012,1.0,0.0,1,1,35.8,0.0,35.8,35.8
32013,1.0,0.0,1,1,29.2,0.0,29.2,29.2
32030,1.0,0.0,1,1,11.9,0.0,11.9,11.9
32043,1.0,0.0,1,1,12.0,0.0,12.0,12.0
32143,1.17,0.37,2,1,32.33,17.88,60.0,35.0
32203,1.0,0.0,1,1,29.9,0.0,29.9,29.9
32214,1.0,0.0,1,1,142.0,14.0,156.0,156.0
32300,1.0,0.0,1,1,49.0,0.0,49.0,49.0
32314,1.0,0.0,1,1,35.0,0.0,35.0,35.0
32316,1.5,0.87,3,1,34.0,14.23,55.0,37.0
32322,1.0,0.0,1,1,93.5,5.5,99.0,99.0
32323,1.0,0.0,1,1,29.0,0.0,29.0,29.0
32325,1.0,0.0,1,1,92.0,44.81,179.0,99.0
32350,1.0,0.0,1,1,3.0,0.0,3.0,3.0
32352,1.0,0.0,1,1,41.5,6.5,48.0,48.0
32360,1.0,0.0,1,1,15.0,7.0,22.0,22.0
32361,1.0,0.0,1,1,23.0,0.0,23.0,23.0
32368,1.0,0.0,1,1,13.0,0.0,13.0,13.0
32403,1.0,0.0,1,1,2.0,0.0,2.0,2.0
32416,1.44,0.96,4,1,24.76,33.29,116.0,12.8
32736,1.0,0.0,1,1,2.0,0.0,2.0,2.0
32821,1.0,0.0,1,1,12.95,2.95,15.9,15.9
32917,1.7,1.19,5,1,23.09,17.93,58.0,25.0
33001,1.0,0.0,1,1,299.0,0.0,299.0,299.0
33007,1.0,0.0,1,1,239.0,0.0,239.0,239.0
33018,1.0,0.0,1,1,279.0,0.0,279.0,279.0
33060,1.67,1.05,4,1,12.04,8.14,32.7,8.9
33064,1.0,0.0,1,1,28.0,0.0,28.0,28.0
34032,1.0,0.0,1,1,8.0,0.0,8.0,8.0
34038,1.0,0.0,1,1,9.1,0.0,9.1,9.1
34051,3.0,0.0,3,3,29.5,0.0,29.5,29.5
34053,1.0,0.0,1,1,35.0,0.0,35.0,35.0
34100,1.0,0.0,1,1,39.0,0.0,39.0,39.0
34101,1.0,0.0,1,1,48.57,9.84,59.9,49.9
34113,1.0,0.0,1,1,89.0,0.0,89.0,89.0
34121,1.0,0.0,1,1,45.5,11.41,62.9,48.9
34127,1.0,0.0,1,1,25.9,0.0,25.9,25.9
34135,1.0,0.0,1,1,39.0,0.0,39.0,39.0
34200,1.0,0.0,1,1,9.9,0.0,9.9,9.9
34203,2.0,0.0,2,2,33.8,0.0,33.8,33.8
34204,1.38,0.48,2,1,20.5,8.67,34.8,16.9
34207,1.0,0.0,1,1,17.4,0.5,17.9,17.9
34211,1.5,0.5,2,2,22.35,9.45,31.8,31.8
34212,1.0,0.0,1,1,9.9,1.0,10.9,10.9
34220,1.25,0.43,2,1,13.12,7.08,24.8,11.9
34225,2.25,1.64,5,2,91.27,65.23,199.5,85.8
34226,1.0,0.0,1,1,12.9,0.0,12.9,12.9
34240,2.0,0.0,2,2,15.8,0.0,15.8,15.8
34250,1.0,0.0,1,1,6.9,0.0,6.9,6.9
34304,4.0,0.0,4,4,184.0,0.0,184.0,184.0
34333,1.0,0.0,1,1,240.0,0.0,240.0,240.0
34511,2.0,1.0,3,3,26.85,11.95,38.8,38.8
34513,3.0,2.0,5,5,53.5,20.5,74.0,74.0
34641,1.0,0.0,1,1,29.0,0.0,29.0,29.0
34831,1.0,0.0,1,1,199.0,0.0,199.0,199.0
34900,1.0,0.0,1,1,11.9,0.0,11.9,11.9
36010,1.0,0.0,1,1,23.9,5.34,32.9,21.9
36020,1.0,0.0,1,1,19.9,5.0,24.9,24.9
36022,1.0,0.0,1,1,29.9,0.0,29.9,29.9
36023,2.0,0.0,2,2,59.8,0.0,59.8,59.8
36030,1.2,0.4,2,1,23.08,8.78,38.8,21.9
36035,2.0,0.0,2,2,85.8,0.0,85.8,85.8
40000,1.07,0.25,2,1,131.57,206.59,805.0,35.7
