i,i_user_agg_count_mean,i_user_agg_count_std,i_user_agg_count_max,i_user_agg_count_median,i_user_agg_amount_mean,i_user_agg_amount_std,i_user_agg_amount_max,i_user_agg_amount_median
11110121,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11110154,1.0,0.0,1,1,29.7,0.0,29.7,29.7
11110157,1.0,0.0,1,1,29.6,0.0,29.6,29.6
11111000,1.0,0.0,1,1,24.8,0.0,24.8,24.8
11111001,1.0,0.0,1,1,28.33,6.18,37.0,25.0
11111015,2.0,0.0,2,2,98.0,0.0,98.0,98.0
11112019,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11112048,1.0,0.0,1,1,49.0,0.0,49.0,49.0
11114007,1.0,0.0,1,1,6.6,0.0,6.6,6.6
11114018,1.0,0.0,1,1,5.9,0.0,5.9,5.9
11114043,1.0,0.0,1,1,27.9,0.0,27.9,27.9
11114052,1.0,0.0,1,1,35.9,0.0,35.9,35.9
11114053,1.0,0.0,1,1,35.9,0.0,35.9,35.9
11115083,1.0,0.0,1,1,10.0,0.0,10.0,10.0
11115178,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11120017,1.0,0.0,1,1,68.0,0.0,68.0,68.0
11121030,1.0,0.0,1,1,2.9,0.0,2.9,2.9
11121078,1.0,0.0,1,1,25.0,0.0,25.0,25.0
11141002,1.0,0.0,1,1,17.05,7.02,29.9,13.8
11200051,1.0,0.0,1,1,26.8,0.0,26.8,26.8
11200057,1.0,0.0,1,1,36.9,0.0,36.9,36.9
11200065,1.0,0.0,1,1,21.9,0.0,21.9,21.9
11200067,1.0,0.0,1,1,36.9,0.0,36.9,36.9
11201005,1.0,0.0,1,1,16.8,0.0,16.8,16.8
11201027,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11201064,1.0,0.0,1,1,16.6,0.0,16.6,16.6
11204001,1.0,0.0,1,1,26.9,0.0,26.9,26.9
11205004,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11205013,1.0,0.0,1,1,15.0,0.0,15.0,15.0
11210049,1.0,0.0,1,1,19.0,0.0,19.0,19.0
11210076,1.0,0.0,1,1,25.8,0.0,25.8,25.8
11220003,4.0,2.0,6,6,19.2,9.6,28.8,28.8
11220014,1.0,0.0,1,1,4.5,0.0,4.5,4.5
11220016,1.0,0.0,1,1,5.0,0.0,5.0,5.0
11220024,1.0,0.0,1,1,10.0,0.0,10.0,10.0
11220032,1.0,0.0,1,1,9.6,0.0,9.6,9.6
11220039,1.0,0.0,1,1,13.6,0.0,13.6,13.6
11220040,1.0,0.0,1,1,5.5,0.0,5.5,5.5
11220041,1.0,0.0,1,1,5.5,0.0,5.5,5.5
11220054,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11220057,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11221017,2.0,0.0,2,2,33.6,0.0,33.6,33.6
11221030,1.0,0.0,1,1,59.0,0.0,59.0,59.0
11221039,1.5,0.5,2,2,3.9,1.3,5.2,5.2
11221041,1.0,0.0,1,1,6.3,0.0,6.3,6.3
11221044,2.0,0.0,2,2,31.8,0.0,31.8,31.8
11221047,1.0,0.0,1,1,6.1,0.0,6.1,6.1
11221051,1.0,0.0,1,1,18.5,0.0,18.5,18.5
11221055,1.0,0.0,1,1,18.5,0.0,18.5,18.5
11221059,1.0,0.0,1,1,29.0,0.0,29.0,29.0
11221061,1.0,0.0,1,1,29.0,0.0,29.0,29.0
11222017,1.0,0.0,1,1,19.5,0.0,19.5,19.5
11222027,1.0,0.0,1,1,14.9,0.0,14.9,14.9
11222028,1.0,0.0,1,1,11.9,0.0,11.9,11.9
11222045,1.0,0.0,1,1,17.7,0.0,17.7,17.7
11230027,1.0,0.0,1,1,23.8,0.0,23.8,23.8
11230031,1.0,0.0,1,1,23.8,0.0,23.8,23.8
11230052,1.0,0.0,1,1,49.7,0.0,49.7,49.7
11230058,1.0,0.0,1,1,84.7,0.0,84.7,84.7
11230063,1.0,0.0,1,1,27.2,0.0,27.2,27.2
11230070,1.0,0.0,1,1,49.7,0.0,49.7,49.7
11230110,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11230118,2.0,0.0,2,2,39.8,0.0,39.8,39.8
11230132,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11230136,1.0,0.0,1,1,61.9,0.0,61.9,61.9
11230157,1.0,0.0,1,1,17.7,0.0,17.7,17.7
11230174,1.0,0.0,1,1,26.5,0.0,26.5,26.5
11230201,1.0,0.0,1,1,46.5,0.0,46.5,46.5
11230215,1.0,0.0,1,1,59.0,0.0,59.0,59.0
11230248,1.0,0.0,1,1,50.0,0.0,50.0,50.0
11230251,1.0,0.0,1,1,28.5,0.0,28.5,28.5
11231075,1.0,0.0,1,1,38.0,0.0,38.0,38.0
11231094,1.0,0.0,1,1,39.9,0.0,39.9,39.9
11231114,1.0,0.0,1,1,34.9,0.0,34.9,34.9
11231115,1.0,0.0,1,1,49.0,0.0,49.0,49.0
11231124,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11231150,1.0,0.0,1,1,89.9,0.0,89.9,89.9
11231152,1.0,0.0,1,1,89.9,0.0,89.9,89.9
11231196,1.0,0.0,1,1,39.8,0.0,39.8,39.8
11232012,1.0,0.0,1,1,63.0,0.0,63.0,63.0
11233005,1.0,0.0,1,1,85.0,0.0,85.0,85.0
11233039,1.0,0.0,1,1,7.2,0.0,7.2,7.2
11233041,1.0,0.0,1,1,7.4,0.0,7.4,7.4
11233047,1.0,0.0,1,1,46.6,0.0,46.6,46.6
11233081,1.0,0.0,1,1,34.9,0.0,34.9,34.9
11233087,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11233093,1.0,0.0,1,1,27.9,0.0,27.9,27.9
11233104,1.0,0.0,1,1,59.0,0.0,59.0,59.0
11233132,1.0,0.0,1,1,40.9,0.0,40.9,40.9
11234015,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11240006,1.0,0.0,1,1,23.9,0.0,23.9,23.9
11240007,1.0,0.0,1,1,15.7,0.0,15.7,15.7
11240017,1.0,0.0,1,1,15.5,0.0,15.5,15.5
11240023,1.0,0.0,1,1,23.8,0.0,23.8,23.8
11241015,1.0,0.0,1,1,72.0,0.0,72.0,72.0
11241024,1.0,0.0,1,1,69.0,0.0,69.0,69.0
11241028,1.0,0.0,1,1,69.0,0.0,69.0,69.0
11241042,1.0,0.0,1,1,98.0,0.0,98.0,98.0
11241054,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11300020,1.0,0.0,1,1,4.6,0.0,4.6,4.6
11300045,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11300051,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11300054,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11300060,1.5,0.5,2,2,6.75,2.25,9.0,9.0
11300066,1.0,0.0,1,1,11.7,0.0,11.7,11.7
11300067,1.0,0.0,1,1,14.9,0.0,14.9,14.9
11300068,1.0,0.0,1,1,11.7,0.0,11.7,11.7
11300080,1.0,0.0,1,1,24.5,0.0,24.5,24.5
11300085,1.0,0.0,1,1,14.8,0.0,14.8,14.8
11300092,1.0,0.0,1,1,15.8,0.0,15.8,15.8
11300099,1.0,0.0,1,1,5.6,0.0,5.6,5.6
11300119,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11300121,1.0,0.0,1,1,13.9,0.0,13.9,13.9
11300130,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11300140,1.0,0.0,1,1,3.8,0.0,3.8,3.8
11300155,1.0,0.0,1,1,9.8,0.0,9.8,9.8
11300157,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11300165,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11300168,1.0,0.0,1,1,12.3,0.0,12.3,12.3
11300172,1.0,0.0,1,1,12.8,0.0,12.8,12.8
11300173,1.0,0.0,1,1,15.9,0.0,15.9,15.9
11300179,1.0,0.0,1,1,3.5,0.0,3.5,3.5
11300180,1.0,0.0,1,1,5.3,0.0,5.3,5.3
11300191,1.0,0.0,1,1,27.8,0.0,27.8,27.8
11300196,1.0,0.0,1,1,14.3,0.0,14.3,14.3
11300206,1.0,0.0,1,1,10.49,1.29,13.9,10.0
11301003,1.0,0.0,1,1,18.0,0.0,18.0,18.0
11301004,1.5,0.5,2,2,14.85,4.95,19.8,19.8
11301015,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11301030,1.0,0.0,1,1,12.5,0.0,12.5,12.5
11301048,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11301056,1.0,0.0,1,1,35.0,0.0,35.0,35.0
11301061,1.0,0.0,1,1,35.0,0.0,35.0,35.0
11301076,1.0,0.0,1,1,38.6,0.0,38.6,38.6
11301086,1.0,0.0,1,1,29.8,0.0,29.8,29.8
11301089,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11301093,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11301094,1.0,0.0,1,1,29.8,0.0,29.8,29.8
11301096,1.0,0.0,1,1,22.8,0.0,22.8,22.8
11301110,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11301187,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11302007,1.5,0.5,2,2,9.75,3.25,13.0,13.0
11302010,1.0,0.0,1,1,27.0,0.0,27.0,27.0
11302017,1.0,0.0,1,1,5.9,0.0,5.9,5.9
11302021,1.0,0.0,1,1,7.5,0.0,7.5,7.5
11302034,1.0,0.0,1,1,14.8,0.0,14.8,14.8
11303013,1.0,0.0,1,1,5.9,0.0,5.9,5.9
11303034,1.0,0.0,1,1,12.5,0.0,12.5,12.5
11303037,2.0,0.0,2,2,96.0,0.0,96.0,96.0
11303048,1.0,0.0,1,1,18.0,0.0,18.0,18.0
11303049,2.0,0.0,2,2,20.4,2.6,23.0,23.0
11303050,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11303051,1.0,0.0,1,1,10.3,0.0,10.3,10.3
11303054,1.0,0.0,1,1,7.9,0.0,7.9,7.9
11303060,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11303070,1.0,0.0,1,1,7.5,0.0,7.5,7.5
11303075,1.0,0.0,1,1,24.0,0.0,24.0,24.0
11303078,1.0,0.0,1,1,8.0,0.0,8.0,8.0
11303081,1.0,0.0,1,1,6.5,0.0,6.5,6.5
11303084,1.0,0.0,1,1,10.95,1.05,12.0,12.0
11303089,1.0,0.0,1,1,25.8,0.0,25.8,25.8
11303095,1.0,0.0,1,1,59.0,0.0,59.0,59.0
11303097,1.0,0.0,1,1,8.57,1.89,9.9,9.9
11303098,1.0,0.0,1,1,4.9,0.0,4.9,4.9
11303099,1.0,0.0,1,1,6.8,0.0,6.8,6.8
11303101,1.0,0.0,1,1,5.6,0.0,5.6,5.6
11303105,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11303109,1.0,0.0,1,1,15.0,0.0,15.0,15.0
11303111,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11303112,1.0,0.0,1,1,7.9,0.0,7.9,7.9
11303131,1.0,0.0,1,1,12.6,0.0,12.6,12.6
11303132,1.0,0.0,1,1,13.8,0.0,13.8,13.8
11303133,1.0,0.0,1,1,10.8,0.0,10.8,10.8
11303134,1.0,0.0,1,1,14.9,0.0,14.9,14.9
11303161,1.0,0.0,1,1,16.9,0.0,16.9,16.9
11303165,1.0,0.0,1,1,22.9,0.0,22.9,22.9
11303178,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11303183,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11303187,1.0,0.0,1,1,11.35,1.45,12.8,12.8
11303190,1.0,0.0,1,1,17.8,0.0,17.8,17.8
11303205,1.0,0.0,1,1,16.9,0.0,16.9,16.9
11304005,1.0,0.0,1,1,5.9,0.0,5.9,5.9
11304006,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11304008,1.0,0.0,1,1,30.0,0.0,30.0,30.0
11304020,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11304021,1.0,0.0,1,1,9.0,0.0,9.0,9.0
11304032,1.0,0.0,1,1,7.8,0.0,7.8,7.8
11304041,1.0,0.0,1,1,13.9,0.0,13.9,13.9
11304052,1.0,0.0,1,1,15.9,0.0,15.9,15.9
11305000,1.0,0.0,1,1,31.0,0.0,31.0,31.0
11305009,1.0,0.0,1,1,22.9,0.0,22.9,22.9
11305010,1.0,0.0,1,1,22.9,0.0,22.9,22.9
11311002,1.0,0.0,1,1,58.0,0.0,58.0,58.0
11312009,1.0,0.0,1,1,79.0,0.0,79.0,79.0
11400015,1.0,0.0,1,1,39.9,0.0,39.9,39.9
11400019,1.0,0.0,1,1,19.5,0.0,19.5,19.5
11400023,1.0,0.0,1,1,38.0,0.0,38.0,38.0
11400038,1.0,0.0,1,1,59.0,0.0,59.0,59.0
11400039,1.0,0.0,1,1,39.5,0.0,39.5,39.5
11400044,1.0,0.0,1,1,16.0,0.0,16.0,16.0
11400046,1.0,0.0,1,1,18.0,0.0,18.0,18.0
11400051,1.0,0.0,1,1,88.0,0.0,88.0,88.0
11413008,1.0,0.0,1,1,6.0,0.0,6.0,6.0
11500027,2.5,1.5,4,4,29.3,10.3,39.6,39.6
11500028,1.0,0.0,1,1,19.0,0.0,19.0,19.0
11500029,1.0,0.0,1,1,13.2,0.0,13.2,13.2
11500042,1.0,0.0,1,1,14.9,0.0,14.9,14.9
11500066,1.0,0.0,1,1,20.9,0.0,20.9,20.9
11500067,1.0,0.0,1,1,7.9,0.0,7.9,7.9
11500072,1.0,0.0,1,1,4.7,0.0,4.7,4.7
11500074,1.0,0.0,1,1,7.9,0.0,7.9,7.9
11500076,1.0,0.0,1,1,16.7,0.0,16.7,16.7
11500080,2.0,0.0,2,2,19.8,0.0,19.8,19.8
11500087,1.5,0.5,2,2,12.15,4.05,16.2,16.2
11500091,1.0,0.0,1,1,7.8,0.0,7.8,7.8
11500092,1.0,0.0,1,1,9.4,0.0,9.4,9.4
11500094,1.5,0.5,2,2,11.85,3.95,15.8,15.8
11500095,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11500102,1.0,0.0,1,1,8.5,0.0,8.5,8.5
11500112,1.0,0.0,1,1,3.8,0.0,3.8,3.8
11500118,1.0,0.0,1,1,4.9,0.0,4.9,4.9
11500121,1.0,0.0,1,1,15.9,0.0,15.9,15.9
11500128,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11500131,2.0,0.0,2,2,19.0,0.0,19.0,19.0
11500133,1.0,0.0,1,1,9.6,0.0,9.6,9.6
11500134,1.0,0.0,1,1,4.9,0.0,4.9,4.9
11500137,1.0,0.0,1,1,4.8,0.0,4.8,4.8
11500138,1.0,0.0,1,1,4.2,0.0,4.2,4.2
11500140,1.0,0.0,1,1,10.0,0.0,10.0,10.0
11501009,2.0,0.0,2,2,10.6,0.0,10.6,10.6
11501020,1.33,0.47,2,1,13.2,4.67,19.8,9.9
11501026,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11501028,1.0,0.0,1,1,11.9,0.0,11.9,11.9
11501031,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11501032,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11501048,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11501053,2.0,0.0,2,2,14.0,0.0,14.0,14.0
11501058,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11501061,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11501064,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11501069,2.0,0.0,2,2,23.8,0.0,23.8,23.8
11501070,1.5,0.5,2,2,16.35,5.45,21.8,21.8
11501077,1.0,0.0,1,1,6.5,0.0,6.5,6.5
11501090,2.0,0.0,2,2,19.6,0.0,19.6,19.6
11501091,1.0,0.0,1,1,9.8,0.0,9.8,9.8
11501092,1.0,0.0,1,1,14.5,0.0,14.5,14.5
11501099,2.0,0.0,2,2,31.8,0.0,31.8,31.8
11501105,1.0,0.0,1,1,13.6,0.0,13.6,13.6
11501113,4.0,0.0,4,4,75.6,0.0,75.6,75.6
11501118,1.0,0.0,1,1,15.8,0.0,15.8,15.8
11501122,3.0,0.0,3,3,29.7,0.0,29.7,29.7
11502005,1.0,0.0,1,1,25.0,0.0,25.0,25.0
11502010,1.0,0.0,1,1,22.0,0.0,22.0,22.0
11502014,1.5,0.5,2,2,11.25,3.75,15.0,15.0
11502019,1.0,0.0,1,1,7.6,0.0,7.6,7.6
11502022,1.0,0.0,1,1,7.6,0.0,7.6,7.6
11502024,1.0,0.0,1,1,7.6,0.0,7.6,7.6
11502025,2.0,0.0,2,2,12.6,0.0,12.6,12.6
11502035,1.0,0.0,1,1,3.8,0.0,3.8,3.8
11502038,1.0,0.0,1,1,6.5,0.0,6.5,6.5
11502049,1.0,0.0,1,1,8.8,0.0,8.8,8.8
11504011,1.33,0.47,2,1,13.2,4.67,19.8,9.9
11504022,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11504025,1.0,0.0,1,1,23.8,0.0,23.8,23.8
11504034,1.0,0.0,1,1,11.7,1.8,13.5,13.5
11507002,1.0,0.0,1,1,4.0,0.0,4.0,4.0
11507004,1.0,0.0,1,1,4.5,0.0,4.5,4.5
11508001,4.0,0.0,4,4,95.6,0.0,95.6,95.6
11508002,1.5,0.5,2,2,35.85,11.95,47.8,47.8
11511004,2.0,0.0,2,2,75.8,0.0,75.8,75.8
11511051,3.0,0.0,3,3,129.0,0.0,129.0,129.0
11511086,1.0,0.0,1,1,42.0,0.0,42.0,42.0
11511091,1.0,0.0,1,1,42.0,0.0,42.0,42.0
11513008,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11521003,1.0,0.0,1,1,33.0,0.0,33.0,33.0
11521011,1.0,0.0,1,1,39.8,19.9,59.7,59.7
11521015,1.0,0.0,1,1,18.6,0.0,18.6,18.6
11521017,1.0,0.0,1,1,29.6,0.0,29.6,29.6
11521029,1.0,0.0,1,1,25.4,4.5,29.9,29.9
11521030,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11521035,1.0,0.0,1,1,14.6,0.0,14.6,14.6
11521061,1.0,0.0,1,1,18.9,0.0,18.9,18.9
11521063,1.5,0.5,2,2,25.35,8.45,33.8,33.8
11522002,1.0,0.0,1,1,32.5,0.0,32.5,32.5
11522006,2.0,0.0,2,2,57.3,0.0,57.3,57.3
11522008,1.0,0.0,1,1,36.0,0.0,36.0,36.0
11522021,1.0,0.0,1,1,21.9,0.0,21.9,21.9
11522023,1.0,0.0,1,1,11.9,0.0,11.9,11.9
11522024,1.0,0.0,1,1,31.0,0.0,31.0,31.0
11530005,1.0,0.0,1,1,20.5,0.0,20.5,20.5
11530008,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11531005,1.0,0.0,1,1,28.0,0.0,28.0,28.0
11531010,1.0,0.0,1,1,4.0,0.0,4.0,4.0
11531011,1.0,0.0,1,1,13.1,3.11,17.5,10.9
11531017,1.0,0.0,1,1,16.9,0.0,16.9,16.9
11531020,1.0,0.0,1,1,15.6,0.0,15.6,15.6
11531021,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11531023,2.0,0.0,2,2,19.8,0.0,19.8,19.8
11531026,1.0,0.0,1,1,11.3,0.0,11.3,11.3
11531031,1.0,0.0,1,1,11.8,0.0,11.8,11.8
11531038,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11531047,1.0,0.0,1,1,11.9,0.0,11.9,11.9
11531071,2.0,0.0,2,2,25.2,0.0,25.2,25.2
11532008,1.0,0.0,1,1,6.15,0.65,6.8,6.8
11532011,1.0,0.0,1,1,8.85,1.05,9.9,9.9
11532012,1.0,0.0,1,1,4.63,0.47,5.3,4.3
11532019,1.0,0.0,1,1,3.05,0.15,3.2,3.2
11532022,1.0,0.0,1,1,5.85,0.95,6.8,6.8
11532029,1.0,0.0,1,1,5.7,0.0,5.7,5.7
11532036,2.0,0.0,2,2,7.0,0.0,7.0,7.0
11532037,1.0,0.0,1,1,8.5,0.0,8.5,8.5
11532038,1.5,0.5,2,2,14.25,4.75,19.0,19.0
11532039,1.5,0.5,2,2,7.95,2.65,10.6,10.6
11533011,3.0,0.0,3,3,10.2,0.0,10.2,10.2
11533012,1.0,0.0,1,1,10.8,0.0,10.8,10.8
11533016,1.0,0.0,1,1,3.6,0.0,3.6,3.6
11533021,3.67,1.25,5,4,3.67,1.25,5.0,4.0
11533024,1.0,0.0,1,1,4.5,0.0,4.5,4.5
11533028,2.5,1.5,4,4,2.65,1.35,4.0,4.0
11533029,4.0,0.0,4,4,4.0,0.0,4.0,4.0
11533057,1.0,0.0,1,1,3.5,0.0,3.5,3.5
11540000,2.0,0.0,2,2,15.8,0.0,15.8,15.8
14000001,1.0,0.0,1,1,3.2,0.0,3.2,3.2
14000002,1.0,0.0,1,1,3.2,0.0,3.2,3.2
14000003,2.0,0.0,2,2,45.6,0.0,45.6,45.6
14000004,1.0,0.0,1,1,7.8,0.0,7.8,7.8
14000006,1.0,0.0,1,1,7.8,0.0,7.8,7.8
14000009,1.0,0.0,1,1,3.5,0.0,3.5,3.5
14000010,2.0,0.0,2,2,7.0,0.0,7.0,7.0
14000016,1.0,0.0,1,1,3.9,0.0,3.9,3.9
14001022,1.0,0.0,1,1,5.8,0.0,5.8,5.8
14001024,1.0,0.0,1,1,5.8,0.0,5.8,5.8
14001026,1.0,0.0,1,1,15.0,0.0,15.0,15.0
14002006,1.0,0.0,1,1,7.8,0.0,7.8,7.8
14002007,1.0,0.0,1,1,7.5,0.0,7.5,7.5
14010003,1.0,0.0,1,1,19.9,0.0,19.9,19.9
14010006,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14010011,1.71,1.03,4,1,6.51,3.91,15.2,3.8
14010012,2.67,1.25,4,3,9.33,4.37,14.0,10.5
14010015,1.5,0.5,2,2,9.75,3.25,13.0,13.0
14010020,1.17,0.37,2,1,11.38,3.78,19.8,9.9
14010021,2.33,1.89,5,1,8.87,7.17,19.0,3.8
14011001,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14011007,1.0,0.0,1,1,6.8,0.0,6.8,6.8
14012004,1.0,0.0,1,1,3.8,0.0,3.8,3.8
14013009,1.0,0.0,1,1,4.2,0.0,4.2,4.2
14013011,1.25,0.43,2,1,3.12,1.08,5.0,2.5
14013024,1.0,0.0,1,1,10.67,0.47,11.0,11.0
14013026,1.0,0.0,1,1,11.0,0.0,11.0,11.0
14013028,1.0,0.0,1,1,10.5,0.5,11.0,11.0
14014000,1.0,0.0,1,1,36.6,0.0,36.6,36.6
14014012,1.0,0.0,1,1,6.8,0.0,6.8,6.8
14014029,1.0,0.0,1,1,10.9,0.0,10.9,10.9
14014030,1.0,0.0,1,1,13.9,0.0,13.9,13.9
14014034,1.0,0.0,1,1,10.9,0.0,10.9,10.9
14015003,1.0,0.0,1,1,11.2,0.0,11.2,11.2
14015048,1.5,0.87,3,1,8.5,4.62,16.5,6.0
14015049,1.0,0.0,1,1,6.0,0.0,6.0,6.0
14015055,1.0,0.0,1,1,12.9,0.0,12.9,12.9
14015065,1.0,0.0,1,1,14.8,0.0,14.8,14.8
14020002,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14020003,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14020011,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14020012,1.0,0.0,1,1,15.6,0.0,15.6,15.6
14020014,1.0,0.0,1,1,26.5,0.0,26.5,26.5
14020015,2.0,0.0,2,2,19.8,0.0,19.8,19.8
14020027,1.0,0.0,1,1,10.9,0.0,10.9,10.9
14021002,1.0,0.0,1,1,29.9,0.0,29.9,29.9
14021006,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14021008,1.0,0.0,1,1,7.2,0.0,7.2,7.2
14021014,1.0,0.0,1,1,7.2,0.0,7.2,7.2
14021037,1.0,0.0,1,1,10.9,0.0,10.9,10.9
14021046,1.0,0.0,1,1,3.9,0.0,3.9,3.9
14022002,1.0,0.0,1,1,7.2,0.0,7.2,7.2
14022004,1.0,0.0,1,1,7.2,0.0,7.2,7.2
14022006,1.0,0.0,1,1,7.2,0.0,7.2,7.2
14022010,1.0,0.0,1,1,19.5,0.0,19.5,19.5
14031000,1.0,0.0,1,1,10.2,0.0,10.2,10.2
14031004,1.0,0.0,1,1,11.8,0.0,11.8,11.8
14031006,1.0,0.0,1,1,7.9,0.0,7.9,7.9
14032002,1.0,0.0,1,1,11.8,0.0,11.8,11.8
14032011,1.0,0.0,1,1,16.8,0.0,16.8,16.8
14032018,1.33,0.47,2,1,12.8,4.53,19.2,9.6
14032021,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14033006,1.0,0.0,1,1,17.8,0.0,17.8,17.8
14033043,1.0,0.0,1,1,15.9,0.0,15.9,15.9
14033044,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14033046,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14033048,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14033054,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14033055,1.0,0.0,1,1,6.9,0.0,6.9,6.9
14033057,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14034002,1.0,0.0,1,1,16.8,0.0,16.8,16.8
14034005,1.0,0.0,1,1,78.0,0.0,78.0,78.0
14034007,1.0,0.0,1,1,10.2,0.0,10.2,10.2
14034009,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14034015,1.0,0.0,1,1,14.9,0.0,14.9,14.9
14034017,1.33,0.47,2,1,7.87,2.78,11.8,5.9
14034019,1.0,0.0,1,1,19.0,0.0,19.0,19.0
14040009,1.0,0.0,1,1,20.5,0.0,20.5,20.5
14040020,1.0,0.0,1,1,4.3,0.0,4.3,4.3
14041002,2.0,0.0,2,2,9.8,0.0,9.8,9.8
14043002,1.0,0.0,1,1,33.6,0.0,33.6,33.6
14043003,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14043006,1.0,0.0,1,1,33.6,0.0,33.6,33.6
14043012,1.0,0.0,1,1,8.5,0.0,8.5,8.5
14043013,1.0,0.0,1,1,8.5,0.0,8.5,8.5
14043014,1.0,0.0,1,1,8.5,0.0,8.5,8.5
14043021,1.0,0.0,1,1,20.5,0.0,20.5,20.5
14043031,2.0,0.0,2,2,132.0,0.0,132.0,132.0
14043036,1.0,0.0,1,1,4.8,0.0,4.8,4.8
14050001,1.0,0.0,1,1,7.5,0.0,7.5,7.5
14050013,1.0,0.0,1,1,4.5,0.0,4.5,4.5
14050014,1.0,0.0,1,1,4.5,0.0,4.5,4.5
14050015,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14050019,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14050020,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14050022,1.0,0.0,1,1,6.5,0.0,6.5,6.5
14050026,1.0,0.0,1,1,4.5,0.0,4.5,4.5
14050027,1.0,0.0,1,1,4.5,0.0,4.5,4.5
14050034,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14050035,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14050036,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14050037,1.0,0.0,1,1,5.9,0.0,5.9,5.9
14051003,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14051004,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14052000,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14052001,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14052002,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14052003,1.0,0.0,1,1,5.2,0.3,5.5,5.5
14052005,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14052006,1.0,0.0,1,1,5.5,0.0,5.5,5.5
14052010,1.0,0.0,1,1,5.8,0.0,5.8,5.8
14052011,1.0,0.0,1,1,5.8,0.0,5.8,5.8
