b,b_count_all,b_count_2,b_count_3,b_count_4,b_amount_all,b_amount_2,b_amount_3,b_amount_4
14445.0,13.0,6.0,3.0,4.0,76.7,39.4,17.7,19.6
14446.0,2.0,0.0,1.0,1.0,9.0,0.0,4.5,4.5
14447.0,2.0,0.0,2.0,0.0,19.8,0.0,19.8,0.0
14449.0,9.0,2.0,2.0,5.0,74.5,20.0,22.0,32.5
14454.0,1.0,0.0,1.0,0.0,55.0,0.0,55.0,0.0
14455.0,11.0,6.0,2.0,3.0,74.9,35.4,21.8,17.700000000000003
14456.0,1.0,0.0,0.0,1.0,5.5,0.0,0.0,5.5
14458.0,2.0,0.0,1.0,1.0,12.4,0.0,6.2,6.2
14460.0,10.0,3.0,4.0,3.0,60.3,13.7,13.0,33.6
14461.0,10.0,7.0,2.0,1.0,21.0,15.8,4.2,1.0
14475.0,35.596000000000004,12.370000000000001,10.225999999999999,13.0,950.4399999999995,482.2,204.04,264.20000000000005
14504.0,2.0,2.0,0.0,0.0,338.0,338.0,0.0,0.0
14507.0,5.0,1.0,1.0,3.0,47.099999999999994,15.5,8.9,22.700000000000003
14509.0,11.0,1.0,3.0,7.0,69.39999999999999,4.8,15.5,49.099999999999994
14510.0,1.0,0.0,0.0,1.0,53.9,0.0,0.0,53.9
14519.0,6.0,3.0,1.0,2.0,142.2,105.0,10.2,27.0
14524.0,1.0,1.0,0.0,0.0,6.9,6.9,0.0,0.0
14531.0,1.0,1.0,0.0,0.0,10.9,10.9,0.0,0.0
14539.0,5.0,0.0,2.0,3.0,32.3,0.0,10.7,21.6
14544.0,26.0,20.0,5.0,1.0,154.60000000000005,126.70000000000002,24.4,3.5
14545.0,10.0,2.0,3.0,5.0,123.2,26.2,26.700000000000003,70.3
14546.0,7.0,0.0,5.0,2.0,68.3,0.0,48.5,19.8
14556.0,3.0,2.0,0.0,1.0,28.9,21.4,0.0,7.5
14564.0,4.0,2.0,1.0,1.0,36.4,22.0,11.0,3.4
14570.0,4.0,1.0,2.0,1.0,112.2,26.8,48.6,36.8
14571.0,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
14573.0,22.0,11.0,11.0,0.0,56.0,28.5,27.5,0.0
14579.0,3.0,1.0,2.0,0.0,21.6,9.8,11.8,0.0
14580.0,8.0,5.0,3.0,0.0,74.00000000000001,44.900000000000006,29.099999999999998,0.0
14581.0,3.0,2.0,1.0,0.0,28.700000000000003,19.8,8.9,0.0
14585.0,3.0,0.0,2.0,1.0,25.5,0.0,17.0,8.5
14591.0,3.0,0.0,1.0,2.0,16.3,0.0,8.9,7.4
14592.0,1.0,1.0,0.0,0.0,98.0,98.0,0.0,0.0
14601.0,2.0,2.0,0.0,0.0,19.8,19.8,0.0,0.0
14612.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0
14615.0,5.0,3.0,1.0,1.0,40.470000000000006,20.48,12.0,7.99
14618.0,1.0,1.0,0.0,0.0,6.5,6.5,0.0,0.0
14622.0,77.0,29.0,21.0,27.0,1679.499999999999,710.5999999999998,426.80000000000007,542.1000000000001
14623.0,1.0,0.0,1.0,0.0,26.8,0.0,26.8,0.0
14626.0,5.0,3.0,2.0,0.0,42.400000000000006,20.700000000000003,21.700000000000003,0.0
14627.0,3.0,2.0,1.0,0.0,13.5,9.0,4.5,0.0
14630.0,4.0,1.0,2.0,1.0,65.7,17.5,38.3,9.9
14648.0,2.0,2.0,0.0,0.0,13.8,13.8,0.0,0.0
14650.0,7.0,3.0,2.0,2.0,60.86,13.99,7.98,38.89
14651.0,23.0,4.0,3.0,16.0,189.20000000000005,55.900000000000006,21.9,111.4
14652.0,1.0,1.0,0.0,0.0,3.8,3.8,0.0,0.0
14661.0,3.0,1.0,0.0,2.0,31.9,22.9,0.0,9.0
14665.0,2.0,1.0,1.0,0.0,67.6,33.8,33.8,0.0
14667.0,4.0,3.0,0.0,1.0,36.400000000000006,22.6,0.0,13.8
14674.0,2.0,2.0,0.0,0.0,45.6,45.6,0.0,0.0
14677.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,8.0
14678.0,20.0,4.0,11.0,5.0,211.49999999999994,40.39999999999999,126.50000000000001,44.599999999999994
14682.0,3.0,2.0,0.0,1.0,20.700000000000003,13.8,0.0,6.9
14686.0,3.0,1.0,1.0,1.0,15.899999999999999,5.3,5.3,5.3
14688.0,1.0,1.0,0.0,0.0,9.5,9.5,0.0,0.0
14689.0,1.0,0.0,1.0,0.0,13.8,0.0,13.8,0.0
14691.0,2.0,0.0,0.0,2.0,21.6,0.0,0.0,21.6
14693.0,3.0,0.0,3.0,0.0,29.6,0.0,29.6,0.0
14694.0,3.0,2.0,0.0,1.0,30.0,25.0,0.0,5.0
14703.0,4.0,0.0,2.0,2.0,37.2,0.0,18.6,18.6
14705.0,28.0,19.0,4.0,5.0,210.00000000000003,123.6,33.3,53.099999999999994
14712.0,6.0,1.0,1.0,4.0,51.6,8.6,8.6,34.4
14714.0,6.0,0.0,1.0,5.0,168.5,0.0,19.3,149.2
14717.0,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
14719.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0
14721.0,1.0,0.0,1.0,0.0,35.0,0.0,35.0,0.0
14722.0,2.0,1.0,0.0,1.0,38.1,15.3,0.0,22.8
14723.0,3.0,1.0,0.0,2.0,27.4,5.8,0.0,21.6
14724.0,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
14726.0,3.0,1.0,1.0,1.0,27.700000000000003,7.9,9.9,9.9
14727.0,6.0,1.0,2.0,3.0,29.0,6.5,9.0,13.5
14729.0,3.0,1.0,1.0,1.0,23.700000000000003,7.9,7.9,7.9
14730.0,1.0,0.0,1.0,0.0,4.5,0.0,4.5,0.0
14731.0,1.0,0.0,1.0,0.0,1.99,0.0,1.99,0.0
14732.0,5.0,5.0,0.0,0.0,48.60000000000001,48.60000000000001,0.0,0.0
14736.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
14737.0,13.0,3.0,7.0,3.0,169.60000000000002,47.400000000000006,102.69999999999999,19.5
14738.0,1.0,1.0,0.0,0.0,168.0,168.0,0.0,0.0
14739.0,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
14740.0,13.0,1.0,1.0,11.0,225.18000000000004,99.0,7.5,118.68
14742.0,13.0,7.0,0.0,6.0,66.0,32.5,0.0,33.5
14743.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0
14746.0,1.0,1.0,0.0,0.0,10.8,10.8,0.0,0.0
14747.0,1.0,1.0,0.0,0.0,35.0,35.0,0.0,0.0
14752.0,16.0,11.0,4.0,1.0,144.20000000000005,89.00000000000001,45.300000000000004,9.9
14753.0,1.0,0.0,0.0,1.0,8.9,0.0,0.0,8.9
14757.0,1.0,1.0,0.0,0.0,24.8,24.8,0.0,0.0
14758.0,2.0,0.0,1.0,1.0,60.0,0.0,15.0,45.0
14759.0,10.0,3.0,4.0,3.0,75.7,25.9,22.0,27.799999999999997
14764.0,1.0,0.0,1.0,0.0,218.0,0.0,218.0,0.0
14767.0,1.0,0.0,0.0,1.0,32.0,0.0,0.0,32.0
14768.0,2.0,1.0,0.0,1.0,90.3,27.8,0.0,62.5
14770.0,2.0,0.0,1.0,1.0,35.0,0.0,17.5,17.5
14777.0,1.0,0.0,0.0,1.0,8.9,0.0,0.0,8.9
14779.0,4.0,0.0,1.0,3.0,23.6,0.0,5.9,17.700000000000003
14780.0,5.0,4.0,1.0,0.0,88.10000000000001,81.2,6.9,0.0
14781.0,2.0,1.0,1.0,0.0,15.4,7.9,7.5,0.0
14783.0,3.0,1.0,1.0,1.0,29.5,8.9,6.8,13.8
14784.0,7.0,3.0,4.0,0.0,92.30000000000001,37.400000000000006,54.9,0.0
14785.0,5.0,3.0,1.0,1.0,52.5,30.700000000000003,11.9,9.9
14786.0,2.0,2.0,0.0,0.0,39.8,39.8,0.0,0.0
14788.0,4.0,0.0,4.0,0.0,66.6,0.0,66.6,0.0
14789.0,13.0,7.0,6.0,0.0,104.70000000000002,54.3,50.4,0.0
14790.0,1.0,1.0,0.0,0.0,13.9,13.9,0.0,0.0
14792.0,1.0,1.0,0.0,0.0,8.8,8.8,0.0,0.0
14793.0,6.162,1.0,2.162,3.0,65.06,4.5,25.96,34.6
14794.0,21.616000000000003,8.296,4.5200000000000005,8.8,738.06,258.12,157.49000000000004,322.45
14795.0,2.0,0.0,1.0,1.0,36.6,0.0,23.8,12.8
14797.0,3.0,3.0,0.0,0.0,71.4,71.4,0.0,0.0
14798.0,8.0,4.0,2.0,2.0,126.40000000000002,75.10000000000001,33.7,17.6
14799.0,1.0,0.0,0.0,1.0,32.8,0.0,0.0,32.8
14803.0,8.0,1.0,1.0,6.0,65.0,14.8,5.9,44.3
14804.0,4.0,0.0,0.0,4.0,53.8,0.0,0.0,53.8
14805.0,16.0,9.0,5.0,2.0,192.80000000000004,107.19999999999999,60.0,25.6
14807.0,8.0,2.0,3.0,3.0,72.7,18.1,17.5,37.1
14809.0,8.0,1.0,5.0,2.0,50.6,6.5,31.1,13.0
14810.0,57.0,14.0,31.0,12.0,143.6,36.8,73.99999999999999,32.800000000000004
14811.0,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
14818.0,1.0,0.0,0.0,1.0,25.8,0.0,0.0,25.8
14820.0,1.0,0.0,0.0,1.0,7.9,0.0,0.0,7.9
14821.0,1.0,1.0,0.0,0.0,168.0,168.0,0.0,0.0
14826.0,1.0,1.0,0.0,0.0,18.8,18.8,0.0,0.0
15001.0,13.0,3.0,7.0,3.0,214.40000000000003,81.4,106.5,26.5
15002.0,18.0,8.0,3.0,7.0,277.50000000000006,124.69999999999999,52.3,100.5
15007.0,1.0,0.0,0.0,1.0,32.8,0.0,0.0,32.8
15009.0,159.0,26.0,56.0,77.0,745.0,140.0,268.0,337.0
15011.0,35.0,14.0,8.0,13.0,678.8000000000001,416.0,80.60000000000001,182.2
15012.0,649.0,228.0,227.0,194.0,2632.4800000000046,812.3999999999997,1113.6099999999997,706.4699999999992
15015.0,8.0,8.0,0.0,0.0,164.0,164.0,0.0,0.0
15026.0,40.0,9.0,28.0,3.0,103.89999999999999,23.7,72.1,8.1
15028.0,5.0,4.0,1.0,0.0,266.0,246.5,19.5,0.0
15031.0,2.0,1.0,1.0,0.0,40.5,27.6,12.9,0.0
15032.0,1.0,1.0,0.0,0.0,36.8,36.8,0.0,0.0
15033.0,2.0,0.0,2.0,0.0,23.8,0.0,23.8,0.0
15036.0,5.0,4.0,1.0,0.0,39.2,29.4,9.8,0.0
15037.0,1.0,0.0,0.0,1.0,17.9,0.0,0.0,17.9
15038.0,33.0,6.0,9.0,18.0,138.05999999999995,37.39,56.8,43.870000000000005
15039.0,199.0,41.0,77.0,81.0,1211.3999999999994,329.4,425.0899999999998,456.91
15042.0,6.0,6.0,0.0,0.0,88.3,88.3,0.0,0.0
15045.0,38.0,10.0,4.0,24.0,227.9900000000001,100.10000000000001,23.779999999999998,104.10999999999996
15048.0,3.0,1.0,0.0,2.0,53.699999999999996,13.9,0.0,39.8
15049.0,3.0,0.0,2.0,1.0,66.69999999999999,0.0,38.8,27.9
15052.0,416.0,89.0,160.0,167.0,2141.2000000000016,603.8,673.4999999999997,863.9000000000003
15057.0,19.0,6.0,7.0,6.0,261.0,75.0,84.5,101.5
15060.0,41.634,32.634,7.0,2.0,596.0999999999998,434.49999999999994,122.19999999999999,39.4
15061.0,1.0,0.0,0.0,1.0,9.9,0.0,0.0,9.9
15063.0,4.0,1.0,2.0,1.0,48.3,4.8,22.599999999999998,20.9
15065.0,1.0,1.0,0.0,0.0,38.9,38.9,0.0,0.0
15066.0,69.0,18.0,34.0,17.0,363.2999999999998,102.4,188.3,72.6
15067.0,32.0,20.0,9.0,3.0,394.70000000000005,248.50000000000009,102.80000000000001,43.400000000000006
15073.0,19.0,7.0,5.0,7.0,121.89999999999998,43.400000000000006,35.6,42.900000000000006
15074.0,19.0,12.0,3.0,4.0,471.8000000000001,275.20000000000005,76.39999999999999,120.19999999999999
15077.0,4.0,3.0,0.0,1.0,134.6,95.1,0.0,39.5
15078.0,18.0,11.0,4.0,3.0,149.5,99.0,24.0,26.5
15081.0,1.0,1.0,0.0,0.0,12.8,12.8,0.0,0.0
15083.0,28.0,9.0,6.0,13.0,455.5999999999997,353.4,40.6,61.599999999999994
15092.0,42.0,13.0,11.0,18.0,469.0,143.0,121.0,205.0
15094.0,1027.0,379.0,364.0,284.0,5613.769999999999,2155.88,1756.63,1701.2600000000007
15100.0,1.0,0.0,0.0,1.0,4.8,0.0,0.0,4.8
15123.0,42.0,17.0,8.0,17.0,710.0,242.5,153.3,314.2
15542.0,2.0,1.0,1.0,0.0,96.9,18.9,78.0,0.0
15545.0,7.0,2.0,2.0,3.0,204.5,86.5,47.099999999999994,70.9
15546.0,1.0,0.0,1.0,0.0,59.0,0.0,59.0,0.0
15548.0,5.0,0.0,1.0,4.0,29.199999999999996,0.0,9.6,19.6
15552.0,4.0,1.0,1.0,2.0,66.8,8.8,38.5,19.5
15554.0,1.0,0.0,0.0,1.0,9.8,0.0,0.0,9.8
15557.0,3.0,0.0,1.0,2.0,97.6,0.0,37.8,59.8
15564.0,3.0,0.0,0.0,3.0,45.400000000000006,0.0,0.0,45.400000000000006
15570.0,8.0,0.0,2.0,6.0,49.5,0.0,16.5,33.0
15572.0,3.0,3.0,0.0,0.0,49.699999999999996,49.699999999999996,0.0,0.0
15576.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
15577.0,11.0,4.0,3.0,4.0,299.1,104.19999999999999,86.5,108.4
15583.0,1.0,1.0,0.0,0.0,37.8,37.8,0.0,0.0
15584.0,1.0,1.0,0.0,0.0,32.8,32.8,0.0,0.0
15585.0,1.0,0.0,0.0,1.0,19.5,0.0,0.0,19.5
15588.0,1.0,0.0,1.0,0.0,11.8,0.0,11.8,0.0
15589.0,28.0,14.0,14.0,0.0,78.39999999999999,39.2,39.2,0.0
15590.0,86.0,34.0,31.0,21.0,572.6999999999999,199.8,242.1,130.8
15600.0,1.0,0.0,0.0,1.0,21.2,0.0,0.0,21.2
15616.0,4.0,2.0,1.0,1.0,55.599999999999994,33.8,10.9,10.9
15629.0,1.0,1.0,0.0,0.0,15.8,15.8,0.0,0.0
15631.0,1074.0,98.0,168.0,808.0,2568.0000000000005,256.0,390.7999999999999,1921.200000000001
15632.0,18.0,9.0,9.0,0.0,185.00000000000006,106.9,78.10000000000001,0.0
15633.0,1.0,1.0,0.0,0.0,12.5,12.5,0.0,0.0
15635.0,5.0,2.0,0.0,3.0,99.0,39.6,0.0,59.400000000000006
15641.0,5.0,2.0,3.0,0.0,51.5,9.8,41.7,0.0
15647.0,4.0,2.0,1.0,1.0,56.2,29.6,13.8,12.8
15648.0,3.0,3.0,0.0,0.0,24.599999999999998,24.599999999999998,0.0,0.0
15649.0,2.0,0.0,1.0,1.0,28.7,0.0,8.7,20.0
15653.0,6.0,1.0,0.0,5.0,106.8,17.8,0.0,89.0
15655.0,3.0,0.0,2.0,1.0,112.8,0.0,91.3,21.5
15665.0,1.0,0.0,0.0,1.0,19.8,0.0,0.0,19.8
15667.0,4.0,0.0,0.0,4.0,67.2,0.0,0.0,67.2
15669.0,1.0,0.0,0.0,1.0,13.5,0.0,0.0,13.5
30004.0,2.0,0.0,0.0,2.0,158.0,0.0,0.0,158.0
30007.0,1.0,0.0,1.0,0.0,7.8,0.0,7.8,0.0
30017.0,9.0,4.0,3.0,2.0,73.2,36.6,20.700000000000003,15.9
30027.0,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
30033.0,1.0,0.0,0.0,1.0,24.9,0.0,0.0,24.9
30040.0,2.0,2.0,0.0,0.0,35.6,35.6,0.0,0.0
30046.0,3.0,1.0,1.0,1.0,84.80000000000001,49.0,15.9,19.9
30049.0,6.0,0.0,6.0,0.0,64.8,0.0,64.8,0.0
30053.0,1.0,0.0,1.0,0.0,80.0,0.0,80.0,0.0
30060.0,4.0,1.0,1.0,2.0,91.4,58.0,14.5,18.9
30063.0,1.0,1.0,0.0,0.0,6.9,6.9,0.0,0.0
30077.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
30080.0,4.0,0.0,0.0,4.0,47.599999999999994,0.0,0.0,47.599999999999994
30083.0,2.0,0.0,0.0,2.0,59.8,0.0,0.0,59.8
30105.0,3.0,1.0,0.0,2.0,40.3,14.5,0.0,25.8
30120.0,5.0,2.0,3.0,0.0,104.5,49.8,54.699999999999996,0.0
30123.0,3.0,0.0,3.0,0.0,23.7,0.0,23.7,0.0
30131.0,3.0,2.0,1.0,0.0,28.599999999999998,22.799999999999997,5.8,0.0
30139.0,1.0,1.0,0.0,0.0,48.0,48.0,0.0,0.0
30152.0,1.0,0.0,0.0,1.0,79.9,0.0,0.0,79.9
30170.0,48.0,23.0,11.0,14.0,497.4999999999998,268.40000000000003,94.2,134.9
30172.0,6.0,2.0,2.0,2.0,127.6,30.0,17.8,79.8
30180.0,5.0,1.0,4.0,0.0,10.0,2.0,8.0,0.0
30186.0,2.0,0.0,1.0,1.0,39.8,0.0,19.9,19.9
30192.0,8.0,3.0,4.0,1.0,60.8,18.9,32.4,9.5
30198.0,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
30204.0,3.0,3.0,0.0,0.0,19.8,19.8,0.0,0.0
30216.0,20.0,11.0,3.0,6.0,470.7999999999998,308.99999999999994,71.39999999999999,90.4
30228.0,4.0,2.0,0.0,2.0,652.0,458.0,0.0,194.0
30241.0,1.0,0.0,1.0,0.0,14.9,0.0,14.9,0.0
30248.0,566.0,193.0,182.0,191.0,128.70000000000036,45.999999999999964,40.49999999999998,42.200000000000045
30252.0,2.0,0.0,2.0,0.0,46.8,0.0,46.8,0.0
30253.0,2.0,1.0,1.0,0.0,26.799999999999997,16.9,9.9,0.0
30256.0,5.0,1.0,4.0,0.0,83.6,24.9,58.699999999999996,0.0
30258.0,2.0,0.0,2.0,0.0,19.700000000000003,0.0,19.700000000000003,0.0
30262.0,4.0,2.0,2.0,0.0,46.6,9.8,36.8,0.0
30269.0,8.0,1.0,6.0,1.0,37.199999999999996,4.9,27.4,4.9
30288.0,2.0,1.0,1.0,0.0,39.9,7.0,32.9,0.0
30307.0,3.0,0.0,3.0,0.0,80.8,0.0,80.8,0.0
30310.0,1.0,1.0,0.0,0.0,8.9,8.9,0.0,0.0
30337.0,1.0,1.0,0.0,0.0,13.9,13.9,0.0,0.0
30340.0,1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0
30355.0,8.0,1.0,7.0,0.0,149.20000000000002,25.9,123.30000000000001,0.0
30562.0,1.0,1.0,0.0,0.0,1.6,1.6,0.0,0.0
30564.0,1.0,0.0,1.0,0.0,4.9,0.0,4.9,0.0
30721.0,13.0,0.0,13.0,0.0,39.3,0.0,39.3,0.0
30723.0,1.0,1.0,0.0,0.0,78.0,78.0,0.0,0.0
30727.0,7.0,0.0,6.0,1.0,46.3,0.0,42.4,3.9
30734.0,1.0,1.0,0.0,0.0,18.9,18.9,0.0,0.0
30742.0,4.0,4.0,0.0,0.0,150.8,150.8,0.0,0.0
30750.0,2.0,0.0,1.0,1.0,13.8,0.0,6.9,6.9
30762.0,3.0,3.0,0.0,0.0,54.7,54.7,0.0,0.0
30764.0,12.0,0.0,12.0,0.0,140.0,0.0,140.0,0.0
30778.0,1.0,1.0,0.0,0.0,29.0,29.0,0.0,0.0
30789.0,2.0,2.0,0.0,0.0,56.8,56.8,0.0,0.0
30790.0,8.0,2.0,6.0,0.0,158.4,39.6,118.8,0.0
30793.0,2.0,0.0,1.0,1.0,14.8,0.0,10.9,3.9
30798.0,9.0,4.0,2.0,3.0,186.10000000000002,84.6,49.8,51.699999999999996
30804.0,1.0,0.0,1.0,0.0,25.9,0.0,25.9,0.0
30812.0,4.0,4.0,0.0,0.0,37.6,37.6,0.0,0.0
30814.0,1.0,0.0,0.0,1.0,21.9,0.0,0.0,21.9
30815.0,1.0,1.0,0.0,0.0,29.0,29.0,0.0,0.0
30819.0,4.0,2.0,2.0,0.0,39.6,19.8,19.8,0.0
30822.0,2.0,0.0,2.0,0.0,13.0,0.0,13.0,0.0
30825.0,6.0,6.0,0.0,0.0,107.4,107.4,0.0,0.0
30829.0,2.0,1.0,0.0,1.0,47.8,29.9,0.0,17.9
30831.0,1.0,1.0,0.0,0.0,17.9,17.9,0.0,0.0
30832.0,4.0,2.0,2.0,0.0,74.6,34.8,39.8,0.0
30833.0,15.0,11.0,4.0,0.0,386.5999999999999,322.0,64.6,0.0
30835.0,1.0,1.0,0.0,0.0,25.0,25.0,0.0,0.0
30838.0,2.0,0.0,2.0,0.0,49.8,0.0,49.8,0.0
31008.0,1.0,0.0,0.0,1.0,13.9,0.0,0.0,13.9
31017.0,10.0,1.0,2.0,7.0,52.6,10.5,14.4,27.7
31019.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
31027.0,11.0,5.0,1.0,5.0,162.5,86.4,27.8,48.3
31035.0,3.0,3.0,0.0,0.0,19.1,19.1,0.0,0.0
31037.0,1.0,0.0,0.0,1.0,2.9,0.0,0.0,2.9
31059.0,1.0,1.0,0.0,0.0,29.5,29.5,0.0,0.0
31067.0,1.0,0.0,0.0,1.0,11.8,0.0,0.0,11.8
31070.0,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
31094.0,1.0,0.0,1.0,0.0,14.9,0.0,14.9,0.0
31095.0,1.0,0.0,1.0,0.0,8.9,0.0,8.9,0.0
31133.0,4.0,1.0,1.0,2.0,23.700000000000003,19.8,1.3,2.6
31148.0,5.0,5.0,0.0,0.0,55.1,55.1,0.0,0.0
31160.0,1.0,0.0,1.0,0.0,15.9,0.0,15.9,0.0
31166.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0
32006.0,5.0,3.0,2.0,0.0,453.0,327.0,126.0,0.0
32012.0,1.0,1.0,0.0,0.0,49.0,49.0,0.0,0.0
32047.0,1.0,0.0,1.0,0.0,35.8,0.0,35.8,0.0
32053.0,3.0,0.0,1.0,2.0,37.9,0.0,10.0,27.9
32116.0,1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0
32133.0,13.0,7.0,2.0,4.0,222.80000000000004,52.50000000000001,34.6,135.70000000000002
32169.0,1.0,1.0,0.0,0.0,11.9,11.9,0.0,0.0
32183.0,2.0,1.0,1.0,0.0,83.0,48.0,35.0,0.0
32188.0,4.0,3.0,1.0,0.0,128.0,100.0,28.0,0.0
32196.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
32215.0,3.0,0.0,3.0,0.0,43.0,0.0,43.0,0.0
32295.0,11.0,8.0,2.0,1.0,523.0,360.0,35.0,128.0
32322.0,1.0,0.0,0.0,1.0,29.2,0.0,0.0,29.2
32381.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,23.0
32395.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0
32402.0,2.0,0.0,0.0,2.0,30.0,0.0,0.0,30.0
33009.0,1.0,1.0,0.0,0.0,12.9,12.9,0.0,0.0
33033.0,2.0,2.0,0.0,0.0,538.0,538.0,0.0,0.0
33046.0,12.0,7.0,2.0,3.0,96.5,38.3,14.8,43.4
33054.0,3.0,1.0,1.0,1.0,27.0,10.0,8.5,8.5
33080.0,1.0,0.0,1.0,0.0,279.0,0.0,279.0,0.0
34001.0,5.0,0.0,4.0,1.0,46.6,0.0,37.5,9.1
34005.0,1.0,0.0,0.0,1.0,62.9,0.0,0.0,62.9
34017.0,1.0,0.0,0.0,1.0,9.9,0.0,0.0,9.9
34020.0,1.0,1.0,0.0,0.0,35.0,35.0,0.0,0.0
34039.0,4.0,2.0,0.0,2.0,141.6,75.8,0.0,65.8
34040.0,2.0,0.0,0.0,2.0,240.0,0.0,0.0,240.0
34048.0,1.0,1.0,0.0,0.0,199.0,199.0,0.0,0.0
34074.0,2.0,1.0,1.0,0.0,85.8,35.9,49.9,0.0
34077.0,1.0,0.0,0.0,1.0,14.9,0.0,0.0,14.9
34079.0,9.0,0.0,1.0,8.0,209.0,0.0,33.0,176.0
34099.0,1.0,0.0,0.0,1.0,16.9,0.0,0.0,16.9
34106.0,1.0,1.0,0.0,0.0,48.9,48.9,0.0,0.0
34111.0,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
34119.0,1.0,1.0,0.0,0.0,39.0,39.0,0.0,0.0
34122.0,5.0,4.0,0.0,1.0,74.5,59.6,0.0,14.9
34129.0,8.0,1.0,2.0,5.0,161.20000000000002,12.9,34.8,113.50000000000001
34175.0,2.0,2.0,0.0,0.0,15.8,15.8,0.0,0.0
34194.0,1.0,0.0,0.0,1.0,12.9,0.0,0.0,12.9
34195.0,2.0,0.0,0.0,2.0,92.0,0.0,0.0,92.0
34214.0,11.0,0.0,5.0,6.0,385.8999999999999,0.0,199.5,186.4
34241.0,1.0,1.0,0.0,0.0,8.9,8.9,0.0,0.0
34384.0,1.0,0.0,1.0,0.0,14.9,0.0,14.9,0.0
34763.0,3.0,0.0,0.0,3.0,46.699999999999996,0.0,0.0,46.699999999999996
34764.0,4.0,0.0,0.0,4.0,56.599999999999994,0.0,0.0,56.599999999999994
34801.0,1.0,0.0,0.0,1.0,39.0,0.0,0.0,39.0
34811.0,1.0,0.0,1.0,0.0,89.0,0.0,89.0,0.0
34815.0,1.0,0.0,0.0,1.0,13.9,0.0,0.0,13.9
34818.0,1.0,1.0,0.0,0.0,6.9,6.9,0.0,0.0
34846.0,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
