i,i_count_all,i_count_2,i_count_3,i_count_4,i_amount_all,i_amount_2,i_amount_3,i_amount_4
11052006,1.0,0.0,1.0,0.0,25.5,0.0,25.5,0.0
11052010,1.0,0.0,1.0,0.0,34.9,0.0,34.9,0.0
11052012,2.0,1.0,0.0,1.0,19.6,9.8,0.0,9.8
11052013,1.0,1.0,0.0,0.0,6.4,6.4,0.0,0.0
11052015,1.0,0.0,0.0,1.0,5.8,0.0,0.0,5.8
11054001,1.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
11054017,1.0,1.0,0.0,0.0,23.9,23.9,0.0,0.0
11054030,1.0,0.0,0.0,1.0,26.9,0.0,0.0,26.9
11054033,4.0,2.0,0.0,2.0,115.6,57.8,0.0,57.8
11054036,1.0,0.0,0.0,1.0,29.9,0.0,0.0,29.9
11054040,1.0,1.0,0.0,0.0,33.9,33.9,0.0,0.0
11054044,1.0,1.0,0.0,0.0,29.9,29.9,0.0,0.0
11054048,1.0,0.0,0.0,1.0,4.8,0.0,0.0,4.8
11054072,1.0,0.0,1.0,0.0,16.9,0.0,16.9,0.0
11055005,1.0,0.0,1.0,0.0,13.5,0.0,13.5,0.0
11055007,1.0,1.0,0.0,0.0,18.0,18.0,0.0,0.0
11055009,1.0,0.0,1.0,0.0,13.8,0.0,13.8,0.0
11055011,1.0,0.0,1.0,0.0,17.7,0.0,17.7,0.0
11056005,1.0,0.0,0.0,1.0,5.6,0.0,0.0,5.6
11056012,2.0,0.0,0.0,2.0,10.2,0.0,0.0,10.2
11056017,4.0,0.0,0.0,4.0,18.4,0.0,0.0,18.4
11056025,2.0,0.0,0.0,2.0,17.2,0.0,0.0,17.2
11056035,1.0,0.0,0.0,1.0,35.0,0.0,0.0,35.0
11056046,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
11056048,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0
11056050,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0
11056054,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11056064,1.0,0.0,1.0,0.0,4.5,0.0,4.5,0.0
11056085,47.0,0.0,10.0,37.0,47.0,0.0,10.0,37.0
11057000,1.0,0.0,1.0,0.0,69.9,0.0,69.9,0.0
11057029,2.0,0.0,0.0,2.0,19.8,0.0,0.0,19.8
11057040,8.0,0.0,4.0,4.0,172.0,0.0,80.0,92.0
11057049,4.0,0.0,3.0,1.0,156.7,0.0,92.69999999999999,64.0
11057050,1.0,0.0,1.0,0.0,10.9,0.0,10.9,0.0
11057120,1.0,1.0,0.0,0.0,35.6,35.6,0.0,0.0
11057222,2.0,0.0,2.0,0.0,26.0,0.0,26.0,0.0
11058004,1.0,1.0,0.0,0.0,11.8,11.8,0.0,0.0
11058005,1.0,0.0,0.0,1.0,25.6,0.0,0.0,25.6
11100045,1.0,0.0,0.0,1.0,25.9,0.0,0.0,25.9
11101013,1.0,1.0,0.0,0.0,39.8,39.8,0.0,0.0
11101021,1.0,0.0,0.0,1.0,5.8,0.0,0.0,5.8
11101024,1.0,0.0,0.0,1.0,25.9,0.0,0.0,25.9
11102100,1.0,1.0,0.0,0.0,8.5,8.5,0.0,0.0
11104013,1.0,0.0,1.0,0.0,25.8,0.0,25.8,0.0
11104026,1.0,0.0,0.0,1.0,18.5,0.0,0.0,18.5
11104027,2.0,1.0,1.0,0.0,37.0,18.5,18.5,0.0
11104037,1.0,0.0,0.0,1.0,22.0,0.0,0.0,22.0
11110004,14.0,4.0,5.0,5.0,696.8999999999999,211.7,368.0,117.2
11110046,2.0,2.0,0.0,0.0,76.0,76.0,0.0,0.0
11110047,2.0,1.0,1.0,0.0,107.0,69.0,38.0,0.0
11110050,10.0,3.0,3.0,4.0,1172.0,114.0,455.0,603.0
11110052,3.0,2.0,1.0,0.0,66.9,47.0,19.9,0.0
11110121,39.0,0.0,0.0,39.0,39.0,0.0,0.0,39.0
11110154,1.0,0.0,1.0,0.0,29.7,0.0,29.7,0.0
11110157,2.0,0.0,2.0,0.0,59.2,0.0,59.2,0.0
11111000,1.0,0.0,0.0,1.0,24.8,0.0,0.0,24.8
11111001,3.0,1.0,2.0,0.0,85.0,23.0,62.0,0.0
11111015,2.0,2.0,0.0,0.0,98.0,98.0,0.0,0.0
11112019,3.0,2.0,1.0,0.0,29.700000000000003,19.8,9.9,0.0
11112048,1.0,0.0,1.0,0.0,49.0,0.0,49.0,0.0
11114007,1.0,1.0,0.0,0.0,6.6,6.6,0.0,0.0
11114018,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
11114043,1.0,1.0,0.0,0.0,27.9,27.9,0.0,0.0
11114052,1.0,1.0,0.0,0.0,35.9,35.9,0.0,0.0
11114053,1.0,0.0,0.0,1.0,35.9,0.0,0.0,35.9
11115083,1.0,0.0,0.0,1.0,10.0,0.0,0.0,10.0
11115178,1.0,0.0,0.0,1.0,39.0,0.0,0.0,39.0
11120017,1.0,0.0,1.0,0.0,68.0,0.0,68.0,0.0
11121030,1.0,0.0,0.0,1.0,2.9,0.0,0.0,2.9
11121078,1.0,0.0,0.0,1.0,25.0,0.0,0.0,25.0
11141002,7.0,4.0,1.0,2.0,102.30000000000001,49.6,9.9,42.8
11200051,1.0,1.0,0.0,0.0,26.8,26.8,0.0,0.0
11200057,1.0,0.0,0.0,1.0,36.9,0.0,0.0,36.9
11200065,1.0,0.0,1.0,0.0,21.9,0.0,21.9,0.0
11200067,1.0,0.0,1.0,0.0,36.9,0.0,36.9,0.0
11201005,1.0,0.0,1.0,0.0,16.8,0.0,16.8,0.0
11201027,1.0,0.0,1.0,0.0,39.0,0.0,39.0,0.0
11201064,1.0,1.0,0.0,0.0,16.6,16.6,0.0,0.0
11204001,1.0,1.0,0.0,0.0,26.9,26.9,0.0,0.0
11205004,1.0,0.0,1.0,0.0,39.0,0.0,39.0,0.0
11205013,1.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
11210049,1.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
11210076,1.0,0.0,1.0,0.0,25.8,0.0,25.8,0.0
11220003,8.0,6.0,0.0,2.0,38.4,28.8,0.0,9.6
11220014,1.0,0.0,0.0,1.0,4.5,0.0,0.0,4.5
11220016,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0
11220024,2.0,0.0,2.0,0.0,20.0,0.0,20.0,0.0
11220032,1.0,0.0,1.0,0.0,9.6,0.0,9.6,0.0
11220039,1.0,1.0,0.0,0.0,13.6,13.6,0.0,0.0
11220040,2.0,1.0,0.0,1.0,11.0,5.5,0.0,5.5
11220041,3.0,2.0,1.0,0.0,16.5,11.0,5.5,0.0
11220054,1.0,1.0,0.0,0.0,6.9,6.9,0.0,0.0
11220057,2.0,1.0,0.0,1.0,19.8,9.9,0.0,9.9
11221017,2.0,2.0,0.0,0.0,33.6,33.6,0.0,0.0
11221030,1.0,1.0,0.0,0.0,59.0,59.0,0.0,0.0
11221039,3.0,3.0,0.0,0.0,7.800000000000001,7.800000000000001,0.0,0.0
11221041,1.0,1.0,0.0,0.0,6.3,6.3,0.0,0.0
11221044,2.0,0.0,2.0,0.0,31.8,0.0,31.8,0.0
11221047,1.0,1.0,0.0,0.0,6.1,6.1,0.0,0.0
11221051,1.0,0.0,1.0,0.0,18.5,0.0,18.5,0.0
11221055,1.0,1.0,0.0,0.0,18.5,18.5,0.0,0.0
11221059,1.0,1.0,0.0,0.0,29.0,29.0,0.0,0.0
11221061,1.0,1.0,0.0,0.0,29.0,29.0,0.0,0.0
11222017,1.0,0.0,0.0,1.0,19.5,0.0,0.0,19.5
11222027,1.0,0.0,0.0,1.0,14.9,0.0,0.0,14.9
11222028,1.0,0.0,1.0,0.0,11.9,0.0,11.9,0.0
11222045,2.0,0.0,1.0,1.0,35.4,0.0,17.7,17.7
11230027,1.0,1.0,0.0,0.0,23.8,23.8,0.0,0.0
11230031,1.0,0.0,1.0,0.0,23.8,0.0,23.8,0.0
11230052,2.0,0.0,1.0,1.0,99.4,0.0,49.7,49.7
11230058,1.0,0.0,0.0,1.0,84.7,0.0,0.0,84.7
11230063,1.0,0.0,0.0,1.0,27.2,0.0,0.0,27.2
11230070,2.0,1.0,0.0,1.0,99.4,49.7,0.0,49.7
11230110,1.0,1.0,0.0,0.0,19.8,19.8,0.0,0.0
11230118,2.0,1.0,0.0,1.0,39.8,19.9,0.0,19.9
11230132,1.0,0.0,0.0,1.0,19.9,0.0,0.0,19.9
11230136,1.0,0.0,0.0,1.0,61.9,0.0,0.0,61.9
11230157,1.0,1.0,0.0,0.0,17.7,17.7,0.0,0.0
11230174,1.0,1.0,0.0,0.0,26.5,26.5,0.0,0.0
11230201,2.0,0.0,1.0,1.0,93.0,0.0,46.5,46.5
11230215,1.0,1.0,0.0,0.0,59.0,59.0,0.0,0.0
11230248,1.0,1.0,0.0,0.0,50.0,50.0,0.0,0.0
11230251,1.0,0.0,0.0,1.0,28.5,0.0,0.0,28.5
11231075,1.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
11231094,1.0,0.0,0.0,1.0,39.9,0.0,0.0,39.9
11231114,1.0,1.0,0.0,0.0,34.9,34.9,0.0,0.0
11231115,1.0,0.0,0.0,1.0,49.0,0.0,0.0,49.0
11231124,1.0,0.0,1.0,0.0,39.0,0.0,39.0,0.0
11231150,2.0,1.0,1.0,0.0,179.8,89.9,89.9,0.0
11231152,1.0,1.0,0.0,0.0,89.9,89.9,0.0,0.0
11231196,1.0,0.0,0.0,1.0,39.8,0.0,0.0,39.8
11232012,1.0,0.0,1.0,0.0,63.0,0.0,63.0,0.0
11233005,1.0,0.0,1.0,0.0,85.0,0.0,85.0,0.0
11233039,1.0,1.0,0.0,0.0,7.2,7.2,0.0,0.0
11233041,1.0,1.0,0.0,0.0,7.4,7.4,0.0,0.0
11233047,1.0,0.0,0.0,1.0,46.6,0.0,0.0,46.6
11233081,1.0,1.0,0.0,0.0,34.9,34.9,0.0,0.0
11233087,1.0,0.0,0.0,1.0,19.9,0.0,0.0,19.9
11233093,1.0,0.0,1.0,0.0,27.9,0.0,27.9,0.0
11233104,1.0,0.0,1.0,0.0,59.0,0.0,59.0,0.0
11233132,1.0,0.0,0.0,1.0,40.9,0.0,0.0,40.9
11234015,1.0,0.0,1.0,0.0,39.0,0.0,39.0,0.0
11240006,2.0,0.0,2.0,0.0,47.8,0.0,47.8,0.0
11240007,2.0,1.0,0.0,1.0,31.4,15.7,0.0,15.7
11240017,2.0,2.0,0.0,0.0,31.0,31.0,0.0,0.0
11240023,1.0,0.0,0.0,1.0,23.8,0.0,0.0,23.8
11241015,1.0,0.0,0.0,1.0,72.0,0.0,0.0,72.0
11241024,1.0,1.0,0.0,0.0,69.0,69.0,0.0,0.0
11241028,2.0,0.0,2.0,0.0,138.0,0.0,138.0,0.0
11241042,1.0,0.0,1.0,0.0,98.0,0.0,98.0,0.0
11241054,1.0,0.0,0.0,1.0,39.0,0.0,0.0,39.0
11300020,1.0,0.0,1.0,0.0,4.6,0.0,4.6,0.0
11300045,1.0,1.0,0.0,0.0,8.9,8.9,0.0,0.0
11300051,1.0,1.0,0.0,0.0,8.9,8.9,0.0,0.0
11300054,2.0,0.0,1.0,1.0,21.8,0.0,10.9,10.9
11300060,3.0,0.0,1.0,2.0,13.5,0.0,4.5,9.0
11300066,1.0,0.0,1.0,0.0,11.7,0.0,11.7,0.0
11300067,1.0,1.0,0.0,0.0,14.9,14.9,0.0,0.0
11300068,1.0,0.0,1.0,0.0,11.7,0.0,11.7,0.0
11300080,1.0,1.0,0.0,0.0,24.5,24.5,0.0,0.0
11300085,1.0,1.0,0.0,0.0,14.8,14.8,0.0,0.0
11300092,1.0,1.0,0.0,0.0,15.8,15.8,0.0,0.0
11300099,1.0,0.0,1.0,0.0,5.6,0.0,5.6,0.0
11300119,3.0,0.0,1.0,2.0,28.5,0.0,9.5,19.0
11300121,1.0,0.0,0.0,1.0,13.9,0.0,0.0,13.9
11300130,1.0,0.0,1.0,0.0,12.9,0.0,12.9,0.0
11300140,1.0,0.0,1.0,0.0,3.8,0.0,3.8,0.0
11300155,1.0,0.0,1.0,0.0,9.8,0.0,9.8,0.0
11300157,2.0,0.0,1.0,1.0,19.8,0.0,9.9,9.9
11300165,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11300168,1.0,0.0,1.0,0.0,12.3,0.0,12.3,0.0
11300172,1.0,0.0,0.0,1.0,12.8,0.0,0.0,12.8
11300173,1.0,1.0,0.0,0.0,15.9,15.9,0.0,0.0
11300179,1.0,1.0,0.0,0.0,3.5,3.5,0.0,0.0
11300180,2.0,0.0,1.0,1.0,10.6,0.0,5.3,5.3
11300191,3.0,1.0,0.0,2.0,83.4,27.8,0.0,55.6
11300196,1.0,1.0,0.0,0.0,14.3,14.3,0.0,0.0
11300206,8.0,2.0,6.0,0.0,83.9,20.0,63.9,0.0
11301003,1.0,1.0,0.0,0.0,18.0,18.0,0.0,0.0
11301004,3.0,0.0,1.0,2.0,29.700000000000003,0.0,9.9,19.8
11301015,1.0,1.0,0.0,0.0,19.9,19.9,0.0,0.0
11301030,1.0,1.0,0.0,0.0,12.5,12.5,0.0,0.0
11301048,1.0,0.0,0.0,1.0,19.8,0.0,0.0,19.8
11301056,1.0,0.0,0.0,1.0,35.0,0.0,0.0,35.0
11301061,1.0,0.0,0.0,1.0,35.0,0.0,0.0,35.0
11301076,1.0,1.0,0.0,0.0,38.6,38.6,0.0,0.0
11301086,1.0,1.0,0.0,0.0,29.8,29.8,0.0,0.0
11301089,3.0,2.0,0.0,1.0,59.400000000000006,39.6,0.0,19.8
11301093,1.0,1.0,0.0,0.0,19.8,19.8,0.0,0.0
11301094,1.0,1.0,0.0,0.0,29.8,29.8,0.0,0.0
11301096,1.0,0.0,0.0,1.0,22.8,0.0,0.0,22.8
11301110,1.0,0.0,1.0,0.0,19.9,0.0,19.9,0.0
11301187,1.0,1.0,0.0,0.0,9.9,9.9,0.0,0.0
11302007,3.0,1.0,1.0,1.0,19.5,6.5,6.5,6.5
11302010,1.0,0.0,0.0,1.0,27.0,0.0,0.0,27.0
11302017,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
11302021,1.0,0.0,1.0,0.0,7.5,0.0,7.5,0.0
11302034,1.0,0.0,1.0,0.0,14.8,0.0,14.8,0.0
11303013,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
11303034,1.0,1.0,0.0,0.0,12.5,12.5,0.0,0.0
11303037,2.0,0.0,0.0,2.0,96.0,0.0,0.0,96.0
11303048,1.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
11303049,4.0,0.0,2.0,2.0,40.8,0.0,17.8,23.0
11303050,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11303051,2.0,1.0,0.0,1.0,20.6,10.3,0.0,10.3
11303054,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
11303060,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11303070,1.0,1.0,0.0,0.0,7.5,7.5,0.0,0.0
11303075,1.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
11303078,1.0,0.0,0.0,1.0,8.0,0.0,0.0,8.0
11303081,2.0,1.0,0.0,1.0,13.0,6.5,0.0,6.5
11303084,2.0,0.0,1.0,1.0,21.9,0.0,12.0,9.9
11303089,2.0,1.0,1.0,0.0,51.6,25.8,25.8,0.0
11303095,1.0,1.0,0.0,0.0,59.0,59.0,0.0,0.0
11303097,3.0,0.0,1.0,2.0,25.700000000000003,0.0,5.9,19.8
11303098,1.0,0.0,1.0,0.0,4.9,0.0,4.9,0.0
11303099,1.0,0.0,1.0,0.0,6.8,0.0,6.8,0.0
11303101,1.0,0.0,0.0,1.0,5.6,0.0,0.0,5.6
11303105,2.0,0.0,1.0,1.0,19.0,0.0,9.5,9.5
11303109,1.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0
11303111,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11303112,1.0,0.0,0.0,1.0,7.9,0.0,0.0,7.9
11303131,2.0,1.0,1.0,0.0,25.2,12.6,12.6,0.0
11303132,1.0,0.0,0.0,1.0,13.8,0.0,0.0,13.8
11303133,1.0,1.0,0.0,0.0,10.8,10.8,0.0,0.0
11303134,1.0,0.0,0.0,1.0,14.9,0.0,0.0,14.9
11303161,1.0,1.0,0.0,0.0,16.9,16.9,0.0,0.0
11303165,2.0,1.0,0.0,1.0,45.8,22.9,0.0,22.9
11303178,2.0,0.0,1.0,1.0,19.8,0.0,9.9,9.9
11303183,1.0,1.0,0.0,0.0,10.9,10.9,0.0,0.0
11303187,2.0,0.0,1.0,1.0,22.700000000000003,0.0,12.8,9.9
11303190,1.0,0.0,0.0,1.0,17.8,0.0,0.0,17.8
11303205,1.0,0.0,0.0,1.0,16.9,0.0,0.0,16.9
11304005,2.0,2.0,0.0,0.0,11.8,11.8,0.0,0.0
11304006,1.0,0.0,0.0,1.0,39.0,0.0,0.0,39.0
11304008,1.0,0.0,0.0,1.0,30.0,0.0,0.0,30.0
11304020,1.0,0.0,0.0,1.0,9.5,0.0,0.0,9.5
11304021,1.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0
11304032,1.0,0.0,0.0,1.0,7.8,0.0,0.0,7.8
11304041,1.0,1.0,0.0,0.0,13.9,13.9,0.0,0.0
11304052,1.0,0.0,0.0,1.0,15.9,0.0,0.0,15.9
11305000,1.0,1.0,0.0,0.0,31.0,31.0,0.0,0.0
11305009,1.0,0.0,0.0,1.0,22.9,0.0,0.0,22.9
11305010,1.0,1.0,0.0,0.0,22.9,22.9,0.0,0.0
11311002,1.0,1.0,0.0,0.0,58.0,58.0,0.0,0.0
11312009,1.0,1.0,0.0,0.0,79.0,79.0,0.0,0.0
11400015,1.0,0.0,1.0,0.0,39.9,0.0,39.9,0.0
11400019,1.0,0.0,0.0,1.0,19.5,0.0,0.0,19.5
11400023,1.0,0.0,0.0,1.0,38.0,0.0,0.0,38.0
11400038,1.0,0.0,1.0,0.0,59.0,0.0,59.0,0.0
11400039,1.0,0.0,0.0,1.0,39.5,0.0,0.0,39.5
11400044,1.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0
11400046,1.0,1.0,0.0,0.0,18.0,18.0,0.0,0.0
11400051,1.0,1.0,0.0,0.0,88.0,88.0,0.0,0.0
11413008,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
11500027,5.0,0.0,5.0,0.0,58.599999999999994,0.0,58.599999999999994,0.0
11500028,1.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
11500029,1.0,0.0,1.0,0.0,13.2,0.0,13.2,0.0
11500042,1.0,0.0,1.0,0.0,14.9,0.0,14.9,0.0
11500066,2.0,0.0,2.0,0.0,41.8,0.0,41.8,0.0
11500067,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
11500072,1.0,1.0,0.0,0.0,4.7,4.7,0.0,0.0
11500074,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
11500076,1.0,0.0,1.0,0.0,16.7,0.0,16.7,0.0
11500080,4.0,4.0,0.0,0.0,39.6,39.6,0.0,0.0
11500087,3.0,0.0,2.0,1.0,24.299999999999997,0.0,16.2,8.1
11500091,1.0,0.0,0.0,1.0,7.8,0.0,0.0,7.8
11500092,1.0,1.0,0.0,0.0,9.4,9.4,0.0,0.0
11500094,3.0,0.0,3.0,0.0,23.700000000000003,0.0,23.700000000000003,0.0
11500095,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
11500102,1.0,0.0,1.0,0.0,8.5,0.0,8.5,0.0
11500112,2.0,1.0,1.0,0.0,7.6,3.8,3.8,0.0
11500118,1.0,0.0,1.0,0.0,4.9,0.0,4.9,0.0
11500121,1.0,1.0,0.0,0.0,15.9,15.9,0.0,0.0
11500128,1.0,1.0,0.0,0.0,9.5,9.5,0.0,0.0
11500131,2.0,0.0,0.0,2.0,19.0,0.0,0.0,19.0
11500133,1.0,1.0,0.0,0.0,9.6,9.6,0.0,0.0
11500134,1.0,0.0,0.0,1.0,4.9,0.0,0.0,4.9
11500137,3.0,1.0,1.0,1.0,14.399999999999999,4.8,4.8,4.8
11500138,1.0,1.0,0.0,0.0,4.2,4.2,0.0,0.0
11500140,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0
11501009,2.0,2.0,0.0,0.0,10.6,10.6,0.0,0.0
11501020,4.0,0.0,3.0,1.0,39.6,0.0,29.700000000000003,9.9
11501026,1.0,1.0,0.0,0.0,6.9,6.9,0.0,0.0
11501028,1.0,0.0,0.0,1.0,11.9,0.0,0.0,11.9
11501031,1.0,0.0,1.0,0.0,8.9,0.0,8.9,0.0
11501032,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11501048,2.0,1.0,0.0,1.0,21.8,10.9,0.0,10.9
11501053,2.0,0.0,2.0,0.0,14.0,0.0,14.0,0.0
11501058,1.0,0.0,0.0,1.0,8.9,0.0,0.0,8.9
11501061,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11501064,1.0,0.0,1.0,0.0,9.5,0.0,9.5,0.0
11501069,2.0,2.0,0.0,0.0,23.8,23.8,0.0,0.0
11501070,3.0,0.0,1.0,2.0,32.7,0.0,10.9,21.8
11501077,1.0,1.0,0.0,0.0,6.5,6.5,0.0,0.0
11501090,2.0,2.0,0.0,0.0,19.6,19.6,0.0,0.0
11501091,2.0,2.0,0.0,0.0,19.6,19.6,0.0,0.0
11501092,1.0,0.0,0.0,1.0,14.5,0.0,0.0,14.5
11501099,2.0,0.0,0.0,2.0,31.8,0.0,0.0,31.8
11501105,1.0,0.0,0.0,1.0,13.6,0.0,0.0,13.6
11501113,4.0,0.0,0.0,4.0,75.6,0.0,0.0,75.6
11501118,1.0,1.0,0.0,0.0,15.8,15.8,0.0,0.0
11501122,3.0,3.0,0.0,0.0,29.700000000000003,29.700000000000003,0.0,0.0
11502005,1.0,0.0,0.0,1.0,25.0,0.0,0.0,25.0
11502010,1.0,0.0,0.0,1.0,22.0,0.0,0.0,22.0
11502014,3.0,2.0,0.0,1.0,22.5,15.0,0.0,7.5
11502019,1.0,0.0,0.0,1.0,7.6,0.0,0.0,7.6
11502022,2.0,0.0,0.0,2.0,15.2,0.0,0.0,15.2
11502024,1.0,0.0,1.0,0.0,7.6,0.0,7.6,0.0
11502025,2.0,1.0,1.0,0.0,12.6,6.3,6.3,0.0
11502035,2.0,1.0,1.0,0.0,7.6,3.8,3.8,0.0
11502038,1.0,0.0,1.0,0.0,6.5,0.0,6.5,0.0
11502049,1.0,0.0,1.0,0.0,8.8,0.0,8.8,0.0
11504011,4.0,0.0,2.0,2.0,39.6,0.0,19.8,19.8
11504022,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
11504025,1.0,0.0,1.0,0.0,23.8,0.0,23.8,0.0
11504034,2.0,0.0,0.0,2.0,23.4,0.0,0.0,23.4
11507002,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0
11507004,1.0,0.0,0.0,1.0,4.5,0.0,0.0,4.5
11508001,4.0,0.0,0.0,4.0,95.6,0.0,0.0,95.6
11508002,3.0,1.0,2.0,0.0,71.69999999999999,23.9,47.8,0.0
11511004,2.0,2.0,0.0,0.0,75.8,75.8,0.0,0.0
11511051,3.0,2.0,1.0,0.0,129.0,86.0,43.0,0.0
11511086,1.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0
11511091,1.0,0.0,0.0,1.0,42.0,0.0,0.0,42.0
11513008,1.0,1.0,0.0,0.0,39.0,39.0,0.0,0.0
11521003,1.0,1.0,0.0,0.0,33.0,33.0,0.0,0.0
11521011,4.0,4.0,0.0,0.0,79.6,79.6,0.0,0.0
11521015,1.0,0.0,0.0,1.0,18.6,0.0,0.0,18.6
11521017,1.0,1.0,0.0,0.0,29.6,29.6,0.0,0.0
11521029,2.0,0.0,0.0,2.0,50.8,0.0,0.0,50.8
11521030,1.0,0.0,1.0,0.0,19.8,0.0,19.8,0.0
11521035,2.0,0.0,0.0,2.0,29.2,0.0,0.0,29.2
11521061,1.0,0.0,0.0,1.0,18.9,0.0,0.0,18.9
11521063,3.0,1.0,2.0,0.0,50.699999999999996,16.9,33.8,0.0
11522002,1.0,1.0,0.0,0.0,32.5,32.5,0.0,0.0
11522006,2.0,1.0,0.0,1.0,57.3,31.8,0.0,25.5
11522008,1.0,0.0,0.0,1.0,36.0,0.0,0.0,36.0
11522021,1.0,1.0,0.0,0.0,21.9,21.9,0.0,0.0
11522023,1.0,0.0,0.0,1.0,11.9,0.0,0.0,11.9
11522024,1.0,0.0,0.0,1.0,31.0,0.0,0.0,31.0
11530005,1.0,1.0,0.0,0.0,20.5,20.5,0.0,0.0
11530008,1.0,0.0,1.0,0.0,12.9,0.0,12.9,0.0
11531005,1.0,0.0,1.0,0.0,28.0,0.0,28.0,0.0
11531010,2.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0
11531011,3.0,1.0,2.0,0.0,39.3,17.5,21.8,0.0
11531017,1.0,1.0,0.0,0.0,16.9,16.9,0.0,0.0
11531020,1.0,0.0,0.0,1.0,15.6,0.0,0.0,15.6
11531021,1.0,1.0,0.0,0.0,12.9,12.9,0.0,0.0
11531023,2.0,2.0,0.0,0.0,19.8,19.8,0.0,0.0
11531026,1.0,0.0,1.0,0.0,11.3,0.0,11.3,0.0
11531031,2.0,0.0,0.0,2.0,23.6,0.0,0.0,23.6
11531038,4.0,2.0,2.0,0.0,39.6,19.8,19.8,0.0
11531047,3.0,0.0,2.0,1.0,35.7,0.0,23.8,11.9
11531071,2.0,2.0,0.0,0.0,25.2,25.2,0.0,0.0
11532008,2.0,1.0,0.0,1.0,12.3,6.8,0.0,5.5
11532011,2.0,0.0,1.0,1.0,17.7,0.0,7.8,9.9
11532012,3.0,0.0,0.0,3.0,13.899999999999999,0.0,0.0,13.899999999999999
11532019,4.0,2.0,0.0,2.0,12.2,5.8,0.0,6.4
11532022,2.0,0.0,1.0,1.0,11.7,0.0,4.9,6.8
11532029,1.0,1.0,0.0,0.0,5.7,5.7,0.0,0.0
11532036,2.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0
11532037,1.0,0.0,0.0,1.0,8.5,0.0,0.0,8.5
11532038,3.0,0.0,2.0,1.0,28.5,0.0,19.0,9.5
11532039,3.0,0.0,0.0,3.0,15.899999999999999,0.0,0.0,15.899999999999999
11533011,6.0,0.0,3.0,3.0,20.4,0.0,10.2,10.2
11533012,2.0,0.0,1.0,1.0,21.6,0.0,10.8,10.8
11533016,2.0,1.0,0.0,1.0,7.2,3.6,0.0,3.6
11533021,11.0,0.0,4.0,7.0,11.0,0.0,4.0,7.0
11533024,1.0,0.0,0.0,1.0,4.5,0.0,0.0,4.5
11533028,5.0,0.0,0.0,5.0,5.3,0.0,0.0,5.3
11533029,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0
11533057,2.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0
11540000,2.0,2.0,0.0,0.0,15.8,15.8,0.0,0.0
14000001,5.0,1.0,1.0,3.0,16.0,3.2,3.2,9.600000000000001
14000002,3.0,0.0,1.0,2.0,9.600000000000001,0.0,3.2,6.4
14000003,2.0,2.0,0.0,0.0,45.6,45.6,0.0,0.0
14000004,2.0,0.0,1.0,1.0,15.6,0.0,7.8,7.8
14000006,1.0,0.0,0.0,1.0,7.8,0.0,0.0,7.8
14000009,1.0,0.0,0.0,1.0,3.5,0.0,0.0,3.5
14000010,2.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0
14000016,1.0,0.0,1.0,0.0,3.9,0.0,3.9,0.0
14001022,1.0,0.0,1.0,0.0,5.8,0.0,5.8,0.0
14001024,1.0,0.0,1.0,0.0,5.8,0.0,5.8,0.0
