i,i_count_all,i_count_2,i_count_3,i_count_4,i_amount_all,i_amount_2,i_amount_3,i_amount_4
14001026,1.0,0.0,0.0,1.0,15.0,0.0,0.0,15.0
14002006,2.0,1.0,1.0,0.0,15.6,7.8,7.8,0.0
14002007,1.0,0.0,0.0,1.0,7.5,0.0,0.0,7.5
14010003,1.0,0.0,1.0,0.0,19.9,0.0,19.9,0.0
14010006,3.0,1.0,1.0,1.0,20.700000000000003,6.9,6.9,6.9
14010011,12.0,4.0,3.0,5.0,45.599999999999994,15.2,11.399999999999999,19.0
14010012,8.0,2.0,4.0,2.0,28.0,7.0,14.0,7.0
14010015,3.0,1.0,0.0,2.0,19.5,6.5,0.0,13.0
14010020,7.0,0.0,5.0,2.0,68.3,0.0,48.5,19.8
14010021,7.0,0.0,7.0,0.0,26.6,0.0,26.6,0.0
14011001,1.0,0.0,1.0,0.0,6.9,0.0,6.9,0.0
14011007,1.0,0.0,0.0,1.0,6.8,0.0,0.0,6.8
14012004,2.0,0.0,2.0,0.0,7.6,0.0,7.6,0.0
14013009,2.0,0.0,1.0,1.0,8.4,0.0,4.2,4.2
14013011,10.0,2.0,0.0,8.0,25.0,5.0,0.0,20.0
14013024,3.0,1.0,1.0,1.0,32.0,10.0,11.0,11.0
14013026,1.0,0.0,1.0,0.0,11.0,0.0,11.0,0.0
14013028,2.0,1.0,0.0,1.0,21.0,10.0,0.0,11.0
14014000,1.0,0.0,1.0,0.0,36.6,0.0,36.6,0.0
14014012,1.0,1.0,0.0,0.0,6.8,6.8,0.0,0.0
14014029,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
14014030,1.0,1.0,0.0,0.0,13.9,13.9,0.0,0.0
14014034,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
14015003,1.0,1.0,0.0,0.0,11.2,11.2,0.0,0.0
14015048,6.0,1.0,4.0,1.0,34.0,6.0,22.0,6.0
14015049,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0
14015055,1.0,0.0,1.0,0.0,12.9,0.0,12.9,0.0
14015065,2.0,1.0,0.0,1.0,29.6,14.8,0.0,14.8
14020002,1.0,0.0,0.0,1.0,6.9,0.0,0.0,6.9
14020003,3.0,1.0,1.0,1.0,20.700000000000003,6.9,6.9,6.9
14020011,3.0,1.0,1.0,1.0,20.700000000000003,6.9,6.9,6.9
14020012,1.0,1.0,0.0,0.0,15.6,15.6,0.0,0.0
14020014,1.0,1.0,0.0,0.0,26.5,26.5,0.0,0.0
14020015,2.0,0.0,1.0,1.0,19.8,0.0,9.9,9.9
14020027,1.0,1.0,0.0,0.0,10.9,10.9,0.0,0.0
14021002,1.0,1.0,0.0,0.0,29.9,29.9,0.0,0.0
14021006,2.0,0.0,0.0,2.0,13.8,0.0,0.0,13.8
14021008,1.0,0.0,0.0,1.0,7.2,0.0,0.0,7.2
14021014,1.0,0.0,0.0,1.0,7.2,0.0,0.0,7.2
14021037,2.0,1.0,0.0,1.0,21.8,10.9,0.0,10.9
14021046,1.0,0.0,1.0,0.0,3.9,0.0,3.9,0.0
14022002,2.0,1.0,1.0,0.0,14.4,7.2,7.2,0.0
14022004,2.0,1.0,1.0,0.0,14.4,7.2,7.2,0.0
14022006,1.0,0.0,1.0,0.0,7.2,0.0,7.2,0.0
14022010,1.0,0.0,1.0,0.0,19.5,0.0,19.5,0.0
14031000,1.0,0.0,0.0,1.0,10.2,0.0,0.0,10.2
14031004,1.0,1.0,0.0,0.0,11.8,11.8,0.0,0.0
14031006,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
14032002,1.0,0.0,1.0,0.0,11.8,0.0,11.8,0.0
14032011,1.0,1.0,0.0,0.0,16.8,16.8,0.0,0.0
14032018,4.0,2.0,1.0,1.0,38.4,19.2,9.6,9.6
14032021,2.0,1.0,1.0,0.0,11.8,5.9,5.9,0.0
14033006,1.0,1.0,0.0,0.0,17.8,17.8,0.0,0.0
14033043,1.0,0.0,1.0,0.0,15.9,0.0,15.9,0.0
14033044,1.0,0.0,0.0,1.0,5.9,0.0,0.0,5.9
14033046,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
14033048,2.0,1.0,0.0,1.0,11.8,5.9,0.0,5.9
14033054,1.0,1.0,0.0,0.0,6.9,6.9,0.0,0.0
14033055,2.0,1.0,0.0,1.0,13.8,6.9,0.0,6.9
14033057,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
14034002,1.0,0.0,0.0,1.0,16.8,0.0,0.0,16.8
14034005,1.0,1.0,0.0,0.0,78.0,78.0,0.0,0.0
14034007,2.0,1.0,1.0,0.0,20.4,10.2,10.2,0.0
14034009,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
14034015,1.0,1.0,0.0,0.0,14.9,14.9,0.0,0.0
14034017,4.0,3.0,0.0,1.0,23.6,17.700000000000003,0.0,5.9
14034019,1.0,0.0,0.0,1.0,19.0,0.0,0.0,19.0
14040009,1.0,1.0,0.0,0.0,20.5,20.5,0.0,0.0
14040020,1.0,0.0,0.0,1.0,4.3,0.0,0.0,4.3
14041002,2.0,0.0,0.0,2.0,9.8,0.0,0.0,9.8
14043002,1.0,1.0,0.0,0.0,33.6,33.6,0.0,0.0
14043003,1.0,1.0,0.0,0.0,5.5,5.5,0.0,0.0
14043006,1.0,1.0,0.0,0.0,33.6,33.6,0.0,0.0
14043012,1.0,0.0,0.0,1.0,8.5,0.0,0.0,8.5
14043013,1.0,0.0,0.0,1.0,8.5,0.0,0.0,8.5
14043014,1.0,0.0,0.0,1.0,8.5,0.0,0.0,8.5
14043021,1.0,1.0,0.0,0.0,20.5,20.5,0.0,0.0
14043031,2.0,0.0,1.0,1.0,132.0,0.0,66.0,66.0
14043036,1.0,1.0,0.0,0.0,4.8,4.8,0.0,0.0
14050001,1.0,0.0,1.0,0.0,7.5,0.0,7.5,0.0
14050013,2.0,0.0,0.0,2.0,9.0,0.0,0.0,9.0
14050014,1.0,0.0,1.0,0.0,4.5,0.0,4.5,0.0
14050015,4.0,2.0,1.0,1.0,23.6,11.8,5.9,5.9
14050019,1.0,0.0,0.0,1.0,5.9,0.0,0.0,5.9
14050020,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
14050022,2.0,0.0,0.0,2.0,13.0,0.0,0.0,13.0
14050026,2.0,0.0,1.0,1.0,9.0,0.0,4.5,4.5
14050027,1.0,0.0,0.0,1.0,4.5,0.0,0.0,4.5
14050034,2.0,0.0,0.0,2.0,11.8,0.0,0.0,11.8
14050035,1.0,0.0,0.0,1.0,5.9,0.0,0.0,5.9
14050036,1.0,0.0,0.0,1.0,5.9,0.0,0.0,5.9
14050037,2.0,0.0,1.0,1.0,11.8,0.0,5.9,5.9
14051003,1.0,0.0,0.0,1.0,5.5,0.0,0.0,5.5
14051004,1.0,0.0,0.0,1.0,5.5,0.0,0.0,5.5
14052000,1.0,1.0,0.0,0.0,5.5,5.5,0.0,0.0
14052001,1.0,1.0,0.0,0.0,5.5,5.5,0.0,0.0
14052002,2.0,0.0,0.0,2.0,11.0,0.0,0.0,11.0
14052003,2.0,0.0,2.0,0.0,10.4,0.0,10.4,0.0
14052005,1.0,0.0,0.0,1.0,5.5,0.0,0.0,5.5
14052006,2.0,0.0,1.0,1.0,11.0,0.0,5.5,5.5
14052010,1.0,0.0,1.0,0.0,5.8,0.0,5.8,0.0
14052011,1.0,0.0,1.0,0.0,5.8,0.0,5.8,0.0
14052012,1.0,1.0,0.0,0.0,5.8,5.8,0.0,0.0
14052024,2.0,1.0,1.0,0.0,12.4,5.9,6.5,0.0
14052025,1.0,0.0,0.0,1.0,5.9,0.0,0.0,5.9
14052026,2.0,0.0,1.0,1.0,13.0,0.0,6.5,6.5
14052027,2.0,0.0,1.0,1.0,12.4,0.0,5.9,6.5
14052028,1.0,1.0,0.0,0.0,6.5,6.5,0.0,0.0
14052029,8.0,1.0,2.0,5.0,49.599999999999994,5.9,13.0,30.700000000000003
14052031,1.0,0.0,0.0,1.0,6.5,0.0,0.0,6.5
14052032,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
14054001,2.0,1.0,0.0,1.0,9.8,4.9,0.0,4.9
14054002,3.0,1.0,0.0,2.0,14.700000000000001,4.9,0.0,9.8
14054008,1.0,1.0,0.0,0.0,4.5,4.5,0.0,0.0
14054012,1.0,1.0,0.0,0.0,4.5,4.5,0.0,0.0
14054013,5.0,2.0,1.0,2.0,22.5,9.0,4.5,9.0
14054014,4.0,2.0,1.0,1.0,18.0,9.0,4.5,4.5
14054015,1.0,0.0,0.0,1.0,5.6,0.0,0.0,5.6
14054033,1.0,0.0,0.0,1.0,5.5,0.0,0.0,5.5
14054045,1.0,0.0,0.0,1.0,23.8,0.0,0.0,23.8
14054055,1.0,0.0,0.0,1.0,7.5,0.0,0.0,7.5
14054060,1.0,0.0,0.0,1.0,14.5,0.0,0.0,14.5
14054062,1.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0
14054063,1.0,0.0,0.0,1.0,16.5,0.0,0.0,16.5
14054065,1.0,0.0,0.0,1.0,7.5,0.0,0.0,7.5
14060002,2.0,1.0,0.0,1.0,13.6,6.8,0.0,6.8
14060003,1.0,0.0,1.0,0.0,11.4,0.0,11.4,0.0
14060005,1.0,0.0,1.0,0.0,22.9,0.0,22.9,0.0
14060006,2.0,1.0,1.0,0.0,22.8,11.4,11.4,0.0
14060007,1.0,1.0,0.0,0.0,17.99,17.99,0.0,0.0
14060008,4.0,1.0,2.0,1.0,36.8,9.2,18.4,9.2
14060010,2.0,2.0,0.0,0.0,37.8,37.8,0.0,0.0
14061000,2.0,2.0,0.0,0.0,13.0,13.0,0.0,0.0
14061002,2.0,1.0,0.0,1.0,29.6,14.8,0.0,14.8
14061006,2.0,0.0,1.0,1.0,21.6,0.0,10.8,10.8
14064003,4.0,1.0,3.0,0.0,63.2,15.8,47.400000000000006,0.0
14064004,1.0,0.0,0.0,1.0,8.5,0.0,0.0,8.5
14064005,1.0,0.0,1.0,0.0,8.5,0.0,8.5,0.0
14064007,2.0,2.0,0.0,0.0,31.6,31.6,0.0,0.0
14064008,1.0,0.0,1.0,0.0,15.8,0.0,15.8,0.0
14064009,1.0,1.0,0.0,0.0,16.8,16.8,0.0,0.0
14070001,1.0,0.0,1.0,0.0,6.9,0.0,6.9,0.0
14070004,1.0,0.0,0.0,1.0,6.9,0.0,0.0,6.9
14070016,2.0,0.0,1.0,1.0,12.4,0.0,6.2,6.2
14070017,1.0,1.0,0.0,0.0,21.6,21.6,0.0,0.0
14070032,1.0,1.0,0.0,0.0,10.5,10.5,0.0,0.0
14072000,2.0,1.0,1.0,0.0,10.0,5.0,5.0,0.0
14072001,2.0,0.0,1.0,1.0,19.6,0.0,9.8,9.8
14072002,3.0,0.0,1.0,2.0,17.700000000000003,0.0,5.9,11.8
14072005,2.0,0.0,0.0,2.0,20.0,0.0,0.0,20.0
14072007,1.0,0.0,0.0,1.0,12.0,0.0,0.0,12.0
14073002,1.0,0.0,0.0,1.0,16.8,0.0,0.0,16.8
14073007,8.0,1.0,2.0,5.0,52.800000000000004,6.6,13.2,33.0
14073020,2.0,2.0,0.0,0.0,19.0,19.0,0.0,0.0
14073026,1.0,0.0,0.0,1.0,10.5,0.0,0.0,10.5
14074009,1.0,0.0,0.0,1.0,11.8,0.0,0.0,11.8
14075021,3.0,0.0,2.0,1.0,26.400000000000002,0.0,17.6,8.8
14075022,2.0,0.0,0.0,2.0,25.8,0.0,0.0,25.8
14075023,1.0,1.0,0.0,0.0,4.5,4.5,0.0,0.0
14076002,1.0,0.0,1.0,0.0,15.3,0.0,15.3,0.0
14076009,3.0,1.0,0.0,2.0,31.700000000000003,9.9,0.0,21.8
14076010,1.0,0.0,0.0,1.0,12.5,0.0,0.0,12.5
14076012,5.0,3.0,1.0,1.0,52.699999999999996,30.299999999999997,9.9,12.5
14076017,6.0,0.0,3.0,3.0,78.4,0.0,38.7,39.7
14076019,7.0,0.0,4.0,3.0,83.30000000000001,0.0,43.6,39.7
14076027,1.0,1.0,0.0,0.0,6.5,6.5,0.0,0.0
14076030,2.0,0.0,0.0,2.0,13.6,0.0,0.0,13.6
14076032,2.0,1.0,1.0,0.0,11.0,5.5,5.5,0.0
14077001,1.0,0.0,0.0,1.0,19.9,0.0,0.0,19.9
14077002,1.0,1.0,0.0,0.0,12.8,12.8,0.0,0.0
14077004,1.0,0.0,0.0,1.0,12.8,0.0,0.0,12.8
14077010,1.0,1.0,0.0,0.0,6.8,6.8,0.0,0.0
14077012,1.0,0.0,1.0,0.0,9.8,0.0,9.8,0.0
14077015,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
14077026,1.0,0.0,0.0,1.0,4.5,0.0,0.0,4.5
14077029,1.0,0.0,0.0,1.0,5.9,0.0,0.0,5.9
14078005,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0
14079024,1.0,0.0,0.0,1.0,7.2,0.0,0.0,7.2
14079025,1.0,1.0,0.0,0.0,7.2,7.2,0.0,0.0
14079029,1.0,1.0,0.0,0.0,18.8,18.8,0.0,0.0
14080003,1.0,0.0,1.0,0.0,13.8,0.0,13.8,0.0
14080005,1.0,0.0,1.0,0.0,13.8,0.0,13.8,0.0
14080016,1.0,0.0,0.0,1.0,6.8,0.0,0.0,6.8
14080018,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
14080019,3.0,0.0,0.0,3.0,25.5,0.0,0.0,25.5
14080020,4.0,1.0,1.0,2.0,16.0,4.0,4.0,8.0
14080021,2.0,1.0,0.0,1.0,17.0,8.5,0.0,8.5
14080022,4.0,3.0,1.0,0.0,48.0,36.0,12.0,0.0
14080027,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
14080031,1.0,1.0,0.0,0.0,18.7,18.7,0.0,0.0
14081004,1.0,0.0,1.0,0.0,12.9,0.0,12.9,0.0
14081007,1.0,1.0,0.0,0.0,9.9,9.9,0.0,0.0
14081017,1.0,1.0,0.0,0.0,4.5,4.5,0.0,0.0
14081020,1.0,0.0,0.0,1.0,6.5,0.0,0.0,6.5
14081021,1.0,0.0,0.0,1.0,6.5,0.0,0.0,6.5
14082000,1.0,0.0,1.0,0.0,1.99,0.0,1.99,0.0
14082003,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0
14082005,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0
14082008,6.0,5.0,0.0,1.0,7.2,6.0,0.0,1.2
14082009,10.0,9.0,0.0,1.0,13.0,11.7,0.0,1.3
14082010,1.0,1.0,0.0,0.0,7.3,7.3,0.0,0.0
14082011,2.0,0.0,1.0,1.0,17.2,0.0,8.6,8.6
14082017,5.0,2.0,0.0,3.0,14.0,5.6,0.0,8.399999999999999
14082018,7.0,6.0,0.0,1.0,19.6,16.8,0.0,2.8
14082022,2.0,1.0,0.0,1.0,5.6,2.8,0.0,2.8
14082023,4.0,1.0,0.0,3.0,11.2,2.8,0.0,8.399999999999999
14082025,2.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0
14082026,1.0,0.0,1.0,0.0,3.5,0.0,3.5,0.0
14082027,2.0,0.0,1.0,1.0,7.0,0.0,3.5,3.5
14082028,2.0,2.0,0.0,0.0,5.6,5.6,0.0,0.0
14082038,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0
14083000,1.0,0.0,0.0,1.0,3.8,0.0,0.0,3.8
14083002,6.0,1.0,2.0,3.0,22.8,3.8,7.6,11.399999999999999
14083003,5.0,1.0,2.0,2.0,32.5,6.5,13.0,13.0
14083004,2.0,1.0,1.0,0.0,7.6,3.8,3.8,0.0
14084003,4.0,1.0,2.0,1.0,35.6,8.9,17.8,8.9
14090000,1.0,0.0,1.0,0.0,7.6,0.0,7.6,0.0
14090004,1.0,1.0,0.0,0.0,8.6,8.6,0.0,0.0
14090005,4.0,3.0,1.0,0.0,34.4,25.799999999999997,8.6,0.0
14090006,3.0,2.0,0.0,1.0,25.5,17.0,0.0,8.5
14090007,2.0,0.0,2.0,0.0,17.0,0.0,17.0,0.0
14090008,3.0,0.0,1.0,2.0,25.5,0.0,8.5,17.0
14090009,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
14090012,4.0,0.0,1.0,3.0,23.6,0.0,5.9,17.700000000000003
14090013,1.0,0.0,0.0,1.0,7.6,0.0,0.0,7.6
14090017,1.0,1.0,0.0,0.0,8.5,8.5,0.0,0.0
14090021,2.0,1.0,0.0,1.0,16.4,8.5,0.0,7.9
14090022,1.0,0.0,1.0,0.0,15.5,0.0,15.5,0.0
14090031,2.0,1.0,0.0,1.0,21.8,10.9,0.0,10.9
14090032,2.0,0.0,2.0,0.0,21.8,0.0,21.8,0.0
14090033,3.0,0.0,2.0,1.0,32.7,0.0,21.8,10.9
14090034,1.0,0.0,1.0,0.0,10.9,0.0,10.9,0.0
14090040,1.0,0.0,1.0,0.0,10.9,0.0,10.9,0.0
14091000,6.0,0.0,2.0,4.0,21.0,0.0,7.0,14.0
14091004,2.0,1.0,0.0,1.0,11.8,5.9,0.0,5.9
14091005,3.0,2.0,1.0,0.0,27.700000000000003,17.8,9.9,0.0
14091006,3.0,2.0,0.0,1.0,17.700000000000003,11.8,0.0,5.9
14091007,6.0,2.0,0.0,4.0,23.4,7.8,0.0,15.6
14091008,5.0,0.0,5.0,0.0,29.5,0.0,29.5,0.0
14091009,1.0,0.0,1.0,0.0,3.9,0.0,3.9,0.0
14091010,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
14091011,2.0,0.0,1.0,1.0,7.8,0.0,3.9,3.9
14091012,3.0,1.0,1.0,1.0,11.7,3.9,3.9,3.9
14091021,3.0,0.0,0.0,3.0,9.0,0.0,0.0,9.0
14091022,7.0,0.0,0.0,7.0,21.0,0.0,0.0,21.0
14091023,3.0,1.0,0.0,2.0,16.8,5.2,0.0,11.6
14091024,1.0,0.0,1.0,0.0,10.9,0.0,10.9,0.0
14091028,3.0,2.0,0.0,1.0,9.0,6.0,0.0,3.0
14091029,1.0,1.0,0.0,0.0,10.9,10.9,0.0,0.0
14091031,1.0,0.0,0.0,1.0,5.3,0.0,0.0,5.3
14091032,2.0,0.0,0.0,2.0,11.6,0.0,0.0,11.6
14091034,2.0,0.0,0.0,2.0,6.6,0.0,0.0,6.6
14091041,2.0,2.0,0.0,0.0,12.0,12.0,0.0,0.0
14091042,2.0,1.0,0.0,1.0,7.8,3.9,0.0,3.9
14091043,1.0,1.0,0.0,0.0,5.2,5.2,0.0,0.0
14091044,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
14091046,2.0,1.0,0.0,1.0,11.100000000000001,5.2,0.0,5.9
14091047,2.0,0.0,0.0,2.0,11.8,0.0,0.0,11.8
14091048,2.0,1.0,1.0,0.0,11.100000000000001,5.2,5.9,0.0
14091050,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
14091054,1.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
14091061,1.0,1.0,0.0,0.0,19.8,19.8,0.0,0.0
14091069,3.0,0.0,1.0,2.0,17.700000000000003,0.0,5.9,11.8
14092009,1.0,0.0,1.0,0.0,9.8,0.0,9.8,0.0
14092010,3.0,0.0,0.0,3.0,11.7,0.0,0.0,11.7
14092011,2.0,0.0,2.0,0.0,11.8,0.0,11.8,0.0
14092013,2.0,1.0,0.0,1.0,7.8,3.9,0.0,3.9
14092014,4.0,0.0,2.0,2.0,15.6,0.0,7.8,7.8
14092015,1.0,0.0,1.0,0.0,3.9,0.0,3.9,0.0
14092016,3.0,2.0,1.0,0.0,17.700000000000003,11.8,5.9,0.0
14092017,2.0,1.0,0.0,1.0,7.8,3.9,0.0,3.9
14092022,1.0,1.0,0.0,0.0,6.3,6.3,0.0,0.0
14092023,3.0,0.0,1.0,2.0,18.9,0.0,6.3,12.6
14092024,1.0,0.0,1.0,0.0,4.2,0.0,4.2,0.0
14092027,1.0,1.0,0.0,0.0,4.2,4.2,0.0,0.0
14092034,1.0,0.0,0.0,1.0,4.2,0.0,0.0,4.2
14092038,1.0,0.0,1.0,0.0,16.8,0.0,16.8,0.0
14092045,1.0,0.0,0.0,1.0,17.8,0.0,0.0,17.8
14092046,2.0,1.0,1.0,0.0,35.6,17.8,17.8,0.0
14092047,1.0,0.0,1.0,0.0,17.8,0.0,17.8,0.0
14092048,1.0,0.0,1.0,0.0,17.8,0.0,17.8,0.0
14092056,2.0,2.0,0.0,0.0,7.8,7.8,0.0,0.0
14092057,1.0,1.0,0.0,0.0,3.9,3.9,0.0,0.0
14092058,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9
14092059,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9
14092063,2.0,1.0,0.0,1.0,12.4,6.2,0.0,6.2
14092064,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9
14092066,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9
14092067,6.0,2.0,2.0,2.0,23.4,7.8,7.8,7.8
14092068,2.0,1.0,1.0,0.0,12.4,6.2,6.2,0.0
14092069,2.0,2.0,0.0,0.0,11.6,11.6,0.0,0.0
14092070,1.0,1.0,0.0,0.0,5.8,5.8,0.0,0.0
14092071,2.0,1.0,1.0,0.0,7.8,3.9,3.9,0.0
14092074,2.0,1.0,1.0,0.0,10.0,5.0,5.0,0.0
14092075,5.0,2.0,1.0,2.0,25.0,10.0,5.0,10.0
14092077,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
14092078,3.0,1.0,1.0,1.0,9.0,3.0,3.0,3.0
14092079,2.0,2.0,0.0,0.0,17.8,17.8,0.0,0.0
14093001,3.0,2.0,0.0,1.0,114.0,76.0,0.0,38.0
14093002,7.0,3.0,0.0,4.0,266.0,114.0,0.0,152.0
14094001,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
14094003,2.0,0.0,1.0,1.0,15.8,0.0,7.9,7.9
14100021,1.0,0.0,1.0,0.0,66.0,0.0,66.0,0.0
14100029,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0
14100056,2.0,1.0,0.0,1.0,13.0,6.5,0.0,6.5
14100062,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0
14100072,2.0,0.0,1.0,1.0,19.8,0.0,9.9,9.9
14100078,1.0,1.0,0.0,0.0,7.9,7.9,0.0,0.0
14100104,1.0,1.0,0.0,0.0,11.8,11.8,0.0,0.0
14100120,3.0,3.0,0.0,0.0,71.4,71.4,0.0,0.0
14100137,1.0,1.0,0.0,0.0,39.8,39.8,0.0,0.0
14101026,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
14101028,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0
14101031,1.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
14101032,1.0,1.0,0.0,0.0,8.5,8.5,0.0,0.0
14101039,3.0,3.0,0.0,0.0,16.5,16.5,0.0,0.0
14101045,2.0,1.0,0.0,1.0,11.0,5.5,0.0,5.5
14101047,1.0,1.0,0.0,0.0,5.5,5.5,0.0,0.0
14101051,1.0,1.0,0.0,0.0,5.5,5.5,0.0,0.0
14101074,1.0,0.0,0.0,1.0,22.8,0.0,0.0,22.8
14101096,1.0,0.0,0.0,1.0,3.5,0.0,0.0,3.5
14101132,2.0,0.0,0.0,2.0,2.4,0.0,0.0,2.4
14101163,2.0,0.0,2.0,0.0,9.0,0.0,9.0,0.0
14103010,1.0,0.0,1.0,0.0,3.9,0.0,3.9,0.0
14105002,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
14105012,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0
14105014,1.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0
14105015,1.0,1.0,0.0,0.0,12.9,12.9,0.0,0.0
14105020,2.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0
14105022,1.0,0.0,1.0,0.0,13.5,0.0,13.5,0.0
14107003,2.0,0.0,0.0,2.0,8.0,0.0,0.0,8.0
14107005,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0
14107009,4.0,1.0,1.0,2.0,16.0,4.0,4.0,8.0
14108001,1.0,1.0,0.0,0.0,34.8,34.8,0.0,0.0
14108006,1.0,1.0,0.0,0.0,13.5,13.5,0.0,0.0
14110001,1.0,0.0,1.0,0.0,24.8,0.0,24.8,0.0
14110002,1.0,0.0,0.0,1.0,24.8,0.0,0.0,24.8
14110003,1.0,0.0,0.0,1.0,24.8,0.0,0.0,24.8
14110004,1.0,1.0,0.0,0.0,15.3,15.3,0.0,0.0
14111002,1.0,1.0,0.0,0.0,12.8,12.8,0.0,0.0
14111003,1.0,0.0,1.0,0.0,12.8,0.0,12.8,0.0
14111004,2.0,0.0,0.0,2.0,25.6,0.0,0.0,25.6
14112001,1.0,1.0,0.0,0.0,9.9,9.9,0.0,0.0
14112008,2.0,0.0,2.0,0.0,23.6,0.0,23.6,0.0
14112009,4.0,4.0,0.0,0.0,47.2,47.2,0.0,0.0
14112010,2.0,1.0,1.0,0.0,23.6,11.8,11.8,0.0
14112011,3.0,2.0,1.0,0.0,35.400000000000006,23.6,11.8,0.0
14112012,1.0,1.0,0.0,0.0,11.8,11.8,0.0,0.0
14112013,1.0,0.0,0.0,1.0,3.5,0.0,0.0,3.5
14112014,1.0,0.0,0.0,1.0,3.5,0.0,0.0,3.5
14113000,2.0,0.0,1.0,1.0,11.6,0.0,5.8,5.8
14120005,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0
14120006,1.0,0.0,0.0,1.0,3.4,0.0,0.0,3.4
14120007,2.0,1.0,1.0,0.0,22.0,11.0,11.0,0.0
14120013,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
14121010,2.0,0.0,0.0,2.0,33.2,0.0,0.0,33.2
14121011,1.0,0.0,0.0,1.0,16.6,0.0,0.0,16.6
14121012,3.0,0.0,1.0,2.0,49.800000000000004,0.0,16.6,33.2
14121013,2.0,1.0,0.0,1.0,33.2,16.6,0.0,16.6
14121019,2.0,0.0,2.0,0.0,19.8,0.0,19.8,0.0
14121021,2.0,1.0,1.0,0.0,23.0,11.5,11.5,0.0
14121037,1.0,0.0,0.0,1.0,11.5,0.0,0.0,11.5
14121039,1.0,0.0,1.0,0.0,15.8,0.0,15.8,0.0
14121043,3.0,2.0,0.0,1.0,49.5,33.0,0.0,16.5
14130011,1.0,0.0,0.0,1.0,7.8,0.0,0.0,7.8
14130013,1.0,0.0,0.0,1.0,7.8,0.0,0.0,7.8
14130014,1.0,0.0,0.0,1.0,7.2,0.0,0.0,7.2
14130015,5.0,0.0,0.0,5.0,16.5,0.0,0.0,16.5
14130016,2.0,2.0,0.0,0.0,7.2,7.2,0.0,0.0
14130017,1.0,1.0,0.0,0.0,14.8,14.8,0.0,0.0
14130019,2.0,0.0,0.0,2.0,15.6,0.0,0.0,15.6
14130021,2.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0
14130030,1.0,0.0,0.0,1.0,13.8,0.0,0.0,13.8
14130037,1.0,0.0,0.0,1.0,10.8,0.0,0.0,10.8
14130039,1.0,0.0,0.0,1.0,10.8,0.0,0.0,10.8
14130042,1.0,1.0,0.0,0.0,7.5,7.5,0.0,0.0
14130045,1.0,0.0,0.0,1.0,7.5,0.0,0.0,7.5
14130048,1.0,0.0,1.0,0.0,23.5,0.0,23.5,0.0
14130049,1.0,1.0,0.0,0.0,7.7,7.7,0.0,0.0
14130050,3.0,2.0,0.0,1.0,42.599999999999994,28.4,0.0,14.2
14130054,5.0,0.0,3.0,2.0,43.5,0.0,26.099999999999998,17.4
14130055,7.0,0.0,6.0,1.0,60.900000000000006,0.0,52.2,8.7
14130056,2.0,1.0,0.0,1.0,8.6,4.3,0.0,4.3
