u,i,u_i_count_all,u_i_count_2,u_i_count_3,u_i_count_4,u_i_amount_all,u_i_amount_2,u_i_amount_3,u_i_amount_4
781924,10130009,1.0,0.0,0.0,1.0,5.5,0.0,0.0,5.5
781924,11531020,1.0,0.0,0.0,1.0,15.6,0.0,0.0,15.6
781924,11532011,1.0,0.0,0.0,1.0,9.9,0.0,0.0,9.9
781924,11533012,1.0,0.0,0.0,1.0,10.8,0.0,0.0,10.8
781924,14014034,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
781924,14050019,1.0,0.0,0.0,1.0,5.9,0.0,0.0,5.9
781924,14402009,0.522,0.0,0.0,0.522,15.45,0.0,0.0,15.45
781924,15200007,12.0,0.0,0.0,12.0,27.6,0.0,0.0,27.6
13325038116,15120003,1.0,0.0,1.0,0.0,14.9,0.0,14.9,0.0
13325038116,15232004,1.0,0.0,1.0,0.0,6.5,0.0,6.5,0.0
13325038116,22712001,0.3,0.0,0.3,0.0,27.54,0.0,27.54,0.0
13325038116,27000007,0.344,0.0,0.344,0.0,6.81,0.0,6.81,0.0
13854627199,14300086,1.0,0.0,0.0,1.0,15.8,0.0,0.0,15.8
13854627199,14405032,0.076,0.0,0.076,0.0,5.47,0.0,5.47,0.0
13854627199,14617001,1.0,0.0,1.0,0.0,9.8,0.0,9.8,0.0
13854627199,14701035,1.0,0.0,1.0,0.0,35.9,0.0,35.9,0.0
13854627199,14750042,1.0,0.0,0.0,1.0,7.5,0.0,0.0,7.5
13854627199,14750043,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
13854627199,14802054,1.0,0.0,0.0,1.0,18.5,0.0,0.0,18.5
13854627199,14860025,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
13854627199,22001006,0.5920000000000001,0.0,0.0,0.5920000000000001,3.05,0.0,0.0,3.05
13854627199,22007027,0.624,0.0,0.0,0.624,12.36,0.0,0.0,12.36
13854627199,22008012,2.3040000000000003,0.0,0.0,2.3040000000000003,63.59,0.0,0.0,63.59
13854627199,22010034,0.496,0.0,0.0,0.496,4.95,0.0,0.0,4.95
13854627199,22013007,1.1540000000000001,0.0,0.0,1.1540000000000001,9.19,0.0,0.0,9.19
13854627199,22103001,1.5459999999999998,0.0,0.0,1.5459999999999998,9.39,0.0,0.0,9.39
13854627199,22130010,0.75,0.0,0.0,0.75,1.62,0.0,0.0,1.62
13854627199,22170003,0.482,0.0,0.0,0.482,2.9699999999999998,0.0,0.0,2.9699999999999998
13854627199,22172000,0.444,0.0,0.0,0.444,3.54,0.0,0.0,3.54
13854627199,22172004,0.001,0.0,0.0,0.001,2.0,0.0,0.0,2.0
13854627199,22190000,0.4,0.0,0.0,0.4,1.92,0.0,0.0,1.92
13854627199,22190002,0.29,0.0,0.0,0.29,2.9,0.0,0.0,2.9
13854627199,22601000,1.858,0.0,0.0,1.858,10.96,0.0,0.0,10.96
13854627199,22701014,0.406,0.0,0.0,0.406,7.96,0.0,0.0,7.96
13854627199,22800001,0.6940000000000001,0.0,0.0,0.6940000000000001,6.93,0.0,0.0,6.93
13854627199,23110009,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0
13854627199,23112032,1.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0
13854627199,27100542,1.27,0.0,0.0,1.27,32.51,0.0,0.0,32.51
15963883482,14513015,2.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0
15963883482,14655000,1.0,0.0,0.0,1.0,9.9,0.0,0.0,9.9
15963883482,14831034,2.0,0.0,0.0,2.0,8.6,0.0,0.0,8.6
15963883482,14900006,1.0,0.0,0.0,1.0,1.8,0.0,0.0,1.8
15963883482,14900008,3.0,0.0,0.0,3.0,5.4,0.0,0.0,5.4
15963883482,14900015,3.0,0.0,0.0,3.0,3.9000000000000004,0.0,0.0,3.9000000000000004
15963883482,22013022,1.442,0.0,1.442,0.0,18.75,0.0,18.75,0.0
15963883482,22120039,0.648,0.0,0.648,0.0,4.8,0.0,4.8,0.0
15963883482,27400302,0.186,0.0,0.186,0.0,36.46,0.0,36.46,0.0
15963883482,30380003,1.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0
15963885355,14560001,1.0,0.0,0.0,1.0,13.3,0.0,0.0,13.3
15963885355,15116002,2.0,0.0,2.0,0.0,5.2,0.0,5.2,0.0
15963885355,15230001,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0
15963885355,22000010,0.8140000000000001,0.0,0.8140000000000001,0.0,11.38,0.0,11.38,0.0
15963885355,22007026,0.516,0.0,0.516,0.0,6.17,0.0,6.17,0.0
15963885355,22036000,0.976,0.0,0.976,0.0,5.62,0.0,5.62,0.0
15963885355,22500094,0.446,0.0,0.446,0.0,5.34,0.0,5.34,0.0
15963885355,22600002,1.1340000000000001,0.0,1.1340000000000001,0.0,6.78,0.0,6.78,0.0
15963885355,22631002,0.46799999999999997,0.0,0.46799999999999997,0.0,5.61,0.0,5.61,0.0
15963885355,23110009,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0
15963885355,23110175,0.23,0.0,0.23,0.0,4.51,0.0,4.51,0.0
15963885355,23121052,0.166,0.0,0.166,0.0,6.24,0.0,6.24,0.0
15963885355,30380003,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.2
18654692914,14142039,1.0,0.0,0.0,1.0,4.2,0.0,0.0,4.2
18654692914,14142041,1.0,0.0,1.0,0.0,3.8,0.0,3.8,0.0
18654692914,15110075,1.0,0.0,0.0,1.0,19.6,0.0,0.0,19.6
18654692914,15115035,2.0,0.0,2.0,0.0,27.6,0.0,27.6,0.0
18654692914,22007026,0.8440000000000001,0.0,0.0,0.8440000000000001,10.09,0.0,0.0,10.09
18654692914,22008019,2.468,0.0,1.314,1.1540000000000001,16.41,0.0,10.46,5.95
18654692914,22008020,0.552,0.0,0.0,0.552,6.27,0.0,0.0,6.27
18654692914,22013022,0.6679999999999999,0.0,0.0,0.6679999999999999,8.68,0.0,0.0,8.68
18654692914,22102014,1.642,0.0,0.0,1.642,12.030000000000001,0.0,0.0,12.030000000000001
18654692914,30164006,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9
18764569988,11052002,2.0,0.0,2.0,0.0,15.2,0.0,15.2,0.0
18764569988,22002002,0.636,0.0,0.636,0.0,35.62,0.0,35.62,0.0
18764569988,22008020,0.858,0.0,0.858,0.0,8.56,0.0,8.56,0.0
18764569988,22034000,0.532,0.0,0.532,0.0,13.62,0.0,13.62,0.0
18764569988,30380003,1.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0
1590120464497,10000005,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
1590120464497,10000006,1.0,1.0,0.0,0.0,2.7,2.7,0.0,0.0
1590120464497,10000011,1.0,1.0,0.0,0.0,2.7,2.7,0.0,0.0
1590120464497,10137012,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0
1590120464497,10141019,1.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
1590120464497,10141042,6.0,0.0,4.0,2.0,12.0,0.0,8.0,4.0
1590120464497,10141044,2.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0
1590120464497,10141071,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1590120464497,11400051,1.0,1.0,0.0,0.0,88.0,88.0,0.0,0.0
1590120464497,11532022,1.0,0.0,0.0,1.0,6.8,0.0,0.0,6.8
1590120464497,11532039,1.0,0.0,0.0,1.0,5.3,0.0,0.0,5.3
1590120464497,14000001,1.0,0.0,0.0,1.0,3.2,0.0,0.0,3.2
1590120464497,14060010,1.0,1.0,0.0,0.0,18.9,18.9,0.0,0.0
1590120464497,14080021,2.0,1.0,0.0,1.0,17.0,8.5,0.0,8.5
1590120464497,14083003,1.0,1.0,0.0,0.0,6.5,6.5,0.0,0.0
1590120464497,14090031,1.0,1.0,0.0,0.0,10.9,10.9,0.0,0.0
1590120464497,14240002,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0
1590120464497,14241008,1.0,0.0,0.0,1.0,2.5,0.0,0.0,2.5
1590120464497,14252002,1.0,1.0,0.0,0.0,39.8,39.8,0.0,0.0
1590120464497,14721078,2.0,0.0,1.0,1.0,43.6,0.0,21.8,21.8
1590120464497,14800001,1.0,0.0,1.0,0.0,8.5,0.0,8.5,0.0
1590120464497,14811024,1.0,0.0,1.0,0.0,7.9,0.0,7.9,0.0
1590120464497,14818000,1.0,0.0,1.0,0.0,6.5,0.0,6.5,0.0
1590120464497,15115002,1.0,1.0,0.0,0.0,18.0,18.0,0.0,0.0
1590120464497,15115003,2.0,2.0,0.0,0.0,9.8,9.8,0.0,0.0
1590120464497,15115034,1.0,0.0,0.0,1.0,8.5,0.0,0.0,8.5
1590120464497,15202072,1.0,1.0,0.0,0.0,5.5,5.5,0.0,0.0
1590120464497,15261002,1.0,0.0,1.0,0.0,20.9,0.0,20.9,0.0
1590120464497,22007005,0.622,0.0,0.622,0.0,8.7,0.0,8.7,0.0
1590120464497,22008011,0.28800000000000003,0.0,0.0,0.28800000000000003,13.82,0.0,0.0,13.82
1590120464497,22013022,2.23,0.0,2.23,0.0,39.239999999999995,0.0,39.239999999999995,0.0
1590120464497,22020000,1.926,1.926,0.0,0.0,23.07,23.07,0.0,0.0
1590120464497,22034026,1.146,0.0,1.146,0.0,17.869999999999997,0.0,17.869999999999997,0.0
1590120464497,22102005,0.418,0.0,0.418,0.0,2.5,0.0,2.5,0.0
1590120464497,22102014,0.344,0.0,0.344,0.0,3.99,0.0,3.99,0.0
1590120464497,22111034,0.30600000000000005,0.0,0.30600000000000005,0.0,6.08,0.0,6.08,0.0
1590120464497,22130000,0.456,0.0,0.456,0.0,2.17,0.0,2.17,0.0
1590120464497,22130016,0.4920000000000001,0.0,0.4920000000000001,0.0,2.24,0.0,2.24,0.0
1590120464497,22130018,0.34,0.0,0.34,0.0,2.79,0.0,2.79,0.0
1590120464497,22170001,0.37799999999999995,0.0,0.37799999999999995,0.0,7.86,0.0,7.86,0.0
1590120464497,22171000,0.35200000000000004,0.0,0.35200000000000004,0.0,6.76,0.0,6.76,0.0
1590120464497,22711000,1.242,1.242,0.0,0.0,24.59,24.59,0.0,0.0
1590120464497,23110001,14.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0
1590120464497,23110007,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0
1590120464497,24010384,0.652,0.0,0.652,0.0,19.43,0.0,19.43,0.0
1590120464497,25101011,0.6,0.0,0.6,0.0,6.6,0.0,6.6,0.0
1590120464497,27000576,0.009000000000000001,0.0,0.009000000000000001,0.0,9.0,0.0,9.0,0.0
1590120464497,27002555,0.396,0.0,0.396,0.0,25.98,0.0,25.98,0.0
1590120464497,27002573,0.1,0.0,0.1,0.0,3.96,0.0,3.96,0.0
1590120464497,27300273,1.25,1.25,0.0,0.0,2.5,2.5,0.0,0.0
1590120464497,27400145,0.076,0.0,0.0,0.076,13.68,0.0,0.0,13.68
1590120464497,27400302,0.196,0.102,0.0,0.094,38.41,19.99,0.0,18.42
1590120464497,27400855,0.002,0.0,0.001,0.001,16.0,0.0,8.0,8.0
1590120464497,27410003,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0
1590120464497,30380002,1.0,0.0,1.0,0.0,0.3,0.0,0.3,0.0
1590120464497,30380003,3.0,2.0,0.0,1.0,0.6000000000000001,0.4,0.0,0.2
1590120718170,11501053,2.0,0.0,2.0,0.0,14.0,0.0,14.0,0.0
1590120718170,14802055,1.0,0.0,1.0,0.0,21.5,0.0,21.5,0.0
1590120718170,14815007,1.0,0.0,1.0,0.0,4.99,0.0,4.99,0.0
1590120718170,22007019,0.358,0.0,0.358,0.0,11.31,0.0,11.31,0.0
1590120718170,27410042,0.003,0.003,0.0,0.0,11.0,11.0,0.0,0.0
1590120718170,30380001,1.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0
1590130640102,11300206,1.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
1590130640102,15410002,1.0,1.0,0.0,0.0,9.9,9.9,0.0,0.0
1590130640102,21120007,1.0899999999999999,0.0,0.0,1.0899999999999999,21.78,0.0,0.0,21.78
1590130640102,21200004,4.013999999999999,2.662,1.3519999999999999,0.0,17.490000000000002,12.14,5.35,0.0
1590130640102,22000029,0.001,0.0,0.0,0.001,2.0,0.0,0.0,2.0
1590130640102,22008000,0.498,0.0,0.498,0.0,1.87,0.0,1.87,0.0
1590130640102,22008021,0.001,0.001,0.0,0.0,5.0,5.0,0.0,0.0
1590130640102,22013008,2.154,2.154,0.0,0.0,4.31,4.31,0.0,0.0
1590130640102,22030011,2.122,2.122,0.0,0.0,4.24,4.24,0.0,0.0
1590130640102,22034000,0.001,0.0,0.001,0.0,2.0,0.0,2.0,0.0
1590130640102,22034004,1.01,0.0,1.01,0.0,4.04,0.0,4.04,0.0
1590130640102,22036000,1.62,0.838,0.782,0.0,4.45,3.67,0.78,0.0
1590130640102,22100000,0.527,0.0,0.0,0.527,3.63,0.0,0.0,3.63
1590130640102,22101000,0.604,0.0,0.0,0.604,2.42,0.0,0.0,2.42
1590130640102,22101001,0.934,0.932,0.0,0.002,7.59,5.59,0.0,2.0
1590130640102,22102000,0.001,0.0,0.0,0.001,1.0,0.0,0.0,1.0
1590130640102,22102004,0.41600000000000004,0.0,0.0,0.41600000000000004,0.83,0.0,0.0,0.83
1590130640102,22102005,0.5820000000000001,0.0,0.0,0.5820000000000001,1.73,0.0,0.0,1.73
1590130640102,22102014,1.6600000000000001,1.6600000000000001,0.0,0.0,4.12,4.12,0.0,0.0
1590130640102,22111008,0.005,0.0,0.0,0.005,0.5,0.0,0.0,0.5
1590130640102,22120004,0.478,0.478,0.0,0.0,2.86,2.86,0.0,0.0
1590130640102,22130007,0.366,0.0,0.0,0.366,0.51,0.0,0.0,0.51
1590130640102,22172000,0.47200000000000003,0.0,0.0,0.47200000000000003,3.66,0.0,0.0,3.66
1590130640102,22172004,0.596,0.0,0.0,0.596,4.39,0.0,0.0,4.39
1590130640102,22500022,6.728000000000001,0.0,0.0,6.728000000000001,51.129999999999995,0.0,0.0,51.129999999999995
1590130640102,22500094,0.34600000000000003,0.0,0.34600000000000003,0.0,4.15,0.0,4.15,0.0
1590130640102,22602000,0.33,0.33,0.0,0.0,3.02,3.02,0.0,0.0
1590130640102,22631002,0.736,0.0,0.736,0.0,8.82,0.0,8.82,0.0
1590130640102,24101005,0.8740000000000001,0.8740000000000001,0.0,0.0,12.22,12.22,0.0,0.0
1590130640102,25012012,0.312,0.0,0.0,0.312,6.24,0.0,0.0,6.24
1590130640102,27002167,0.258,0.0,0.0,0.258,15.43,0.0,0.0,15.43
1590130640102,27002438,214.0,0.0,0.0,214.0,15.75,0.0,0.0,15.75
1590130817948,10001006,1.0,1.0,0.0,0.0,6.2,6.2,0.0,0.0
1590130817948,15605055,1.0,1.0,0.0,0.0,57.0,57.0,0.0,0.0
1590130817948,20101005,0.22,0.0,0.0,0.22,6.95,0.0,0.0,6.95
1590130817948,20121037,0.126,0.0,0.0,0.126,3.98,0.0,0.0,3.98
1590130817948,22102005,1.048,0.0,0.0,1.048,3.54,0.0,0.0,3.54
1590130817948,22103004,2.754,2.754,0.0,0.0,6.609999999999999,6.609999999999999,0.0,0.0
1590130817948,22111012,0.802,0.802,0.0,0.0,2.65,2.65,0.0,0.0
1590130817948,22171004,0.3,0.3,0.0,0.0,2.1,2.1,0.0,0.0
1590140304209,14222031,1.0,0.0,1.0,0.0,5.9,0.0,5.9,0.0
1590140304209,14714001,1.0,0.0,1.0,0.0,26.8,0.0,26.8,0.0
1590140304209,14842024,1.0,1.0,0.0,0.0,16.9,16.9,0.0,0.0
1590140304209,14846000,1.0,0.0,1.0,0.0,9.9,0.0,9.9,0.0
1590140304209,14917010,1.0,0.0,1.0,0.0,2.7,0.0,2.7,0.0
1590140304209,15019015,1.0,1.0,0.0,0.0,6.5,6.5,0.0,0.0
1590140304209,15469025,1.0,1.0,0.0,0.0,9.9,9.9,0.0,0.0
1590140304209,15502049,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0
1590140304209,20103016,0.514,0.514,0.0,0.0,13.16,13.16,0.0,0.0
1590140304209,21021043,0.968,0.968,0.0,0.0,27.840000000000003,27.840000000000003,0.0,0.0
1590140304209,22001001,1.0959999999999999,0.0,1.0959999999999999,0.0,4.12,0.0,4.12,0.0
1590140304209,22034026,1.0,0.0,1.0,0.0,14.82,0.0,14.82,0.0
1590140304209,22036000,2.016,2.016,0.0,0.0,10.42,10.42,0.0,0.0
1590140304209,22101001,0.39799999999999996,0.39799999999999996,0.0,0.0,4.54,4.54,0.0,0.0
1590140304209,22103004,1.6219999999999999,1.6219999999999999,0.0,0.0,3.89,3.89,0.0,0.0
1590140304209,22103005,1.006,0.508,0.498,0.0,6.54,2.95,3.59,0.0
1590140304209,22111015,0.5660000000000001,0.0,0.5660000000000001,0.0,3.38,0.0,3.38,0.0
1590140304209,22111028,0.8740000000000001,0.8740000000000001,0.0,0.0,6.47,6.47,0.0,0.0
1590140304209,22120039,0.308,0.308,0.0,0.0,5.7,5.7,0.0,0.0
1590140304209,22172000,0.5680000000000001,0.5680000000000001,0.0,0.0,8.52,8.52,0.0,0.0
1590140304209,22190000,0.43,0.43,0.0,0.0,2.06,2.06,0.0,0.0
1590140304209,22190002,0.27,0.27,0.0,0.0,3.02,3.02,0.0,0.0
1590140304209,22715004,0.28600000000000003,0.28600000000000003,0.0,0.0,4.46,4.46,0.0,0.0
1590140304209,22715006,0.244,0.244,0.0,0.0,5.37,5.37,0.0,0.0
1590140304209,24010384,0.5660000000000001,0.5660000000000001,0.0,0.0,19.02,19.02,0.0,0.0
1590140304209,24032005,0.266,0.266,0.0,0.0,2.55,2.55,0.0,0.0
1590140304209,24101006,3.2239999999999993,1.5279999999999998,1.3,0.396,44.64,20.78,17.68,6.18
1590140304209,25005060,2.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0
1590140304209,25120016,0.01,0.01,0.0,0.0,10.0,10.0,0.0,0.0
1590140304209,25121003,2.105,0.0,2.105,0.0,4.0,0.0,4.0,0.0
1590140304209,27000574,0.016,0.0,0.016,0.0,16.0,0.0,16.0,0.0
1590140304209,27100542,0.25,0.25,0.0,0.0,6.4,6.4,0.0,0.0
1590140304209,27400855,0.003,0.001,0.002,0.0,24.0,8.0,16.0,0.0
1590140304209,27410043,408.0,408.0,0.0,0.0,9.79,9.79,0.0,0.0
1590140304209,30380003,5.0,3.0,2.0,0.0,1.0,0.6000000000000001,0.4,0.0
1590140304209,30444014,1.0,1.0,0.0,0.0,5.9,5.9,0.0,0.0
1590140304209,30445008,1.0,1.0,0.0,0.0,4.9,4.9,0.0,0.0
1590140304209,30447003,1.0,1.0,0.0,0.0,5.8,5.8,0.0,0.0
1590140304209,30500027,1.0,1.0,0.0,0.0,39.9,39.9,0.0,0.0
1590140304209,30812004,1.0,1.0,0.0,0.0,8.9,8.9,0.0,0.0
1590140304506,11056012,1.0,0.0,0.0,1.0,5.1,0.0,0.0,5.1
1590140304506,11056085,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1590140304506,11141002,1.0,0.0,0.0,1.0,12.9,0.0,0.0,12.9
1590140304506,11220040,1.0,0.0,0.0,1.0,5.5,0.0,0.0,5.5
1590140304506,11303097,1.0,0.0,0.0,1.0,9.9,0.0,0.0,9.9
1590140304506,15502062,1.0,0.0,0.0,1.0,8.5,0.0,0.0,8.5
1590140304506,22020010,1.31,0.0,0.0,1.31,12.26,0.0,0.0,12.26
1590140304506,30380003,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.2
1590140304506,30701033,2.0,0.0,0.0,2.0,33.8,0.0,0.0,33.8
1590140304506,30820030,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9
1590140304506,34200015,1.0,0.0,0.0,1.0,9.9,0.0,0.0,9.9
1590140304506,34204154,1.0,0.0,0.0,1.0,15.9,0.0,0.0,15.9
1590140304506,34212021,1.0,0.0,0.0,1.0,10.9,0.0,0.0,10.9
1590140305107,14032018,1.0,0.0,0.0,1.0,9.6,0.0,0.0,9.6
1590140305107,14052029,1.0,0.0,0.0,1.0,6.5,0.0,0.0,6.5
1590140305107,14054014,1.0,0.0,1.0,0.0,4.5,0.0,4.5,0.0
1590140305107,14082026,1.0,0.0,1.0,0.0,3.5,0.0,3.5,0.0
1590140305107,14113000,2.0,0.0,1.0,1.0,11.6,0.0,5.8,5.8
1590140305107,14220003,1.0,0.0,1.0,0.0,6.9,0.0,6.9,0.0
1590140305107,14222019,1.0,0.0,0.0,1.0,8.9,0.0,0.0,8.9
1590140305107,14258010,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9
1590140305107,14283002,1.0,0.0,0.0,1.0,15.8,0.0,0.0,15.8
1590140305107,14594007,1.0,0.0,0.0,1.0,2.3,0.0,0.0,2.3
1590140305107,14720004,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0
1590140305107,14721041,1.0,0.0,1.0,0.0,17.5,0.0,17.5,0.0
1590140305107,14750042,1.0,1.0,0.0,0.0,5.99,5.99,0.0,0.0
1590140305107,14831016,1.0,1.0,0.0,0.0,11.2,11.2,0.0,0.0
1590140305107,14834009,1.0,0.0,1.0,0.0,5.5,0.0,5.5,0.0
1590140305107,14834010,1.0,0.0,1.0,0.0,5.5,0.0,5.5,0.0
1590140305107,14835060,1.0,0.0,1.0,0.0,5.5,0.0,5.5,0.0
1590140305107,15004024,1.0,0.0,0.0,1.0,1.99,0.0,0.0,1.99
1590140305107,15110028,1.0,0.0,0.0,1.0,9.3,0.0,0.0,9.3
1590140305107,15110071,4.0,0.0,4.0,0.0,7.96,0.0,7.96,0.0
1590140305107,15114033,1.0,0.0,1.0,0.0,2.99,0.0,2.99,0.0
1590140305107,15115002,1.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
1590140305107,15115028,3.0,2.0,0.0,1.0,25.5,17.0,0.0,8.5
1590140305107,21801125,0.10800000000000001,0.0,0.10800000000000001,0.0,10.37,0.0,10.37,0.0
1590140305107,22007026,0.322,0.0,0.0,0.322,3.85,0.0,0.0,3.85
1590140305107,22010005,0.9420000000000001,0.0,0.9420000000000001,0.0,9.4,0.0,9.4,0.0
1590140305107,22036000,0.89,0.89,0.0,0.0,4.45,4.45,0.0,0.0
1590140305107,22103003,0.172,0.0,0.172,0.0,3.78,0.0,3.78,0.0
1590140305107,22111008,0.33399999999999996,0.0,0.33399999999999996,0.0,0.66,0.0,0.66,0.0
1590140305107,22511000,0.41200000000000003,0.0,0.134,0.278,7.84,0.0,2.39,5.45
1590140305107,22600000,0.55,0.55,0.0,0.0,3.61,3.61,0.0,0.0
1590140305107,22701014,0.452,0.452,0.0,0.0,8.86,8.86,0.0,0.0
1590140305107,23110190,2.0,0.0,1.0,1.0,7.2,0.0,3.6,3.6
1590140305107,23113027,2.0,1.0,0.0,1.0,14.0,7.0,0.0,7.0
1590140305107,23131002,0.001,0.0,0.001,0.0,8.0,0.0,8.0,0.0
1590140305107,23132063,0.001,0.0,0.0,0.001,5.5,0.0,0.0,5.5
1590140305107,23134003,0.001,0.0,0.001,0.0,6.0,0.0,6.0,0.0
1590140305107,24010817,0.15400000000000003,0.084,0.0,0.07,11.33,6.18,0.0,5.15
1590140305107,25111051,1.067,0.0,0.0,1.067,1.6,0.0,0.0,1.6
1590140305107,27002555,0.20199999999999999,0.20199999999999999,0.0,0.0,13.25,13.25,0.0,0.0
1590140305107,27100542,0.122,0.0,0.122,0.0,3.12,0.0,3.12,0.0
1590140305107,27400855,0.001,0.0,0.0,0.001,8.0,0.0,0.0,8.0
1590140305107,30380002,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0
1590140305107,30380003,2.0,0.0,1.0,1.0,0.4,0.0,0.2,0.2
1590140305107,31001057,1.0,0.0,0.0,1.0,4.5,0.0,0.0,4.5
1590140305107,31004003,1.0,0.0,1.0,0.0,1.3,0.0,1.3,0.0
1590140306678,11300155,1.0,0.0,1.0,0.0,9.8,0.0,9.8,0.0
1590140306678,11303075,1.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
1590140306678,14040009,1.0,1.0,0.0,0.0,20.5,20.5,0.0,0.0
1590140306678,14070017,1.0,1.0,0.0,0.0,21.6,21.6,0.0,0.0
1590140306678,14090006,1.0,1.0,0.0,0.0,8.5,8.5,0.0,0.0
1590140306678,14208000,1.0,1.0,0.0,0.0,12.8,12.8,0.0,0.0
1590140306678,14531014,1.0,0.0,0.0,1.0,29.8,0.0,0.0,29.8
1590140306678,15110063,2.0,2.0,0.0,0.0,17.0,17.0,0.0,0.0
1590140306678,15209030,1.0,1.0,0.0,0.0,3.3,3.3,0.0,0.0
1590140306678,21110004,0.304,0.304,0.0,0.0,23.1,23.1,0.0,0.0
1590140306678,22021003,0.306,0.0,0.0,0.306,5.39,0.0,0.0,5.39
1590140306678,22103011,0.44799999999999995,0.44799999999999995,0.0,0.0,2.06,2.06,0.0,0.0
1590140306678,22110085,0.606,0.606,0.0,0.0,6.67,6.67,0.0,0.0
1590140306678,25111048,2.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0
1590140306678,27002169,0.308,0.308,0.0,0.0,39.36,39.36,0.0,0.0
1590140306678,27002194,0.21600000000000005,0.21600000000000005,0.0,0.0,4.28,4.28,0.0,0.0
1590140306678,27100542,0.83,0.392,0.0,0.43799999999999994,4.65,2.2,0.0,2.45
1590140306678,30380001,1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0
1590140306678,30380003,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0
1590140307286,10401025,1.0,1.0,0.0,0.0,5.6,5.6,0.0,0.0
1590140307286,10410006,1.0,0.0,1.0,0.0,7.9,0.0,7.9,0.0
1590140307286,11104027,1.0,0.0,1.0,0.0,18.5,0.0,18.5,0.0
1590140307286,14630008,1.0,0.0,0.0,1.0,12.9,0.0,0.0,12.9
1590140307286,14720001,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0
1590140307286,14730000,1.0,1.0,0.0,0.0,3.5,3.5,0.0,0.0
1590140307286,14730005,1.0,1.0,0.0,0.0,3.5,3.5,0.0,0.0
1590140307286,14770010,1.0,0.0,1.0,0.0,142.8,0.0,142.8,0.0
1590140307286,14802056,1.0,1.0,0.0,0.0,19.8,19.8,0.0,0.0
1590140307286,14842012,1.0,1.0,0.0,0.0,9.9,9.9,0.0,0.0
1590140307286,15004051,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
1590140307286,15004058,1.0,1.0,0.0,0.0,2.5,2.5,0.0,0.0
1590140307286,15005000,1.0,1.0,0.0,0.0,16.9,16.9,0.0,0.0
1590140307286,15019017,2.0,2.0,0.0,0.0,9.8,9.8,0.0,0.0
1590140307286,15114001,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0
1590140307286,15115002,1.0,0.0,0.0,1.0,13.5,0.0,0.0,13.5
1590140307286,15115026,4.0,0.0,4.0,0.0,55.2,0.0,55.2,0.0
1590140307286,15115028,2.0,0.0,0.0,2.0,17.0,0.0,0.0,17.0
1590140307286,15343016,1.0,1.0,0.0,0.0,32.8,32.8,0.0,0.0
1590140307286,15502030,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0
1590140307286,20121061,0.39399999999999996,0.39399999999999996,0.0,0.0,17.18,17.18,0.0,0.0
1590140307286,21400001,0.132,0.132,0.0,0.0,1.32,1.32,0.0,0.0
1590140307286,21400005,0.284,0.284,0.0,0.0,9.03,9.03,0.0,0.0
1590140307286,22036000,2.306,0.0,1.6540000000000001,0.652,11.53,0.0,8.27,3.26
1590140307286,24012001,0.544,0.544,0.0,0.0,21.75,21.75,0.0,0.0
