i,i_agg_user_max,i_agg_user_max_median,i_agg_user_max_mean,i_agg_user_max_std
14131016,1,1,0.67,0.47
14132016,1,0,0.33,0.47
14132040,1,0,0.33,0.47
14132041,1,0,0.33,0.47
14132055,1,0,0.33,0.47
14132115,1,0,0.33,0.47
14132120,1,0,0.33,0.47
14132170,1,1,0.67,0.47
14133005,1,0,0.33,0.47
14140195,1,1,0.67,0.47
14140210,1,0,0.33,0.47
14140211,1,0,0.33,0.47
14141028,1,0,0.33,0.47
14142039,1,0,0.33,0.47
14142040,1,0,0.33,0.47
14200010,2,0,0.67,0.94
14200011,1,1,0.67,0.47
14200012,1,0,0.33,0.47
14200016,1,0,0.33,0.47
14200020,2,0,0.67,0.94
14200022,1,0,0.33,0.47
14200035,1,0,0.33,0.47
14200037,1,0,0.33,0.47
14200038,1,0,0.33,0.47
14200039,1,0,0.33,0.47
14200040,2,0,0.67,0.94
14200042,1,0,0.33,0.47
14200046,1,0,0.33,0.47
14200049,1,0,0.33,0.47
14200050,1,0,0.33,0.47
14200055,1,0,0.33,0.47
14200056,1,0,0.33,0.47
14200059,1,0,0.33,0.47
14200061,1,0,0.33,0.47
14200074,1,0,0.33,0.47
14202011,1,0,0.33,0.47
14203007,1,0,0.33,0.47
14203013,1,0,0.33,0.47
14203014,1,0,0.33,0.47
14203019,1,0,0.33,0.47
14203022,1,0,0.33,0.47
14205013,1,0,0.33,0.47
14205014,1,0,0.33,0.47
14208002,1,0,0.33,0.47
14209009,1,1,0.67,0.47
14209010,1,0,0.33,0.47
14209014,1,0,0.33,0.47
14221007,1,0,0.33,0.47
14222008,2,0,0.67,0.94
14222009,1,1,0.67,0.47
14222010,1,1,0.67,0.47
14222013,1,0,0.33,0.47
14222023,1,0,0.33,0.47
14222032,1,0,0.33,0.47
14222033,2,1,1.0,0.82
14222034,1,0,0.33,0.47
14223000,1,0,0.33,0.47
14223006,1,0,0.33,0.47
14231003,1,0,0.33,0.47
14231008,1,0,0.33,0.47
14231010,1,0,0.33,0.47
14232008,1,0,0.33,0.47
14232010,1,0,0.33,0.47
14234000,1,0,0.33,0.47
14240001,1,0,0.33,0.47
14241000,1,0,0.33,0.47
14241001,2,2,1.33,0.94
14241003,1,0,0.33,0.47
14241004,1,0,0.33,0.47
14241005,1,0,0.33,0.47
14241007,1,0,0.33,0.47
14241008,1,0,0.33,0.47
14243001,1,0,0.33,0.47
14243002,2,1,1.0,0.82
14243004,1,0,0.33,0.47
14250002,1,0,0.33,0.47
14250004,1,0,0.33,0.47
14250007,1,0,0.33,0.47
14250012,1,0,0.33,0.47
14250016,1,0,0.33,0.47
14250017,1,0,0.33,0.47
14251001,1,0,0.33,0.47
14252006,1,0,0.33,0.47
14253003,1,0,0.33,0.47
14253004,1,0,0.33,0.47
14253005,3,0,1.0,1.41
14255001,1,0,0.33,0.47
14256000,1,0,0.33,0.47
14256001,1,0,0.33,0.47
14256002,1,0,0.33,0.47
14256003,1,0,0.33,0.47
14257004,1,0,0.33,0.47
14258002,1,0,0.33,0.47
14258008,1,0,0.33,0.47
14258011,1,0,0.33,0.47
14261001,2,1,1.0,0.82
14261002,1,1,0.67,0.47
14261005,1,0,0.33,0.47
14261018,1,0,0.33,0.47
14270001,1,0,0.33,0.47
14272004,1,0,0.33,0.47
14275007,1,0,0.33,0.47
14275009,1,0,0.33,0.47
14275013,1,0,0.33,0.47
14275016,2,0,0.67,0.94
14275018,2,1,1.0,0.82
14275019,2,0,0.67,0.94
14275022,1,0,0.33,0.47
14275023,1,0,0.33,0.47
14275024,1,0,0.33,0.47
14275025,1,0,0.33,0.47
14275033,1,0,0.33,0.47
14275036,1,0,0.33,0.47
14275038,1,0,0.33,0.47
14275042,1,0,0.33,0.47
14280000,1,0,0.33,0.47
14280007,1,0,0.33,0.47
14280008,1,1,0.67,0.47
14281000,1,0,0.33,0.47
14281001,1,0,0.33,0.47
14281009,1,0,0.33,0.47
14281014,1,0,0.33,0.47
14282000,1,0,0.33,0.47
14284001,1,0,0.33,0.47
14284008,1,0,0.33,0.47
14284009,1,0,0.33,0.47
14284014,1,0,0.33,0.47
14284017,1,0,0.33,0.47
14286001,4,0,1.33,1.89
14286002,1,0,0.33,0.47
14286003,4,0,1.33,1.89
14300001,2,0,0.67,0.94
14300003,1,0,0.33,0.47
14300004,1,0,0.33,0.47
14300006,2,1,1.0,0.82
14300007,2,0,0.67,0.94
14300008,1,0,0.33,0.47
14300010,2,0,0.67,0.94
14300038,1,0,0.33,0.47
14300043,1,0,0.33,0.47
14300045,1,0,0.33,0.47
14300060,1,0,0.33,0.47
14300064,1,0,0.33,0.47
14300065,1,1,0.67,0.47
14300067,2,0,0.67,0.94
14300085,2,0,0.67,0.94
14300086,1,0,0.33,0.47
14300101,1,0,0.33,0.47
14300102,1,0,0.33,0.47
14300106,1,0,0.33,0.47
14310047,1,0,0.33,0.47
14310051,1,1,0.67,0.47
14310057,1,0,0.33,0.47
14310067,1,0,0.33,0.47
14362001,1,0,0.33,0.47
14400007,1,0,0.33,0.47
14400019,1,0,0.33,0.47
14400021,1,0,0.33,0.47
14402009,2,0,0.67,0.94
14402013,1,0,0.33,0.47
14403022,1,0,0.33,0.47
14403071,2,0,0.67,0.94
14403075,1,0,0.33,0.47
14403083,7,4,3.67,2.87
14405025,1,0,0.33,0.47
14406003,1,0,0.33,0.47
14406011,2,0,0.67,0.94
14406017,1,0,0.33,0.47
14407001,1,0,0.33,0.47
14407009,2,0,0.67,0.94
14409026,1,0,0.33,0.47
14409039,2,0,0.67,0.94
14409042,1,0,0.33,0.47
14409043,1,0,0.33,0.47
14409044,1,0,0.33,0.47
14500013,1,0,0.33,0.47
14506025,1,0,0.33,0.47
14506029,1,0,0.33,0.47
14510002,2,1,1.0,0.82
14513017,1,0,0.33,0.47
14515001,4,0,1.33,1.89
14515013,1,0,0.33,0.47
14520008,1,0,0.33,0.47
14521012,1,0,0.33,0.47
14521025,1,0,0.33,0.47
14521026,1,0,0.33,0.47
14521028,1,0,0.33,0.47
14521029,1,0,0.33,0.47
14521033,1,0,0.33,0.47
14521042,1,0,0.33,0.47
14525017,2,0,0.67,0.94
14529000,1,0,0.33,0.47
14530010,1,0,0.33,0.47
14530014,1,0,0.33,0.47
14530015,2,1,1.0,0.82
14530017,1,0,0.33,0.47
14530023,1,0,0.33,0.47
14531012,1,0,0.33,0.47
14531018,1,0,0.33,0.47
14531029,1,0,0.33,0.47
14531032,1,0,0.33,0.47
14533002,1,0,0.33,0.47
14533004,1,0,0.33,0.47
14541005,2,1,1.0,0.82
14541006,1,0,0.33,0.47
14551016,1,0,0.33,0.47
14552000,1,0,0.33,0.47
14552002,1,0,0.33,0.47
14560000,1,0,0.33,0.47
14560008,1,0,0.33,0.47
14560009,1,1,0.67,0.47
14563003,2,0,0.67,0.94
14570003,1,0,0.33,0.47
14570013,1,0,0.33,0.47
14570094,1,0,0.33,0.47
14572003,1,0,0.33,0.47
14573004,1,0,0.33,0.47
14573008,1,0,0.33,0.47
14573010,1,0,0.33,0.47
14580009,1,0,0.33,0.47
14580017,1,0,0.33,0.47
14582016,1,0,0.33,0.47
14584091,1,0,0.33,0.47
14584161,1,0,0.33,0.47
14585004,1,0,0.33,0.47
14585005,1,0,0.33,0.47
14590021,1,0,0.33,0.47
14593014,2,0,0.67,0.94
14593015,1,0,0.33,0.47
14594007,1,0,0.33,0.47
14594010,1,0,0.33,0.47
14594012,1,0,0.33,0.47
14594019,1,0,0.33,0.47
14594022,1,0,0.33,0.47
14594023,1,1,0.67,0.47
14594025,1,1,0.67,0.47
14596013,2,0,0.67,0.94
14596015,1,0,0.33,0.47
14596016,1,0,0.33,0.47
14600002,1,0,0.33,0.47
14630005,2,0,0.67,0.94
14630006,1,0,0.33,0.47
14630008,1,0,0.33,0.47
14633000,1,0,0.33,0.47
14633003,1,0,0.33,0.47
14635002,1,0,0.33,0.47
14636009,1,0,0.33,0.47
14636010,1,0,0.33,0.47
14644000,1,0,0.33,0.47
14644001,1,0,0.33,0.47
14650000,3,0,1.0,1.41
14651000,1,0,0.33,0.47
14651001,1,1,0.67,0.47
14652001,1,0,0.33,0.47
14654002,1,0,0.33,0.47
14661005,1,0,0.33,0.47
14700007,1,0,0.33,0.47
14700013,1,0,0.33,0.47
14700032,1,0,0.33,0.47
14700033,1,0,0.33,0.47
14700054,1,0,0.33,0.47
14701015,1,0,0.33,0.47
14701035,1,1,0.67,0.47
14702000,1,0,0.33,0.47
14710015,1,0,0.33,0.47
14710016,1,0,0.33,0.47
14710019,1,0,0.33,0.47
14710024,1,0,0.33,0.47
14710026,1,0,0.33,0.47
14713004,1,0,0.33,0.47
14714001,1,0,0.33,0.47
14715009,1,0,0.33,0.47
14720001,2,0,0.67,0.94
14720016,1,0,0.33,0.47
14721017,2,0,0.67,0.94
14721018,2,0,0.67,0.94
14721019,1,0,0.33,0.47
14721020,2,0,0.67,0.94
14721021,1,0,0.33,0.47
14721022,1,1,0.67,0.47
14721026,1,0,0.33,0.47
14721028,1,0,0.33,0.47
14721034,2,0,0.67,0.94
14721037,1,0,0.33,0.47
14721039,1,0,0.33,0.47
14721042,1,0,0.33,0.47
14721044,1,0,0.33,0.47
14721051,1,0,0.33,0.47
14721064,1,0,0.33,0.47
14721068,1,0,0.33,0.47
14721069,1,0,0.33,0.47
14721071,1,1,0.67,0.47
14721073,1,0,0.33,0.47
14721076,1,0,0.33,0.47
14721080,1,0,0.33,0.47
14721082,1,0,0.33,0.47
14721083,1,0,0.33,0.47
14722003,1,0,0.33,0.47
14722015,1,1,0.67,0.47
14722020,1,0,0.33,0.47
14722028,1,0,0.33,0.47
14722029,1,0,0.33,0.47
14722031,1,0,0.33,0.47
14722032,1,0,0.33,0.47
14722036,1,0,0.33,0.47
14722043,1,0,0.33,0.47
14722048,1,0,0.33,0.47
14722065,2,0,0.67,0.94
14722066,3,0,1.0,1.41
14722070,1,0,0.33,0.47
14722071,1,1,0.67,0.47
14722072,1,0,0.33,0.47
14722073,1,0,0.33,0.47
14722090,1,0,0.33,0.47
14722097,2,1,1.0,0.82
14723011,1,0,0.33,0.47
14732002,1,0,0.33,0.47
14733000,2,0,0.67,0.94
14733004,1,0,0.33,0.47
14733015,1,0,0.33,0.47
14741000,1,0,0.33,0.47
14741001,1,0,0.33,0.47
14750011,3,0,1.0,1.41
14750012,1,0,0.33,0.47
14750022,2,0,0.67,0.94
14750025,1,0,0.33,0.47
14750028,1,0,0.33,0.47
14750029,1,0,0.33,0.47
14750037,2,0,0.67,0.94
14750038,3,1,1.33,1.25
14750040,1,1,0.67,0.47
14750041,2,0,0.67,0.94
14750044,1,0,0.33,0.47
14750056,1,1,0.67,0.47
14750057,1,0,0.33,0.47
14750061,1,0,0.33,0.47
14750062,1,0,0.33,0.47
14750064,2,0,0.67,0.94
14750067,1,1,0.67,0.47
14750070,1,0,0.33,0.47
14753000,1,0,0.33,0.47
14753001,1,1,0.67,0.47
14753007,1,0,0.33,0.47
14753012,1,0,0.33,0.47
14753025,1,0,0.33,0.47
14754001,1,0,0.33,0.47
14754011,1,0,0.33,0.47
14754017,1,0,0.33,0.47
14754018,1,0,0.33,0.47
14754022,1,0,0.33,0.47
14754024,1,0,0.33,0.47
14754030,1,0,0.33,0.47
14761003,1,0,0.33,0.47
14763006,1,0,0.33,0.47
14770010,1,0,0.33,0.47
14770015,1,0,0.33,0.47
14770025,1,0,0.33,0.47
14772008,1,0,0.33,0.47
14772011,1,0,0.33,0.47
14772026,1,0,0.33,0.47
14774003,1,0,0.33,0.47
14774010,1,0,0.33,0.47
14774022,2,1,1.0,0.82
14775014,1,0,0.33,0.47
14800002,1,0,0.33,0.47
14800003,1,1,0.67,0.47
14800015,1,0,0.33,0.47
14800017,1,0,0.33,0.47
14800019,1,0,0.33,0.47
14800020,2,0,0.67,0.94
14800027,1,0,0.33,0.47
14801002,1,1,0.67,0.47
14801005,1,1,0.67,0.47
14801006,1,0,0.33,0.47
14801009,1,0,0.33,0.47
14801010,1,0,0.33,0.47
14802006,1,0,0.33,0.47
14802009,1,1,0.67,0.47
14802010,1,0,0.33,0.47
14802011,1,0,0.33,0.47
14802016,1,0,0.33,0.47
14802019,1,0,0.33,0.47
14802020,1,0,0.33,0.47
14802036,1,0,0.33,0.47
14802049,1,0,0.33,0.47
14802050,1,0,0.33,0.47
14802052,1,0,0.33,0.47
14802054,4,1,1.67,1.7
14802056,2,1,1.0,0.82
14802057,4,1,1.67,1.7
14802060,5,0,1.67,2.36
14802061,1,0,0.33,0.47
14802063,1,0,0.33,0.47
14802066,1,0,0.33,0.47
14803001,1,0,0.33,0.47
14804010,1,0,0.33,0.47
14804024,1,0,0.33,0.47
14811002,1,1,0.67,0.47
14811004,1,0,0.33,0.47
14811005,1,0,0.33,0.47
14811007,1,0,0.33,0.47
14811012,1,0,0.33,0.47
14811023,1,1,0.67,0.47
14812002,2,0,0.67,0.94
14812003,1,0,0.33,0.47
14812004,1,0,0.33,0.47
14812007,2,0,0.67,0.94
14812009,1,0,0.33,0.47
14812020,2,0,0.67,0.94
14813000,1,0,0.33,0.47
14813001,2,1,1.0,0.82
14813007,1,0,0.33,0.47
14814000,1,0,0.33,0.47
14814021,1,0,0.33,0.47
14814022,1,0,0.33,0.47
14814026,1,0,0.33,0.47
14815001,1,0,0.33,0.47
14815002,1,0,0.33,0.47
14815007,2,1,1.0,0.82
14815011,2,0,0.67,0.94
14815013,1,0,0.33,0.47
14820016,1,0,0.33,0.47
14822000,3,0,1.0,1.41
14822002,1,0,0.33,0.47
14823000,1,0,0.33,0.47
14826020,1,0,0.33,0.47
14826023,1,0,0.33,0.47
14827000,1,0,0.33,0.47
14828010,1,0,0.33,0.47
14830005,1,1,0.67,0.47
14830009,1,0,0.33,0.47
14830013,4,0,1.33,1.89
14830014,1,1,0.67,0.47
14830016,1,0,0.33,0.47
14830021,2,1,1.0,0.82
14830029,1,1,0.67,0.47
14830031,1,0,0.33,0.47
14830045,1,0,0.33,0.47
14831002,1,1,0.67,0.47
14831003,1,0,0.33,0.47
14831007,4,1,1.67,1.7
14831008,2,0,0.67,0.94
14831012,1,0,0.33,0.47
14831015,1,0,0.33,0.47
14831016,1,0,0.33,0.47
14831017,1,1,0.67,0.47
14831022,1,0,0.33,0.47
14831027,1,0,0.33,0.47
14831031,1,0,0.33,0.47
14831033,1,0,0.33,0.47
14831034,1,0,0.33,0.47
14833003,1,0,0.33,0.47
14833005,1,0,0.33,0.47
14833008,1,0,0.33,0.47
14833011,1,0,0.33,0.47
14834017,1,0,0.33,0.47
14836000,1,0,0.33,0.47
14836013,2,1,1.0,0.82
14836014,1,0,0.33,0.47
14836017,1,0,0.33,0.47
14836018,1,0,0.33,0.47
14836022,1,0,0.33,0.47
14837003,1,0,0.33,0.47
14837005,1,0,0.33,0.47
14837006,3,1,1.33,1.25
14837013,2,1,1.0,0.82
14838002,1,0,0.33,0.47
14839012,1,0,0.33,0.47
14839013,1,0,0.33,0.47
14839029,1,0,0.33,0.47
14839048,1,0,0.33,0.47
14839049,1,0,0.33,0.47
14839051,1,0,0.33,0.47
14840002,1,0,0.33,0.47
14841008,2,1,1.0,0.82
14841011,1,0,0.33,0.47
14841016,1,0,0.33,0.47
14841018,1,1,0.67,0.47
14842003,1,0,0.33,0.47
14842012,1,0,0.33,0.47
14842017,1,0,0.33,0.47
14842019,1,0,0.33,0.47
14842020,1,0,0.33,0.47
14842024,1,0,0.33,0.47
14842025,1,0,0.33,0.47
14843015,1,0,0.33,0.47
14843019,1,1,0.67,0.47
14844004,1,0,0.33,0.47
14844010,1,0,0.33,0.47
14844027,1,0,0.33,0.47
14844029,1,0,0.33,0.47
14844030,1,0,0.33,0.47
14844035,1,0,0.33,0.47
14844037,1,0,0.33,0.47
14844043,1,0,0.33,0.47
14845018,1,0,0.33,0.47
14845025,1,0,0.33,0.47
14846000,1,0,0.33,0.47
14846012,2,0,0.67,0.94
14846014,1,0,0.33,0.47
14846017,1,0,0.33,0.47
14846026,1,0,0.33,0.47
14847017,1,0,0.33,0.47
14847018,1,0,0.33,0.47
14850005,1,0,0.33,0.47
14850017,1,0,0.33,0.47
14851007,1,0,0.33,0.47
14851009,1,0,0.33,0.47
14851012,1,0,0.33,0.47
14860014,2,0,0.67,0.94
14860017,5,4,3.0,2.16
14860020,2,2,1.33,0.94
14860021,2,0,0.67,0.94
14860022,1,0,0.33,0.47
14860025,4,3,2.33,1.7
14861002,3,2,1.67,1.25
14861003,2,1,1.0,0.82
14861012,1,0,0.33,0.47
14862005,1,0,0.33,0.47
14862007,1,0,0.33,0.47
14863007,1,0,0.33,0.47
14863008,1,0,0.33,0.47
14863011,1,1,0.67,0.47
14863013,2,1,1.0,0.82
14870001,1,0,0.33,0.47
14870003,1,0,0.33,0.47
14870004,1,0,0.33,0.47
14870005,1,0,0.33,0.47
14870009,1,0,0.33,0.47
14871000,1,0,0.33,0.47
14872001,1,0,0.33,0.47
14873000,1,0,0.33,0.47
14873001,1,0,0.33,0.47
14873002,1,0,0.33,0.47
14873004,1,0,0.33,0.47
14874000,1,0,0.33,0.47
14900005,2,1,1.0,0.82
14900006,1,0,0.33,0.47
14900007,3,1,1.33,1.25
14900008,1,0,0.33,0.47
14900009,1,1,0.67,0.47
14900010,1,0,0.33,0.47
14900011,1,0,0.33,0.47
14900014,2,0,0.67,0.94
14900015,2,0,0.67,0.94
14900017,1,0,0.33,0.47
14900021,1,1,0.67,0.47
14900022,1,0,0.33,0.47
14900024,1,0,0.33,0.47
14901002,1,0,0.33,0.47
14903001,1,0,0.33,0.47
14903002,1,0,0.33,0.47
14905001,1,0,0.33,0.47
14905007,1,1,0.67,0.47
14905009,1,0,0.33,0.47
14906002,1,0,0.33,0.47
14911001,1,0,0.33,0.47
14912001,1,0,0.33,0.47
14912004,1,0,0.33,0.47
14914007,1,0,0.33,0.47
14916002,1,0,0.33,0.47
14916005,3,1,1.33,1.25
14916006,1,1,0.67,0.47
14916007,2,1,1.0,0.82
14917001,1,0,0.33,0.47
14917003,1,0,0.33,0.47
14917009,1,0,0.33,0.47
14917010,1,0,0.33,0.47
14917011,1,1,0.67,0.47
14920004,1,0,0.33,0.47
14922002,1,0,0.33,0.47
14924002,1,0,0.33,0.47
14924003,1,0,0.33,0.47
14926002,1,0,0.33,0.47
14932016,1,0,0.33,0.47
14940007,1,0,0.33,0.47
14943025,1,0,0.33,0.47
14943028,1,0,0.33,0.47
14956002,1,0,0.33,0.47
14956006,1,0,0.33,0.47
14956008,1,0,0.33,0.47
15000006,3,2,1.67,1.25
15000007,3,2,1.67,1.25
15000008,1,0,0.33,0.47
15000021,4,1,1.67,1.7
15000024,2,0,0.67,0.94
15000031,1,0,0.33,0.47
15000037,1,0,0.33,0.47
15000038,1,0,0.33,0.47
15000043,1,0,0.33,0.47
15000048,1,1,0.67,0.47
15000053,1,0,0.33,0.47
15001003,1,0,0.33,0.47
15001009,1,0,0.33,0.47
15002000,1,0,0.33,0.47
15004003,1,0,0.33,0.47
15004005,1,0,0.33,0.47
15004006,1,0,0.33,0.47
15004009,2,0,0.67,0.94
15004012,1,0,0.33,0.47
15004013,1,0,0.33,0.47
15004014,1,0,0.33,0.47
15004017,1,1,0.67,0.47
15004019,1,1,0.67,0.47
15004021,1,0,0.33,0.47
15004024,3,2,1.67,1.25
15004028,1,1,0.67,0.47
15004029,1,0,0.33,0.47
15004032,1,0,0.33,0.47
15004033,2,0,0.67,0.94
15004036,1,1,0.67,0.47
15004040,2,0,0.67,0.94
15004041,2,1,1.0,0.82
15004051,2,0,0.67,0.94
15004053,1,0,0.33,0.47
15004055,1,1,0.67,0.47
15004056,1,0,0.33,0.47
15004058,1,1,0.67,0.47
15004062,1,0,0.33,0.47
15004064,1,0,0.33,0.47
15004066,2,0,0.67,0.94
15004071,2,0,0.67,0.94
15004073,1,0,0.33,0.47
15004079,1,1,0.67,0.47
15004080,1,0,0.33,0.47
15004085,1,0,0.33,0.47
15005002,1,0,0.33,0.47
15012007,1,0,0.33,0.47
15021025,1,0,0.33,0.47
15021027,1,0,0.33,0.47
15021031,1,0,0.33,0.47
15022017,1,0,0.33,0.47
15029015,1,0,0.33,0.47
15029016,1,0,0.33,0.47
15029048,1,0,0.33,0.47
15029050,1,0,0.33,0.47
15100002,2,0,0.67,0.94
15101003,2,0,0.67,0.94
15101005,1,0,0.33,0.47
15103000,1,0,0.33,0.47
15104009,2,1,1.0,0.82
15104011,1,0,0.33,0.47
15104012,1,0,0.33,0.47
15104013,1,0,0.33,0.47
15104019,1,0,0.33,0.47
15104021,1,0,0.33,0.47
15104025,2,0,0.67,0.94
15105000,2,0,0.67,0.94
15105002,1,0,0.33,0.47
15110000,3,1,1.33,1.25
15110001,13,9,7.33,5.44
15110003,2,0,0.67,0.94
15110004,2,2,1.33,0.94
15110008,2,0,0.67,0.94
15110009,1,0,0.33,0.47
15110010,1,1,0.67,0.47
15110012,2,0,0.67,0.94
15110014,3,2,1.67,1.25
15110015,4,2,2.0,1.63
15110016,1,0,0.33,0.47
15110017,1,0,0.33,0.47
15110018,2,2,1.33,0.94
15110019,1,0,0.33,0.47
15110020,2,1,1.0,0.82
15110021,1,1,0.67,0.47
15110022,1,0,0.33,0.47
15110023,2,0,0.67,0.94
15110026,2,0,0.67,0.94
15110027,1,0,0.33,0.47
15110028,3,2,1.67,1.25
15110029,1,0,0.33,0.47
15110030,5,0,1.67,2.36
15110031,5,3,2.67,2.05
15110032,2,1,1.0,0.82
15110033,3,1,1.33,1.25
15110035,1,1,0.67,0.47
15110036,1,0,0.33,0.47
15110037,1,0,0.33,0.47
15110038,1,0,0.33,0.47
15110041,2,0,0.67,0.94
15110042,1,0,0.33,0.47
15110043,6,4,3.33,2.49
15110044,4,1,1.67,1.7
15110046,4,2,2.0,1.63
15110048,1,0,0.33,0.47
15110051,1,0,0.33,0.47
15110052,1,0,0.33,0.47
15110060,1,0,0.33,0.47
15110062,1,1,0.67,0.47
15110066,2,0,0.67,0.94
15110068,1,0,0.33,0.47
15110069,3,2,1.67,1.25
15110071,10,9,6.33,4.5
15110073,1,0,0.33,0.47
15110076,1,0,0.33,0.47
15110079,1,1,0.67,0.47
15110080,5,5,3.33,2.36
15110082,2,1,1.0,0.82
15110083,2,1,1.0,0.82
15110084,1,0,0.33,0.47
15111001,2,2,1.33,0.94
15111002,4,0,1.33,1.89
15111003,1,0,0.33,0.47
15111004,2,0,0.67,0.94
15111010,1,1,0.67,0.47
15111011,1,0,0.33,0.47
15111012,5,0,1.67,2.36
15112000,3,0,1.0,1.41
15113000,7,1,2.67,3.09
15113001,2,0,0.67,0.94
15113004,3,3,2.0,1.41
15114000,6,1,2.33,2.62
15114001,1,0,0.33,0.47
15114003,1,1,0.67,0.47
15114004,1,0,0.33,0.47
15114005,1,1,0.67,0.47
15114006,1,1,0.67,0.47
15114010,6,3,3.0,2.45
15114013,7,4,3.67,2.87
15114014,1,0,0.33,0.47
15114015,11,8,6.33,4.64
15114031,3,0,1.0,1.41
15114032,2,1,1.0,0.82
15114033,3,0,1.0,1.41
15114036,1,1,0.67,0.47
15115000,6,1,2.33,2.62
15115001,6,0,2.0,2.83
15115002,2,2,1.33,0.94
15115003,7,7,4.67,3.3
15115007,1,0,0.33,0.47
15115008,2,1,1.0,0.82
15115009,3,0,1.0,1.41
15115010,1,0,0.33,0.47
15115014,1,1,0.67,0.47
15115015,1,1,0.67,0.47
15115026,1,0,0.33,0.47
15115027,3,1,1.33,1.25
15115028,1,1,0.67,0.47
15115030,1,1,0.67,0.47
15115031,1,1,0.67,0.47
15115035,1,1,0.67,0.47
15115036,1,0,0.33,0.47
15115037,2,0,0.67,0.94
15115043,3,0,1.0,1.41
15115046,2,0,0.67,0.94
15116001,1,1,0.67,0.47
15116002,3,1,1.33,1.25
15116003,4,1,1.67,1.7
15119000,1,1,0.67,0.47
15119001,13,7,6.67,5.31
15119005,1,0,0.33,0.47
15119009,2,1,1.0,0.82
15120000,4,4,2.67,1.89
15120003,1,0,0.33,0.47
15120004,2,1,1.0,0.82
15120005,2,1,1.0,0.82
15120006,2,0,0.67,0.94
15120007,2,0,0.67,0.94
15120008,1,0,0.33,0.47
15120015,1,1,0.67,0.47
15121000,1,0,0.33,0.47
15121001,1,0,0.33,0.47
15121002,1,0,0.33,0.47
15130002,2,0,0.67,0.94
15130006,12,3,5.0,5.1
15130007,2,0,0.67,0.94
15130009,10,4,4.67,4.11
15130010,3,3,2.0,1.41
15130012,1,0,0.33,0.47
15130013,3,2,1.67,1.25
15130015,1,0,0.33,0.47
15130016,1,0,0.33,0.47
15130024,3,0,1.0,1.41
15130027,18,11,9.67,7.41
15130029,1,0,0.33,0.47
15130031,2,0,0.67,0.94
15130033,1,0,0.33,0.47
15130034,3,0,1.0,1.41
15130035,6,3,3.0,2.45
15130036,3,1,1.33,1.25
15131001,1,0,0.33,0.47
15131002,2,0,0.67,0.94
15139002,1,1,0.67,0.47
15139008,1,0,0.33,0.47
15139013,1,0,0.33,0.47
15139014,1,0,0.33,0.47
15139015,2,1,1.0,0.82
15140001,1,1,0.67,0.47
15140002,1,0,0.33,0.47
15140004,1,0,0.33,0.47
15140006,1,0,0.33,0.47
15140008,1,1,0.67,0.47
15140012,1,0,0.33,0.47
15140015,1,0,0.33,0.47
15140018,1,1,0.67,0.47
15149000,1,0,0.33,0.47
15149001,1,0,0.33,0.47
15149002,1,1,0.67,0.47
15149003,1,0,0.33,0.47
15149004,1,0,0.33,0.47
15149005,1,1,0.67,0.47
15149006,1,0,0.33,0.47
15200001,1,1,0.67,0.47
15200004,5,4,3.0,2.16
15200007,10,10,6.67,4.71
15200008,5,5,3.33,2.36
15200009,1,0,0.33,0.47
15200012,4,1,1.67,1.7
15201001,2,0,0.67,0.94
15201002,1,0,0.33,0.47
15201003,1,0,0.33,0.47
15202001,1,0,0.33,0.47
15202002,2,0,0.67,0.94
15202003,1,0,0.33,0.47
15202007,1,0,0.33,0.47
15202008,1,0,0.33,0.47
15202012,1,0,0.33,0.47
15202013,1,1,0.67,0.47
15202017,1,0,0.33,0.47
15202018,2,1,1.0,0.82
15202020,1,0,0.33,0.47
15202031,1,0,0.33,0.47
15202037,2,2,1.33,0.94
15202038,1,0,0.33,0.47
15202044,8,4,4.0,3.27
15202047,1,0,0.33,0.47
15202061,1,0,0.33,0.47
15202065,1,0,0.33,0.47
15202072,1,1,0.67,0.47
15202078,1,0,0.33,0.47
15202079,1,1,0.67,0.47
15202082,1,1,0.67,0.47
15209006,1,0,0.33,0.47
15209031,2,0,0.67,0.94
15209032,2,0,0.67,0.94
15212003,1,0,0.33,0.47
15219007,1,0,0.33,0.47
15230001,5,2,2.33,2.05
15230002,1,1,0.67,0.47
15230004,6,4,3.33,2.49
15231004,4,1,1.67,1.7
15231005,8,5,4.33,3.3
15231006,2,0,0.67,0.94
15231007,5,2,2.33,2.05
15231008,3,1,1.33,1.25
15232001,10,1,3.67,4.5
15232003,3,2,1.67,1.25
15235001,5,1,2.0,2.16
15240001,1,0,0.33,0.47
15240008,1,0,0.33,0.47
15240010,1,0,0.33,0.47
15240014,1,0,0.33,0.47
15240016,1,0,0.33,0.47
15241004,1,0,0.33,0.47
15242000,1,0,0.33,0.47
15242002,1,1,0.67,0.47
15242005,1,0,0.33,0.47
15242009,1,0,0.33,0.47
15242010,1,0,0.33,0.47
15242027,1,0,0.33,0.47
15242028,1,0,0.33,0.47
15242031,1,0,0.33,0.47
15242042,1,0,0.33,0.47
15242044,1,0,0.33,0.47
15242050,1,0,0.33,0.47
15243001,1,0,0.33,0.47
15249001,1,0,0.33,0.47
15250004,1,0,0.33,0.47
15250006,1,1,0.67,0.47
15250007,1,0,0.33,0.47
15261001,1,0,0.33,0.47
15262000,2,0,0.67,0.94
