c,c_i_agg_count_unique_max,c_i_agg_count_unique_median,c_i_agg_count_unique_mean,c_i_agg_count_unique_std
15263,4,3,2.3333333333333335,1.699673171197595
15319,1,0,0.3333333333333333,0.4714045207910317
15320,1,0,0.3333333333333333,0.4714045207910317
15321,1,0,0.3333333333333333,0.4714045207910317
15323,1,0,0.3333333333333333,0.4714045207910317
15330,1,0,0.3333333333333333,0.4714045207910317
15339,1,1,0.6666666666666666,0.4714045207910317
15340,1,0,0.3333333333333333,0.4714045207910317
15343,4,1,1.6666666666666667,1.699673171197595
15401,1,1,0.6666666666666666,0.4714045207910317
15402,4,3,2.3333333333333335,1.699673171197595
15404,2,0,0.6666666666666666,0.9428090415820634
15409,1,0,0.3333333333333333,0.4714045207910317
15419,1,1,0.6666666666666666,0.4714045207910317
15420,2,1,1.0,0.816496580927726
15422,1,1,0.6666666666666666,0.4714045207910317
15430,1,0,0.3333333333333333,0.4714045207910317
15433,3,0,1.0,1.4142135623730951
15440,6,0,2.0,2.8284271247461903
15442,2,0,0.6666666666666666,0.9428090415820634
15449,1,0,0.3333333333333333,0.4714045207910317
15450,1,0,0.3333333333333333,0.4714045207910317
15459,4,0,1.3333333333333333,1.8856180831641267
15469,3,3,2.0,1.4142135623730951
15500,1,0,0.3333333333333333,0.4714045207910317
15501,1,0,0.3333333333333333,0.4714045207910317
15502,12,7,6.333333333333333,4.9216076867444665
15503,8,2,3.3333333333333335,3.39934634239519
15604,1,0,0.3333333333333333,0.4714045207910317
15605,3,2,1.6666666666666667,1.247219128924647
20014,2,1,1.0,0.816496580927726
20100,1,1,0.6666666666666666,0.4714045207910317
20101,1,0,0.3333333333333333,0.4714045207910317
20103,1,1,0.6666666666666666,0.4714045207910317
20110,2,1,1.0,0.816496580927726
20121,2,1,1.0,0.816496580927726
20130,1,0,0.3333333333333333,0.4714045207910317
21000,1,0,0.3333333333333333,0.4714045207910317
21011,4,2,2.0,1.632993161855452
21012,2,1,1.0,0.816496580927726
21021,3,3,2.0,1.4142135623730951
21110,1,0,0.3333333333333333,0.4714045207910317
21120,1,1,0.6666666666666666,0.4714045207910317
21200,1,1,0.6666666666666666,0.4714045207910317
21400,1,1,0.6666666666666666,0.4714045207910317
21700,1,1,0.6666666666666666,0.4714045207910317
21801,4,3,2.3333333333333335,1.699673171197595
21812,1,0,0.3333333333333333,0.4714045207910317
22000,5,3,2.6666666666666665,2.0548046676563256
22001,5,1,2.0,2.160246899469287
22002,4,4,2.6666666666666665,1.8856180831641267
22003,1,1,0.6666666666666666,0.4714045207910317
22004,1,0,0.3333333333333333,0.4714045207910317
22005,3,2,1.6666666666666667,1.247219128924647
22007,4,2,2.0,1.632993161855452
22008,7,5,4.0,2.943920288775949
22010,1,1,0.6666666666666666,0.4714045207910317
22013,1,1,0.6666666666666666,0.4714045207910317
22020,4,2,2.0,1.632993161855452
22021,3,2,1.6666666666666667,1.247219128924647
22030,4,2,2.0,1.632993161855452
22032,1,1,0.6666666666666666,0.4714045207910317
22034,3,2,1.6666666666666667,1.247219128924647
22035,2,2,1.3333333333333333,0.9428090415820634
22036,2,1,1.0,0.816496580927726
22040,2,1,1.0,0.816496580927726
22041,1,0,0.3333333333333333,0.4714045207910317
22042,1,0,0.3333333333333333,0.4714045207910317
22071,1,0,0.3333333333333333,0.4714045207910317
22100,5,3,2.6666666666666665,2.0548046676563256
22101,4,2,2.0,1.632993161855452
22102,8,7,5.0,3.559026084010437
22103,10,9,6.333333333333333,4.496912521077347
22110,2,0,0.6666666666666666,0.9428090415820634
22111,9,7,5.333333333333333,3.8586123009300755
22120,1,1,0.6666666666666666,0.4714045207910317
22130,6,6,4.0,2.8284271247461903
22132,1,1,0.6666666666666666,0.4714045207910317
22160,1,0,0.3333333333333333,0.4714045207910317
22170,3,1,1.3333333333333333,1.247219128924647
22171,3,3,2.0,1.4142135623730951
22172,5,3,2.6666666666666665,2.0548046676563256
22180,1,1,0.6666666666666666,0.4714045207910317
22190,2,1,1.0,0.816496580927726
22500,4,1,1.6666666666666667,1.699673171197595
22501,1,0,0.3333333333333333,0.4714045207910317
22511,1,0,0.3333333333333333,0.4714045207910317
22600,2,2,1.3333333333333333,0.9428090415820634
22601,2,1,1.0,0.816496580927726
22602,1,0,0.3333333333333333,0.4714045207910317
22603,3,1,1.3333333333333333,1.247219128924647
22604,1,1,0.6666666666666666,0.4714045207910317
22610,4,4,2.6666666666666665,1.8856180831641267
22620,1,0,0.3333333333333333,0.4714045207910317
22621,1,1,0.6666666666666666,0.4714045207910317
22622,2,0,0.6666666666666666,0.9428090415820634
22630,6,4,3.3333333333333335,2.494438257849294
22631,1,1,0.6666666666666666,0.4714045207910317
22671,14,3,5.666666666666667,6.018490028422596
22700,1,0,0.3333333333333333,0.4714045207910317
22701,2,1,1.0,0.816496580927726
22702,2,1,1.0,0.816496580927726
22800,2,1,1.0,0.816496580927726
22801,1,0,0.3333333333333333,0.4714045207910317
22802,1,1,0.6666666666666666,0.4714045207910317
22830,2,2,1.3333333333333333,0.9428090415820634
22840,1,0,0.3333333333333333,0.4714045207910317
22851,2,0,0.6666666666666666,0.9428090415820634
22852,1,0,0.3333333333333333,0.4714045207910317
22860,1,0,0.3333333333333333,0.4714045207910317
22901,1,0,0.3333333333333333,0.4714045207910317
22902,1,0,0.3333333333333333,0.4714045207910317
23110,14,13,9.0,6.377042156569663
23112,3,1,1.3333333333333333,1.247219128924647
23113,8,5,4.333333333333333,3.2998316455372216
23120,2,1,1.0,0.816496580927726
23121,3,1,1.3333333333333333,1.247219128924647
23130,2,0,0.6666666666666666,0.9428090415820634
23131,1,1,0.6666666666666666,0.4714045207910317
23132,4,4,2.6666666666666665,1.8856180831641267
23134,2,2,1.3333333333333333,0.9428090415820634
23135,1,1,0.6666666666666666,0.4714045207910317
23141,2,1,1.0,0.816496580927726
23142,2,1,1.0,0.816496580927726
24000,8,2,3.3333333333333335,3.39934634239519
24010,14,11,8.333333333333334,6.018490028422596
24011,6,6,4.0,2.8284271247461903
24012,1,1,0.6666666666666666,0.4714045207910317
24030,3,0,1.0,1.4142135623730951
24100,3,3,2.0,1.4142135623730951
24101,6,4,3.3333333333333335,2.494438257849294
24102,1,1,0.6666666666666666,0.4714045207910317
24111,1,1,0.6666666666666666,0.4714045207910317
24220,1,0,0.3333333333333333,0.4714045207910317
24401,1,1,0.6666666666666666,0.4714045207910317
24403,2,1,1.0,0.816496580927726
25005,1,0,0.3333333333333333,0.4714045207910317
25012,1,1,0.6666666666666666,0.4714045207910317
25100,2,2,1.3333333333333333,0.9428090415820634
25101,4,4,2.6666666666666665,1.8856180831641267
25110,1,1,0.6666666666666666,0.4714045207910317
25111,4,3,2.3333333333333335,1.699673171197595
25112,3,0,1.0,1.4142135623730951
25120,3,3,2.0,1.4142135623730951
25121,2,2,1.3333333333333333,0.9428090415820634
25130,1,1,0.6666666666666666,0.4714045207910317
25150,1,0,0.3333333333333333,0.4714045207910317
25405,1,1,0.6666666666666666,0.4714045207910317
27000,15,11,8.666666666666666,6.342099196813483
27002,26,26,17.333333333333332,12.256517540566822
27030,1,0,0.3333333333333333,0.4714045207910317
27100,1,1,0.6666666666666666,0.4714045207910317
27200,4,3,2.3333333333333335,1.699673171197595
27201,1,0,0.3333333333333333,0.4714045207910317
27210,1,1,0.6666666666666666,0.4714045207910317
27240,1,1,0.6666666666666666,0.4714045207910317
27300,8,7,5.0,3.559026084010437
27400,9,8,5.666666666666667,4.0276819911981905
27410,8,8,5.333333333333333,3.7712361663282534
30000,2,1,1.0,0.816496580927726
30001,1,0,0.3333333333333333,0.4714045207910317
30010,3,0,1.0,1.4142135623730951
30011,3,2,1.6666666666666667,1.247219128924647
30012,1,0,0.3333333333333333,0.4714045207910317
30014,1,0,0.3333333333333333,0.4714045207910317
30020,1,0,0.3333333333333333,0.4714045207910317
30030,1,0,0.3333333333333333,0.4714045207910317
30102,1,0,0.3333333333333333,0.4714045207910317
30103,1,0,0.3333333333333333,0.4714045207910317
30133,1,0,0.3333333333333333,0.4714045207910317
30141,1,1,0.6666666666666666,0.4714045207910317
30161,1,0,0.3333333333333333,0.4714045207910317
30165,2,0,0.6666666666666666,0.9428090415820634
30166,2,0,0.6666666666666666,0.9428090415820634
30167,2,0,0.6666666666666666,0.9428090415820634
30168,1,0,0.3333333333333333,0.4714045207910317
30170,1,0,0.3333333333333333,0.4714045207910317
30171,1,0,0.3333333333333333,0.4714045207910317
30175,1,1,0.6666666666666666,0.4714045207910317
30302,1,0,0.3333333333333333,0.4714045207910317
30304,2,1,1.0,0.816496580927726
30308,1,0,0.3333333333333333,0.4714045207910317
30320,3,0,1.0,1.4142135623730951
30321,3,2,1.6666666666666667,1.247219128924647
30323,1,1,0.6666666666666666,0.4714045207910317
30330,1,0,0.3333333333333333,0.4714045207910317
30331,1,0,0.3333333333333333,0.4714045207910317
30334,1,0,0.3333333333333333,0.4714045207910317
30335,3,2,1.6666666666666667,1.247219128924647
30336,1,0,0.3333333333333333,0.4714045207910317
30338,2,1,1.0,0.816496580927726
30348,2,1,1.0,0.816496580927726
30351,1,1,0.6666666666666666,0.4714045207910317
30356,1,0,0.3333333333333333,0.4714045207910317
