b,b_i_agg_count_unique_max,b_i_agg_count_unique_median,b_i_agg_count_unique_mean,b_i_agg_count_unique_std
14722.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14723.0,2.0,2.0,1.3333333333333333,0.9428090415820634
14724.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14727.0,2.0,0.0,0.6666666666666666,0.9428090415820634
14728.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14729.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14731.0,2.0,0.0,0.6666666666666666,0.9428090415820634
14732.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14735.0,1.0,1.0,0.6666666666666666,0.4714045207910317
14736.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14737.0,2.0,2.0,1.3333333333333333,0.9428090415820634
14738.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14740.0,4.0,2.0,2.0,1.632993161855452
14745.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14746.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14747.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14752.0,2.0,0.0,0.6666666666666666,0.9428090415820634
14753.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14759.0,1.0,1.0,0.6666666666666666,0.4714045207910317
14767.0,1.0,1.0,0.6666666666666666,0.4714045207910317
14768.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14769.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14770.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14783.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14785.0,2.0,1.0,1.0,0.816496580927726
14788.0,3.0,1.0,1.3333333333333333,1.247219128924647
14789.0,2.0,0.0,0.6666666666666666,0.9428090415820634
14793.0,1.0,1.0,0.6666666666666666,0.4714045207910317
14794.0,9.0,3.0,4.0,3.7416573867739413
14796.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14798.0,2.0,1.0,1.0,0.816496580927726
14799.0,3.0,3.0,2.0,1.4142135623730951
14801.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14803.0,3.0,0.0,1.0,1.4142135623730951
14805.0,3.0,3.0,2.0,1.4142135623730951
14807.0,2.0,0.0,0.6666666666666666,0.9428090415820634
14809.0,2.0,1.0,1.0,0.816496580927726
14810.0,4.0,2.0,2.0,1.632993161855452
14826.0,3.0,0.0,1.0,1.4142135623730951
14829.0,1.0,0.0,0.3333333333333333,0.4714045207910317
14830.0,2.0,0.0,0.6666666666666666,0.9428090415820634
14831.0,1.0,1.0,0.6666666666666666,0.4714045207910317
14832.0,1.0,1.0,0.6666666666666666,0.4714045207910317
14833.0,3.0,1.0,1.3333333333333333,1.247219128924647
14834.0,3.0,1.0,1.3333333333333333,1.247219128924647
14835.0,4.0,2.0,2.0,1.632993161855452
14838.0,4.0,0.0,1.3333333333333333,1.8856180831641267
14839.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15001.0,7.0,4.0,3.6666666666666665,2.8674417556808756
15002.0,4.0,4.0,2.6666666666666665,1.8856180831641267
15009.0,11.0,10.0,7.0,4.96655480858378
15010.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15011.0,6.0,4.0,3.3333333333333335,2.494438257849294
15012.0,26.0,22.0,16.0,11.430952132988164
15026.0,4.0,2.0,2.0,1.632993161855452
15028.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15031.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15036.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15038.0,10.0,9.0,6.333333333333333,4.496912521077347
15039.0,18.0,16.0,11.333333333333334,8.055363982396381
15042.0,1.0,1.0,0.6666666666666666,0.4714045207910317
15045.0,11.0,10.0,7.0,4.96655480858378
15049.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15052.0,35.0,21.0,18.666666666666668,14.38363267359428
15057.0,4.0,2.0,2.0,1.632993161855452
15060.0,9.0,7.0,5.333333333333333,3.8586123009300755
15061.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15063.0,2.0,1.0,1.0,0.816496580927726
15066.0,11.0,10.0,7.0,4.96655480858378
15067.0,6.0,1.0,2.3333333333333335,2.6246692913372702
15073.0,2.0,0.0,0.6666666666666666,0.9428090415820634
15074.0,5.0,3.0,2.6666666666666665,2.0548046676563256
15078.0,2.0,1.0,1.0,0.816496580927726
15082.0,2.0,0.0,0.6666666666666666,0.9428090415820634
15083.0,8.0,8.0,5.333333333333333,3.7712361663282534
15092.0,2.0,2.0,1.3333333333333333,0.9428090415820634
15094.0,27.0,25.0,17.333333333333332,12.283683848458853
15102.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15123.0,6.0,5.0,3.6666666666666665,2.6246692913372702
15542.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15547.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15548.0,2.0,0.0,0.6666666666666666,0.9428090415820634
15557.0,3.0,0.0,1.0,1.4142135623730951
15562.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15564.0,3.0,0.0,1.0,1.4142135623730951
15570.0,1.0,1.0,0.6666666666666666,0.4714045207910317
15572.0,1.0,1.0,0.6666666666666666,0.4714045207910317
15577.0,2.0,2.0,1.3333333333333333,0.9428090415820634
15581.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15588.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15590.0,10.0,6.0,5.333333333333333,4.109609335312651
15616.0,2.0,1.0,1.0,0.816496580927726
15624.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15631.0,16.0,14.0,10.0,7.118052168020874
15632.0,3.0,2.0,1.6666666666666667,1.247219128924647
15635.0,3.0,2.0,1.6666666666666667,1.247219128924647
15644.0,4.0,0.0,1.3333333333333333,1.8856180831641267
15647.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15649.0,1.0,1.0,0.6666666666666666,0.4714045207910317
15653.0,2.0,1.0,1.0,0.816496580927726
15655.0,1.0,0.0,0.3333333333333333,0.4714045207910317
15665.0,2.0,1.0,1.0,0.816496580927726
15666.0,2.0,1.0,1.0,0.816496580927726
30007.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30017.0,2.0,1.0,1.0,0.816496580927726
30034.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30039.0,2.0,1.0,1.0,0.816496580927726
30040.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30046.0,2.0,1.0,1.0,0.816496580927726
30049.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30059.0,1.0,1.0,0.6666666666666666,0.4714045207910317
30060.0,1.0,1.0,0.6666666666666666,0.4714045207910317
30071.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30077.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30080.0,2.0,1.0,1.0,0.816496580927726
30120.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30146.0,1.0,1.0,0.6666666666666666,0.4714045207910317
30152.0,2.0,0.0,0.6666666666666666,0.9428090415820634
30170.0,12.0,10.0,7.333333333333333,5.2493385826745405
30186.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30192.0,1.0,1.0,0.6666666666666666,0.4714045207910317
30198.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30216.0,3.0,2.0,1.6666666666666667,1.247219128924647
30235.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30248.0,3.0,3.0,2.0,1.4142135623730951
30250.0,2.0,1.0,1.0,0.816496580927726
30252.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30253.0,1.0,1.0,0.6666666666666666,0.4714045207910317
30256.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30258.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30262.0,2.0,1.0,1.0,0.816496580927726
30293.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30310.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30337.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30340.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30352.0,1.0,0.0,0.3333333333333333,0.4714045207910317
