b,b_agg_count_max,b_agg_count_median,b_agg_count_mean,b_agg_count_std,b_agg_amount_max,b_agg_amount_median,b_agg_amount_mean,b_agg_amount_std
10208.0,1.0,0.0,0.3333333333333333,0.4714045207910317,9.8,0.0,3.266666666666667,4.619764303752111
10211.0,12.0,6.0,7.666666666666667,3.0912061651652345,37.0,17.400000000000002,23.8,9.33523790091429
10214.0,2.0,0.0,0.6666666666666666,0.9428090415820634,327.0,0.0,109.0,154.14927829866735
10608.0,11.0,3.0,4.666666666666667,4.642796092394707,64.9,17.700000000000006,27.533333333333335,27.392496945128773
10616.0,4.0,0.0,1.3333333333333333,1.8856180831641267,52.0,0.0,17.333333333333332,24.513035081133648
10617.0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.7,0.0,2.9,4.101219330881975
10624.0,4.0,1.0,1.6666666666666667,1.699673171197595,35.2,8.8,14.666666666666666,14.957123906538836
10628.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
10632.0,6.0,4.0,4.333333333333333,1.247219128924647,138.9,38.5,71.8,47.447304103254034
10637.0,4.0,3.0,3.3333333333333335,0.4714045207910317,16.4,12.3,13.666666666666666,1.932758535243229
10652.0,3.0,2.0,2.3333333333333335,0.4714045207910317,23.9,14.9,14.933333333333332,7.307682411149393
10656.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059205
10659.0,7.0,4.0,5.0,1.4142135623730951,21.0,12.0,15.0,4.242640687119285
10669.0,2.0,0.0,0.6666666666666666,0.9428090415820634,186.0,0.0,62.0,87.68124086713189
10676.0,1.0,0.0,0.3333333333333333,0.4714045207910317,14.8,0.0,4.933333333333334,6.97678690770727
10678.0,1.0,0.0,0.3333333333333333,0.4714045207910317,12.8,0.0,4.266666666666667,6.033977866125206
10679.0,4.0,1.0,2.0,1.4142135623730951,31.6,9.9,16.466666666666665,10.731987493263098
10685.0,5.0,0.0,1.6666666666666667,2.357022603955158,17.5,0.0,5.833333333333333,8.249579113843055
10691.0,2.0,0.0,0.6666666666666666,0.9428090415820634,8.3,0.0,2.766666666666667,3.9126575225655627
10692.0,6.0,5.0,4.0,2.160246899469287,11.0,6.0,7.0,2.943920288775949
10697.0,3.0,1.0,1.3333333333333333,1.247219128924647,3.0,2.5,1.8333333333333333,1.3123346456686351
10701.0,5.0,3.0,3.0,1.632993161855452,14.5,8.7,8.7,4.735680169380811
10702.0,4.0,1.0,1.6666666666666667,1.699673171197595,16.0,4.0,6.666666666666667,6.79869268479038
10703.0,4.0,4.0,3.0,1.4142135623730951,34.6,22.0,20.7,11.915536076903969
10704.0,2.0,0.0,0.6666666666666666,0.9428090415820634,10.0,0.0,3.3333333333333335,4.714045207910316
10705.0,4.0,1.0,2.0,1.4142135623730951,45.0,13.0,21.333333333333332,16.97710877099579
10706.0,45.0,20.0,25.0,14.719601443879744,547.6000000000003,250.60000000000008,300.7333333333334,184.53591038662978
10710.0,3.0,3.0,2.0,1.4142135623730951,22.4,17.4,13.266666666666666,9.600462951800235
10714.0,2.0,1.0,1.0,0.816496580927726,30.0,15.0,15.0,12.24744871391589
10715.0,1.0,0.0,0.3333333333333333,0.4714045207910317,21.3,0.0,7.1000000000000005,10.040916292848975
10717.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.8,0.0,2.2666666666666666,3.205550741379015
10719.0,28.0,4.0,12.0,11.313708498984761,289.7000000000001,44.8,126.43333333333338,115.44696714172369
10721.0,1.0,0.0,0.3333333333333333,0.4714045207910317,168.0,0.0,56.0,79.19595949289332
10722.0,6.0,1.0,2.3333333333333335,2.6246692913372702,502.0,88.0,196.66666666666666,218.8718549491663
10724.0,13.0,8.0,8.666666666666666,3.2998316455372216,102.94999999999996,74.0,72.37999999999998,25.647257163291346
10726.0,1.0,1.0,0.6666666666666666,0.4714045207910317,6.8,6.8,4.533333333333333,3.205550741379015
10727.0,2.0,1.0,1.0,0.816496580927726,9.8,4.9,4.9,4.0008332465458585
10729.0,9.0,0.0,3.0,4.242640687119285,58.5,0.0,19.5,27.577164466275352
10730.0,5.0,0.0,1.6666666666666667,2.357022603955158,39.5,0.0,13.166666666666666,18.62047857124575
10732.0,1.0,0.0,0.3333333333333333,0.4714045207910317,22.5,0.0,7.5,10.606601717798213
10741.0,3.0,0.0,1.0,1.4142135623730951,17.4,0.0,5.8,8.20243866176395
11004.0,2.0,0.0,0.6666666666666666,0.9428090415820634,13.1,0.0,4.366666666666666,6.175399222362515
11006.0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.8,0.0,2.9333333333333336,4.148359782961079
11014.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.5,0.0,1.1666666666666667,1.6499158227686108
11026.0,8.0,4.0,4.666666666666667,2.494438257849294,144.6,108.8,103.73333333333333,35.61660037429488
11032.0,4.0,0.0,1.3333333333333333,1.8856180831641267,18.4,0.0,6.133333333333333,8.673843182554982
11036.0,10.0,6.0,6.0,3.265986323710904,194.5,166.0,135.1,64.90315862883718
11039.0,1.0,1.0,0.6666666666666666,0.4714045207910317,23.8,23.8,15.866666666666667,11.219427594826554
11046.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.4,0.0,2.466666666666667,3.4883934538536345
11048.0,4.0,3.0,3.0,0.816496580927726,46.90000000000001,21.9,29.400000000000006,12.416387021459457
11049.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.9,0.0,1.9666666666666668,2.781286672667087
11052.0,1.0,1.0,0.6666666666666666,0.4714045207910317,49.7,49.7,33.13333333333333,23.428804683314276
11057.0,4.0,2.0,2.6666666666666665,0.9428090415820634,30.8,17.4,21.866666666666664,6.316820578599826
11069.0,1.0,0.0,0.3333333333333333,0.4714045207910317,24.5,0.0,8.166666666666666,11.549410759380278
11075.0,1.0,1.0,0.6666666666666666,0.4714045207910317,27.0,18.0,15.0,11.224972160321824
11079.0,5.0,2.0,2.6666666666666665,1.699673171197595,63.4,18.8,31.033333333333335,23.112815108121772
11081.0,1.0,1.0,0.6666666666666666,0.4714045207910317,11.7,11.7,7.8,5.5154328932550705
11085.0,1.0,0.0,0.3333333333333333,0.4714045207910317,23.6,0.0,7.866666666666667,11.125146690668348
11091.0,1.0,0.0,0.3333333333333333,0.4714045207910317,12.5,0.0,4.166666666666667,5.892556509887896
11094.0,3.0,1.0,1.3333333333333333,1.247219128924647,32.9,9.5,14.133333333333333,13.82517831912325
11097.0,1.0,0.0,0.3333333333333333,0.4714045207910317,19.8,0.0,6.6000000000000005,9.333809511662428
11106.0,2.0,1.0,1.0,0.816496580927726,14.9,10.0,8.299999999999999,6.200537611100078
11107.0,1.0,0.0,0.3333333333333333,0.4714045207910317,29.8,0.0,9.933333333333334,14.047854719572744
11110.0,1.0,1.0,0.6666666666666666,0.4714045207910317,25.0,16.6,13.866666666666667,10.387599444636967
11112.0,2.0,0.0,0.6666666666666666,0.9428090415820634,31.0,0.0,10.333333333333334,14.613540144521982
11114.0,8.0,2.0,4.0,2.8284271247461903,96.9,20.0,44.800000000000004,36.85439819976263
11115.0,1.0,1.0,0.6666666666666666,0.4714045207910317,25.8,25.8,17.2,12.162236636408617
11116.0,2.0,0.0,0.6666666666666666,0.9428090415820634,98.0,0.0,32.666666666666664,46.19764303752111
11119.0,1.0,0.0,0.3333333333333333,0.4714045207910317,34.9,0.0,11.633333333333333,16.452017775607004
11121.0,1.0,0.0,0.3333333333333333,0.4714045207910317,27.9,0.0,9.299999999999999,13.152186130069785
11123.0,6.0,3.0,3.6666666666666665,1.699673171197595,68.30000000000001,32.7,41.6,19.226197405276658
11127.0,1.0,0.0,0.3333333333333333,0.4714045207910317,25.9,0.0,8.633333333333333,12.20937708848772
11128.0,2.0,2.0,1.6666666666666667,0.4714045207910317,19.4,17.4,17.266666666666666,1.7987650084309383
11129.0,11.0,6.0,6.666666666666667,3.299831645537222,212.4,65.6,108.46666666666665,73.86660649817044
11130.0,1.0,1.0,1.0,0.0,46.5,46.5,39.833333333333336,9.428090415820632
11133.0,2.0,1.0,1.0,0.816496580927726,23.4,6.5,9.966666666666667,9.862499119842235
11137.0,1.0,0.0,0.3333333333333333,0.4714045207910317,59.0,0.0,19.666666666666668,27.812866726670865
11140.0,2.0,0.0,0.6666666666666666,0.9428090415820634,23.6,0.0,7.866666666666667,11.125146690668348
11144.0,2.0,1.0,1.0,0.816496580927726,138.0,69.0,69.0,56.3382640840131
11146.0,1.0,0.0,0.3333333333333333,0.4714045207910317,25.9,0.0,8.633333333333333,12.20937708848772
11148.0,1.0,0.0,0.3333333333333333,0.4714045207910317,36.9,0.0,12.299999999999999,17.39482681718907
11149.0,2.0,0.0,0.6666666666666666,0.9428090415820634,20.1,0.0,6.7,9.475230867899738
11150.0,1.0,1.0,0.6666666666666666,0.4714045207910317,19.8,7.5,9.1,8.162107570964745
11151.0,1.0,0.0,0.3333333333333333,0.4714045207910317,28.5,0.0,9.5,13.435028842544403
11154.0,8.0,5.0,5.0,2.449489742783178,107.0,38.5,54.43333333333334,38.1187909333733
11156.0,4.0,1.0,1.6666666666666667,1.699673171197595,4.0,4.0,2.6666666666666665,1.8856180831641267
11159.0,11.0,11.0,8.666666666666666,3.2998316455372216,204.7,134.0,133.4,58.462694657932644
11164.0,1.0,0.0,0.3333333333333333,0.4714045207910317,69.4,0.0,23.133333333333336,32.7154737428976
11165.0,1.0,1.0,0.6666666666666666,0.4714045207910317,7.0,7.0,4.666666666666667,3.299831645537222
11168.0,1.0,0.0,0.3333333333333333,0.4714045207910317,98.0,0.0,32.666666666666664,46.19764303752111
11201.0,1.0,1.0,0.6666666666666666,0.4714045207910317,9.9,9.9,6.6000000000000005,4.666904755831214
11204.0,2.0,1.0,1.3333333333333333,0.4714045207910317,63.0,49.6,45.13333333333333,16.71273632759027
11209.0,1.0,1.0,0.6666666666666666,0.4714045207910317,15.9,12.8,9.566666666666668,6.882021666794011
11210.0,2.0,1.0,1.0,0.816496580927726,55.6,27.8,27.8,22.698604949790784
11213.0,1.0,1.0,0.6666666666666666,0.4714045207910317,9.9,7.5,5.8,4.216633728461603
11215.0,2.0,1.0,1.0,0.816496580927726,110.0,39.0,49.666666666666664,45.536310297997964
11217.0,1.0,1.0,0.6666666666666666,0.4714045207910317,3.8,3.8,2.533333333333333,1.7913371790059203
11219.0,2.0,0.0,0.6666666666666666,0.9428090415820634,33.6,0.0,11.200000000000001,15.839191898578665
11220.0,1.0,0.0,0.3333333333333333,0.4714045207910317,35.0,0.0,11.666666666666666,16.49915822768611
11221.0,4.0,1.0,2.0,1.4142135623730951,153.5,39.0,75.8,54.967687477887104
11224.0,5.0,5.0,4.666666666666667,0.4714045207910317,368.0,211.7,232.30000000000004,103.41963063171325
11225.0,3.0,0.0,1.0,1.4142135623730951,144.8,0.0,48.26666666666667,68.25937461054139
11227.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.9,0.0,2.6333333333333333,3.7240957142491506
11228.0,2.0,0.0,0.6666666666666666,0.9428090415820634,74.8,0.0,24.933333333333334,35.26105815516917
11233.0,1.0,0.0,0.3333333333333333,0.4714045207910317,10.0,0.0,3.3333333333333335,4.714045207910316
11234.0,2.0,0.0,0.6666666666666666,0.9428090415820634,57.5,0.0,19.166666666666668,27.10575994548432
11235.0,1.0,0.0,0.3333333333333333,0.4714045207910317,18.0,0.0,6.0,8.48528137423857
11241.0,3.0,2.0,2.0,0.816496580927726,19.0,18.4,14.066666666666668,6.557099629832962
11258.0,1.0,1.0,1.0,0.0,18.5,18.5,18.5,0.0
11260.0,4.0,1.0,1.6666666666666667,1.699673171197595,165.0,29.0,64.66666666666667,71.92743256613262
11263.0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.9,0.0,0.9666666666666667,1.3670731102939917
11265.0,2.0,2.0,1.3333333333333333,0.9428090415820634,31.8,12.4,14.733333333333334,13.086719307077013
11276.0,1.0,0.0,0.3333333333333333,0.4714045207910317,35.0,0.0,11.666666666666666,16.49915822768611
11281.0,2.0,1.0,1.0,0.816496580927726,179.8,89.9,89.90000000000002,73.40304262540258
11286.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903
11288.0,2.0,1.0,1.0,0.816496580927726,19.8,9.9,9.9,8.083316151184487
11291.0,3.0,1.0,1.3333333333333333,1.247219128924647,53.7,22.9,25.53333333333333,22.001868607512005
11301.0,2.0,1.0,1.0,0.816496580927726,63.8,35.9,33.23333333333333,26.11440641144696
11305.0,1.0,0.0,0.3333333333333333,0.4714045207910317,33.0,0.0,11.0,15.556349186104045
11306.0,1.0,0.0,0.3333333333333333,0.4714045207910317,24.5,0.0,8.166666666666666,11.549410759380278
11310.0,1.0,0.0,0.3333333333333333,0.4714045207910317,15.0,0.0,5.0,7.0710678118654755
11312.0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.9,0.0,2.966666666666667,4.195500235040182
11313.0,1.0,0.0,0.3333333333333333,0.4714045207910317,39.9,0.0,13.299999999999999,18.809040379562163
11314.0,2.0,0.0,0.6666666666666666,0.9428090415820634,107.0,0.0,35.666666666666664,50.440283724640395
11317.0,1.0,0.0,0.3333333333333333,0.4714045207910317,25.0,0.0,8.333333333333334,11.785113019775793
11318.0,1.0,0.0,0.3333333333333333,0.4714045207910317,22.0,0.0,7.333333333333333,10.370899457402697
11321.0,1.0,0.0,0.3333333333333333,0.4714045207910317,39.0,0.0,13.0,18.384776310850235
11327.0,11.0,3.0,4.666666666666667,4.642796092394706,127.10000000000002,29.700000000000006,52.26666666666668,54.28654427101517
11334.0,1.0,1.0,0.6666666666666666,0.4714045207910317,22.9,22.9,15.266666666666666,10.795163526114624
11337.0,1.0,0.0,0.3333333333333333,0.4714045207910317,26.9,0.0,8.966666666666667,12.680781609278752
11338.0,2.0,0.0,0.6666666666666666,0.9428090415820634,60.4,0.0,20.133333333333333,28.472833055778313
11342.0,1.0,0.0,0.3333333333333333,0.4714045207910317,19.9,0.0,6.633333333333333,9.38094996374153
11344.0,2.0,1.0,1.3333333333333333,0.4714045207910317,19.8,18.0,15.9,4.305810028322197
11345.0,1.0,0.0,0.3333333333333333,0.4714045207910317,39.8,0.0,13.266666666666666,18.76189992748306
11351.0,1.0,0.0,0.3333333333333333,0.4714045207910317,16.8,0.0,5.6000000000000005,7.919595949289333
11352.0,1.0,0.0,0.3333333333333333,0.4714045207910317,39.0,0.0,13.0,18.384776310850235
11356.0,1.0,0.0,0.3333333333333333,0.4714045207910317,59.0,0.0,19.666666666666668,27.812866726670865
11365.0,1.0,0.0,0.3333333333333333,0.4714045207910317,19.0,0.0,6.333333333333333,8.956685895029603
11375.0,2.0,0.0,0.6666666666666666,0.9428090415820634,34.7,0.0,11.566666666666668,16.3577368714488
11376.0,1.0,0.0,0.3333333333333333,0.4714045207910317,22.0,0.0,7.333333333333333,10.370899457402697
11378.0,1.0,1.0,0.6666666666666666,0.4714045207910317,59.0,39.5,32.833333333333336,24.54361197723124
11379.0,5.0,2.0,2.6666666666666665,1.699673171197595,70.4,22.700000000000006,34.66666666666667,25.722407006775676
11381.0,1.0,0.0,0.3333333333333333,0.4714045207910317,14.8,0.0,4.933333333333334,6.976786907707269
11383.0,2.0,1.0,1.0,0.816496580927726,106.0,16.0,40.666666666666664,46.65714188512718
11384.0,1.0,1.0,0.6666666666666666,0.4714045207910317,18.5,18.5,12.333333333333334,8.720983634634086
11385.0,8.0,6.0,5.0,2.943920288775949,88.7,76.60000000000002,60.73333333333335,31.38601953453516
11387.0,1.0,0.0,0.3333333333333333,0.4714045207910317,29.0,0.0,9.666666666666666,13.67073110293992
14001.0,2.0700000000000003,0.0,0.6900000000000001,0.9758073580374358,61.71000000000001,0.0,20.570000000000004,29.090372978014567
14002.0,4.0,0.0,1.3333333333333333,1.8856180831641267,53.0,0.0,17.666666666666668,24.984439601924677
14005.0,5.0,3.0,3.3333333333333335,1.247219128924647,31.5,23.0,20.5,10.157099323461727
14008.0,14.0,7.0,9.0,3.559026084010437,21.0,10.0,13.0,5.715476066494082
14010.0,2.0,2.0,1.3333333333333333,0.9428090415820634,10.0,7.0,5.666666666666667,4.189935029992179
14016.0,3.0,1.0,1.3333333333333333,1.247219128924647,43.5,39.8,27.766666666666666,19.69201755929431
14019.0,2.0,0.0,0.6666666666666666,0.9428090415820634,8.0,0.0,2.6666666666666665,3.7712361663282534
14020.0,2.0,2.0,1.3333333333333333,0.9428090415820634,15.8,11.0,8.933333333333334,6.613790306792485
14022.0,2.0,0.0,0.6666666666666666,0.9428090415820634,21.6,0.0,7.2,10.182337649086286
14024.0,1.0,1.0,1.0,0.0,12.9,6.0,8.299999999999999,3.252691193458119
14031.0,3.0,1.0,1.6666666666666667,0.9428090415820634,19.39,2.7,8.263333333333334,7.867741452002319
14032.0,9.0,5.0,6.333333333333333,1.8856180831641267,83.0,54.2,62.099999999999994,14.924476540234165
14033.0,4.0,2.0,2.0,1.632993161855452,17.700000000000006,7.2,8.300000000000002,7.267736924242652
14034.0,1.0,0.0,0.3333333333333333,0.4714045207910317,68.0,0.0,22.666666666666668,32.05550741379015
14035.0,6.0,1.0,2.3333333333333335,2.6246692913372702,54.9,19.9,24.933333333333334,22.69366039717309
14036.0,2.0,0.0,0.6666666666666666,0.9428090415820634,8.6,0.0,2.8666666666666667,4.054078878802872
14038.0,2.0,1.0,1.0,0.816496580927726,9.2,4.6,4.6,3.755884272267539
14039.0,1.0,1.0,0.6666666666666666,0.4714045207910317,8.0,8.0,5.333333333333333,3.7712361663282534
14041.0,2.0,1.3419999999999999,1.1139999999999999,0.8322611769550871,28.3,14.4,14.233333333333334,11.554027676769499
14042.0,1.0,1.0,1.0,0.0,15.8,5.5,8.733333333333334,5.002888054802835
14043.0,4.0,3.0,2.6666666666666665,1.247219128924647,51.0,39.1,33.333333333333336,17.267374502865867
14044.0,12.0,6.0,7.333333333333333,3.39934634239519,88.99999999999999,41.90000000000001,52.833333333333336,26.231575544666683
14045.0,1.368,1.0,0.7893333333333334,0.5780088426851464,30.43,15.0,15.143333333333333,12.423408907739006
14049.0,1.0,0.0,0.3333333333333333,0.4714045207910317,9.8,0.0,3.266666666666667,4.619764303752111
14051.0,16.0,5.0,8.0,5.715476066494082,86.69999999999997,66.8,65.56666666666666,17.780201223708215
14067.0,7.0,4.0,4.666666666666667,1.699673171197595,77.69999999999997,57.4,54.83333333333332,19.801739541991974
14069.0,2.0,1.0,1.0,0.816496580927726,21.6,12.5,11.366666666666667,8.85450293479099
14070.0,2.0,1.0,1.0,0.816496580927726,66.8,26.9,31.23333333333333,27.442586531804096
14071.0,2.0,1.0,1.3333333333333333,0.4714045207910317,12.6,6.3,8.4,2.9698484809834995
14079.0,5.0,5.0,5.0,0.0,45.0,41.3,40.699999999999996,3.7797707161502108
14080.0,4.0,1.0,2.0,1.4142135623730951,37.2,12.5,19.866666666666667,12.302393624367939
14082.0,15.0,7.0,9.666666666666666,3.7712361663282534,89.9,42.3,57.56666666666666,22.87492562222274
14084.0,1.0,1.0,0.6666666666666666,0.4714045207910317,29.8,25.8,18.533333333333335,13.206395756938715
14088.0,1.0,1.0,0.6666666666666666,0.4714045207910317,6.9,6.5,4.466666666666667,3.1626290048347787
14092.0,6.0,1.0,2.3333333333333335,2.6246692913372702,33.0,5.5,12.833333333333334,14.435681102354987
14097.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.0,0.0,1.0,1.4142135623730951
14098.0,16.0,13.0,13.0,2.449489742783178,130.28,126.79000000000002,116.95666666666666,16.436107270951428
14102.0,5.0,4.0,4.0,0.816496580927726,42.8,34.1,34.13333333333333,7.062734755193785
14104.0,10.0,7.0,6.333333333333333,3.299831645537222,106.0,72.4,66.23333333333333,35.25756026096468
14108.0,2.0,1.0,1.0,0.816496580927726,47.6,25.0,24.2,19.440850461506738
14110.0,3.0,3.0,2.6666666666666665,0.4714045207910317,14.4,14.4,12.799999999999999,2.2627416997969525
14112.0,6.0,4.0,4.0,1.632993161855452,92.5,31.6,46.71666666666667,32.99025950522702
14116.0,1.0,1.0,0.6666666666666666,0.4714045207910317,6.8,5.6,4.133333333333333,2.963481436119049
14117.0,3.0,1.0,1.3333333333333333,1.247219128924647,25.8,4.5,10.1,11.252555265360842
14118.0,1.0,1.0,0.6666666666666666,0.4714045207910317,3.9,3.9,2.6,1.8384776310850235
14119.0,2.0,1.0,1.0,0.816496580927726,13.0,7.5,6.833333333333333,5.328122454381926
14121.0,3.0,2.0,2.0,0.816496580927726,320.7000000000001,252.6,234.4,78.94973084184647
14123.0,6.0,5.0,4.666666666666667,1.247219128924647,28.2,24.4,22.233333333333334,5.956695579112821
14126.0,5.0,5.0,4.0,1.4142135623730951,27.6,27.5,25.3,3.1822423959633666
14127.0,1.0,1.0,0.6666666666666666,0.4714045207910317,24.9,24.9,16.599999999999998,11.737972567696689
14129.0,2.0,0.0,0.6666666666666666,0.9428090415820634,76.0,0.0,25.333333333333332,35.82674358011841
14133.0,2.0,0.0,0.6666666666666666,0.9428090415820634,25.0,0.0,8.333333333333334,11.785113019775793
14134.0,0.574,0.0,0.19133333333333333,0.27058619493405217,17.91,0.0,5.97,8.442854967367378
14145.0,5.0,3.0,3.0,1.632993161855452,39.6,26.4,25.266666666666666,12.19216506158315
14146.0,2.0,1.0,1.3333333333333333,0.4714045207910317,8.9,7.1,6.7,1.9798989873223334
14148.0,2.0,0.0,0.6666666666666666,0.9428090415820634,11.3,0.0,3.766666666666667,5.326871084938658
14149.0,3.0,2.0,2.3333333333333335,0.4714045207910317,29.700000000000006,19.8,21.533333333333335,6.085136718997275
14151.0,11.0,2.0,4.666666666666667,4.4969125210773475,41.99999999999999,11.1,19.299999999999997,16.25607578722491
14152.0,3.0,2.0,2.0,0.816496580927726,44.5,28.0,28.0,13.47219358530748
14153.0,2.0,0.0,0.6666666666666666,0.9428090415820634,656.0,0.0,218.66666666666666,309.2413656389168
14156.0,2.0,0.0,0.6666666666666666,0.9428090415820634,21.6,0.0,7.2,10.182337649086286
14157.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.9,0.0,1.9666666666666668,2.781286672667087
14159.0,2.0,0.0,0.6666666666666666,0.9428090415820634,13.2,0.0,4.3999999999999995,6.222539674441618
