,b,c,b_c_agg_count_max,b_c_agg_count_median,b_c_agg_count_mean,b_c_agg_count_std,b_c_agg_amount_max,b_c_agg_amount_median,b_c_agg_amount_mean,b_c_agg_amount_std
419,14112.0,14814.0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.5,0.0,2.8333333333333335,4.006938426723769
420,14116.0,14014.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.8,0.0,2.2666666666666666,3.205550741379015
421,14116.0,14054.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.6,0.0,1.8666666666666665,2.6398653164297774
422,14117.0,14826.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.5,0.0,1.5,2.1213203435596424
423,14117.0,14834.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903
424,14117.0,14835.0,2.0,0.0,0.6666666666666666,0.9428090415820634,19.8,0.0,6.6000000000000005,9.333809511662428
425,14118.0,14906.0,1.0,1.0,0.6666666666666666,0.4714045207910317,3.9,3.9,2.6,1.8384776310850235
426,14119.0,14826.0,2.0,0.0,0.6666666666666666,0.9428090415820634,13.0,0.0,4.333333333333333,6.128258770283413
427,14119.0,14836.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.5,0.0,2.5,3.5355339059327378
428,14121.0,14770.0,3.0,2.0,2.0,0.816496580927726,320.7000000000001,252.6,234.4,78.94973084184647
429,14123.0,14083.0,6.0,5.0,4.666666666666667,1.247219128924647,28.2,24.4,22.233333333333334,5.956695579112821
430,14126.0,14870.0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.8,0.0,2.9333333333333336,4.148359782961079
431,14126.0,14871.0,3.0,2.0,1.6666666666666667,1.247219128924647,7.5,5.0,4.166666666666667,3.118047822311618
432,14126.0,14872.0,2.0,1.0,1.0,0.816496580927726,5.0,4.5,3.1666666666666665,2.2484562605386733
433,14126.0,14940.0,2.0,0.0,0.6666666666666666,0.9428090415820634,27.6,0.0,9.200000000000001,13.010764773832474
434,14126.0,14944.0,1.0,0.0,0.3333333333333333,0.4714045207910317,17.5,0.0,5.833333333333333,8.249579113843055
435,14127.0,14543.0,1.0,1.0,0.6666666666666666,0.4714045207910317,24.9,24.9,16.599999999999998,11.737972567696689
436,14129.0,14340.0,2.0,0.0,0.6666666666666666,0.9428090415820634,76.0,0.0,25.333333333333332,35.82674358011841
437,14133.0,14655.0,2.0,0.0,0.6666666666666666,0.9428090415820634,25.0,0.0,8.333333333333334,11.785113019775793
438,14134.0,14401.0,0.574,0.0,0.19133333333333333,0.27058619493405217,17.91,0.0,5.97,8.442854967367378
439,14145.0,14802.0,1.0,1.0,1.0,0.0,16.8,16.5,14.366666666666665,3.2314427462392428
440,14145.0,14810.0,2.0,0.0,0.6666666666666666,0.9428090415820634,9.6,0.0,3.1999999999999997,4.525483399593904
441,14145.0,14822.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.5,0.0,2.5,3.5355339059327378
442,14145.0,14840.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.8,0.0,1.9333333333333333,2.7341462205879834
443,14145.0,14841.0,2.0,0.0,0.6666666666666666,0.9428090415820634,9.8,0.0,3.266666666666667,4.619764303752111
444,14146.0,14201.0,1.0,1.0,1.0,0.0,8.9,4.1,5.7,2.2627416997969525
445,14146.0,14209.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.0,0.0,1.0,1.4142135623730951
446,14148.0,14633.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
447,14148.0,14635.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.8,0.0,1.9333333333333333,2.7341462205879834
448,14149.0,14850.0,3.0,2.0,2.3333333333333335,0.4714045207910317,29.700000000000006,19.8,21.533333333333335,6.085136718997275
449,14151.0,14000.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850233
450,14151.0,14010.0,7.0,0.0,2.3333333333333335,3.2998316455372216,26.6,0.0,8.866666666666667,12.539360253041444
451,14151.0,14011.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.8,0.0,2.2666666666666666,3.205550741379015
452,14151.0,14012.0,2.0,0.0,0.6666666666666666,0.9428090415820634,7.6,0.0,2.533333333333333,3.582674358011841
453,14151.0,14021.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850233
454,14151.0,14040.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.3,0.0,1.4333333333333333,2.027039439401436
455,14151.0,14043.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.8,0.0,1.5999999999999999,2.262741699796952
456,14152.0,14121.0,3.0,2.0,2.0,0.816496580927726,44.5,28.0,28.0,13.47219358530748
457,14153.0,14613.0,2.0,0.0,0.6666666666666666,0.9428090415820634,656.0,0.0,218.66666666666666,309.2413656389168
458,14156.0,14839.0,2.0,0.0,0.6666666666666666,0.9428090415820634,21.6,0.0,7.2,10.182337649086286
459,14157.0,14130.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.9,0.0,1.9666666666666668,2.781286672667087
460,14159.0,14838.0,2.0,0.0,0.6666666666666666,0.9428090415820634,13.2,0.0,4.3999999999999995,6.222539674441618
461,14160.0,14701.0,1.0,0.0,0.3333333333333333,0.4714045207910317,46.9,0.0,15.633333333333333,22.108872025099384
462,14160.0,14705.0,1.0,0.0,0.3333333333333333,0.4714045207910317,41.5,0.0,13.833333333333334,19.563287612827814
463,14160.0,14710.0,3.0,1.0,1.6666666666666667,0.9428090415820634,68.69999999999999,39.9,39.166666666666664,24.418754176975437
464,14160.0,14750.0,5.0,4.0,4.333333333333333,0.4714045207910317,39.67,37.2,36.88333333333333,2.414985622225432
465,14160.0,14771.0,1.0,0.0,0.3333333333333333,0.4714045207910317,44.9,0.0,14.966666666666667,21.16606298351732
466,14160.0,14820.0,1.0,0.0,0.3333333333333333,0.4714045207910317,23.9,0.0,7.966666666666666,11.266568046905656
467,14162.0,14281.0,1.0,1.0,0.6666666666666666,0.4714045207910317,6.9,6.8,4.566666666666666,3.2293790252754304
468,14167.0,14073.0,5.0,2.0,2.6666666666666665,1.699673171197595,33.0,13.2,17.599999999999998,11.217842929904126
469,14168.0,14076.0,4.0,4.0,3.0,1.4142135623730951,46.8,40.2,32.300000000000004,16.066735822811054
470,14173.0,14020.0,3.0,2.0,2.3333333333333335,0.4714045207910317,20.700000000000006,13.8,16.100000000000005,3.2526911934581215
471,14173.0,14021.0,4.0,0.0,1.3333333333333333,1.8856180831641267,28.2,0.0,9.4,13.293607486307092
472,14173.0,14022.0,3.0,2.0,1.6666666666666667,1.247219128924647,21.6,14.4,12.0,8.97997772825746
473,14173.0,14052.0,3.0,2.0,2.0,0.816496580927726,17.1,11.3,11.300000000000002,4.735680169380812
474,14173.0,14054.0,3.0,2.0,1.6666666666666667,1.247219128924647,14.7,9.8,8.166666666666666,6.111373731730771
475,14173.0,14342.0,2.0,0.0,0.6666666666666666,0.9428090415820634,65.0,0.0,21.666666666666668,30.641293851417057
476,14177.0,14720.0,4.0,3.0,3.0,0.816496580927726,12.0,9.0,9.0,2.449489742783178
477,14177.0,14721.0,15.0,13.0,13.0,1.632993161855452,156.6,148.70000000000005,140.60000000000002,17.343778903879823
478,14177.0,14722.0,12.0,7.0,8.0,2.943920288775949,50.9,33.0,35.596666666666664,11.581509208887914
479,14177.0,14723.0,2.0,1.0,1.3333333333333333,0.4714045207910317,3.0,1.5,2.0,0.7071067811865476
480,14179.0,14032.0,2.0,1.0,1.3333333333333333,0.4714045207910317,19.2,9.6,12.799999999999999,4.525483399593904
481,14189.0,14815.0,3.0,1.0,1.6666666666666667,0.9428090415820634,20.3,8.9,11.633333333333333,6.265957406671563
482,14189.0,14916.0,2.0,1.0,1.0,0.816496580927726,12.2,6.1,6.099999999999999,4.980629143659129
483,14191.0,14830.0,4.0,1.0,2.0,1.4142135623730951,42.3,13.8,21.799999999999997,14.611639196202457
484,14191.0,14831.0,3.0,1.0,1.3333333333333333,1.247219128924647,30.4,9.9,13.433333333333332,12.659734945443718
485,14196.0,14090.0,2.0,1.0,1.0,0.816496580927726,17.0,7.9,8.299999999999999,6.945982051997159
486,14196.0,14091.0,21.0,7.0,10.666666666666666,7.408703590297622,85.79999999999998,37.7,50.699999999999996,25.095949208321773
487,14196.0,14352.0,2.0,0.0,0.6666666666666666,0.9428090415820634,19.8,0.0,6.6000000000000005,9.333809511662428
488,14197.0,14052.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.0,0.0,1.3333333333333333,1.8856180831641267
489,14200.0,14800.0,3.0,1.0,1.6666666666666667,0.9428090415820634,26.6,8.6,14.600000000000001,8.485281374238571
490,14200.0,14822.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.5,0.0,2.5,3.5355339059327378
491,14200.0,14828.0,2.0,0.0,0.6666666666666666,0.9428090415820634,27.0,0.0,9.0,12.727922061357855
492,14200.0,14830.0,1.0,1.0,0.6666666666666666,0.4714045207910317,6.8,6.8,4.533333333333333,3.205550741379015
493,14200.0,14836.0,1.0,1.0,0.6666666666666666,0.4714045207910317,8.9,8.9,5.933333333333334,4.195500235040182
494,14203.0,14830.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.8,0.0,2.2666666666666666,3.205550741379015
495,14208.0,14200.0,10.0,10.0,9.0,1.4142135623730951,71.1,63.7,57.5,14.322941969674618
496,14210.0,14931.0,1.0,0.0,0.3333333333333333,0.4714045207910317,12.8,0.0,4.266666666666667,6.033977866125206
497,14210.0,14932.0,2.0,1.0,1.0,0.816496580927726,31.6,15.8,15.800000000000002,12.900645978658071
498,14212.0,14770.0,1.0,0.0,0.3333333333333333,0.4714045207910317,124.9,0.0,41.63333333333333,58.878424646799864
499,14212.0,14775.0,1.0,0.0,0.3333333333333333,0.4714045207910317,34.9,0.0,11.633333333333333,16.452017775607004
500,14212.0,14802.0,3.0,1.0,1.3333333333333333,1.247219128924647,51.7,13.9,21.86666666666667,21.845263915905335
501,14213.0,14860.0,7.0,4.0,4.0,2.449489742783178,17.4,13.8,11.0,6.669332800213226
502,14224.0,14644.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
503,14224.0,14661.0,11.0,5.0,6.0,3.7416573867739413,196.80000000000004,74.0,100.13333333333337,70.71620904871969
504,14224.0,14663.0,1.0,1.0,0.6666666666666666,0.4714045207910317,10.5,10.5,7.0,4.949747468305833
505,14225.0,14000.0,7.0,3.0,4.333333333333333,1.8856180831641267,48.8,31.6,31.53333333333333,14.12546951038757
506,14225.0,14342.0,2.0,2.0,1.3333333333333333,0.9428090415820634,37.6,37.6,25.066666666666666,17.72480998174279
507,14229.0,14630.0,2.0,0.0,0.6666666666666666,0.9428090415820634,15.2,0.0,5.066666666666666,7.165348716023682
508,14229.0,14632.0,1.0,0.0,0.3333333333333333,0.4714045207910317,14.6,0.0,4.866666666666666,6.8825060035490635
509,14229.0,14633.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.6,0.0,2.533333333333333,3.582674358011841
510,14230.0,14082.0,14.0,2.0,5.333333333333333,6.18241233033047,17.7,2.5,6.733333333333333,7.821480394116931
511,14231.0,14076.0,7.0,6.0,4.333333333333333,3.0912061651652345,82.30000000000003,79.4,53.90000000000001,38.13143934690464
512,14231.0,14081.0,1.0,1.0,0.6666666666666666,0.4714045207910317,12.9,9.9,7.6000000000000005,5.511805511808268
513,14233.0,14091.0,2.0,0.0,0.6666666666666666,0.9428090415820634,12.0,0.0,4.0,5.656854249492381
514,14233.0,14092.0,1.0,1.0,1.0,0.0,4.2,4.2,4.2,0.0
