u,b,u_b_count_all,u_b_count_2,u_b_count_3,u_b_count_4,u_b_amount_all,u_b_amount_2,u_b_amount_3,u_b_amount_4,u_count_all,u_count_2,u_count_3,u_count_4,u_amount_all,u_amount_2,u_amount_3,u_amount_4,b_count_all,b_count_2,b_count_3,b_count_4,b_amount_all,b_amount_2,b_amount_3,b_amount_4,u_b_count_unique_all,u_b_count_unique_2,u_b_count_unique_3,u_b_count_unique_4,b_user_all,b_user_2,b_user_3,b_user_4,b_agg_count_max,b_agg_count_median,b_agg_count_mean,b_agg_count_std,b_agg_amount_max,b_agg_amount_median,b_agg_amount_mean,b_agg_amount_std,u_b_agg_count_max,u_b_agg_count_median,u_b_agg_count_mean,u_b_agg_count_std,u_b_agg_amount_max,u_b_agg_amount_median,u_b_agg_amount_mean,u_b_agg_amount_std,u_agg_count_max,u_agg_count_median,u_agg_count_mean,u_agg_count_std,u_agg_amount_max,u_agg_amount_median,u_agg_amount_mean,u_agg_amount_std,u_b_agg_count_unique_max,u_b_agg_count_unique_median,u_b_agg_count_unique_mean,u_b_agg_count_unique_std,b_agg_user_max,b_agg_user_max_median,b_agg_user_max_mean,b_agg_user_max_std,b_user_agg_count_mean,b_user_agg_count_std,b_user_agg_count_max,b_user_agg_count_median,b_user_agg_amount_mean,b_user_agg_amount_std,b_user_agg_amount_max,b_user_agg_amount_median,u_b_user_agg_count_mean,u_b_user_agg_count_std,u_b_user_agg_count_max,u_b_user_agg_count_median,u_b_user_agg_amount_mean,u_b_user_agg_amount_std,u_b_user_agg_amount_max,u_b_user_agg_amount_median,tag
15963883482,30248.0,1.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0,15.276,0.0,5.276,10.0,96.81,0.0,67.21000000000001,29.6,566.0,193.0,182.0,191.0,128.70000000000036,45.99999999999997,40.49999999999998,42.200000000000045,10,0,6,4,244,127,133,129,193.0,191.0,188.66666666666663,4.784233364802442,45.99999999999997,42.200000000000045,42.9,2.299275248130728,1.0,0.0,0.3333333333333333,0.4714045207910317,0.2,0.0,0.06666666666666668,0.09428090415820636,10.0,5.276,5.092,4.084555626584937,67.21000000000001,29.6,32.27,27.50324465707032,6,4,3.333333333333333,2.494438257849294,133.0,129.0,129.67,2.49,2.22,1.5,9,2,0.53,0.38,2.3,0.4,2.17,1.07,4,2,6.13,3.22,9.9,7.2,1.0
15963885355,14267.0,1.0,0.0,0.0,1.0,13.3,0.0,0.0,13.3,19.75,0.0,16.75,3.0,86.35,0.0,66.85,19.5,10.0,7.0,0.0,3.0,107.2,74.3,0.0,32.90000000000001,13,0,10,3,9,6,0,3,7.0,3.0,3.333333333333333,2.867441755680876,74.3,32.90000000000001,35.73333333333334,30.398940040000664,1.0,0.0,0.3333333333333333,0.4714045207910317,13.3,0.0,4.433333333333334,6.269680126520723,16.75,3.0,6.583333333333332,7.292499952386393,66.85,19.5,28.78333333333333,28.06974448682345,10,3,4.333333333333333,4.189935029992178,6.0,3.0,3.0,2.45,1.11,0.31,2,1,11.91,3.59,21.6,10.8,1.25,0.43,2,1,6.17,4.68,13.3,6.0,1.0
15963885355,15009.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,19.75,0.0,16.75,3.0,86.35,0.0,66.85,19.5,159.0,26.0,56.0,77.0,745.0,140.0,268.0,337.0,13,0,10,3,65,18,28,29,77.0,56.0,53.0,20.928449536456352,337.0,268.0,248.33333333333331,81.61835305588784,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903,16.75,3.0,6.583333333333332,7.292499952386393,66.85,19.5,28.78333333333333,28.06974448682345,10,3,4.333333333333333,4.189935029992178,29.0,28.0,25.0,4.97,2.38,3.2,23,2,11.46,11.26,65.0,7.0,1.25,0.43,2,1,6.17,4.68,13.3,6.0,0.0
15963885355,15631.0,2.0,0.0,2.0,0.0,5.2,0.0,5.2,0.0,19.75,0.0,16.75,3.0,86.35,0.0,66.85,19.5,1074.0,98.0,168.0,808.0,2568.0000000000005,256.0,390.79999999999984,1921.200000000001,13,0,10,3,56,20,24,24,808.0,168.0,358.0,319.4787421201396,1921.200000000001,390.79999999999984,856.0000000000003,755.2178670202841,2.0,0.0,0.6666666666666666,0.9428090415820634,5.2,0.0,1.7333333333333334,2.4513035081133654,16.75,3.0,6.583333333333332,7.292499952386393,66.85,19.5,28.78333333333333,28.06974448682345,10,3,4.333333333333333,4.189935029992178,24.0,24.0,22.67,1.89,2.07,1.92,14,2,45.86,214.72,1632.3,13.2,1.25,0.43,2,1,6.17,4.68,13.3,6.0,0.0
15963885355,30248.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.2,19.75,0.0,16.75,3.0,86.35,0.0,66.85,19.5,566.0,193.0,182.0,191.0,128.70000000000036,45.99999999999997,40.49999999999998,42.200000000000045,13,0,10,3,244,127,133,129,193.0,191.0,188.66666666666663,4.784233364802442,45.99999999999997,42.200000000000045,42.9,2.299275248130728,1.0,0.0,0.3333333333333333,0.4714045207910317,0.2,0.0,0.06666666666666668,0.09428090415820636,16.75,3.0,6.583333333333332,7.292499952386393,66.85,19.5,28.78333333333333,28.06974448682345,10,3,4.333333333333333,4.189935029992178,133.0,129.0,129.67,2.49,2.22,1.5,9,2,0.53,0.38,2.3,0.4,1.25,0.43,2,1,6.17,4.68,13.3,6.0,0.0
18654692914,14350.0,2.0,0.0,1.0,1.0,8.0,0.0,3.8,4.2,12.174000000000001,0.0,4.314,7.8599999999999985,112.58,0.0,41.86,70.72,17.378,3.0,6.856,7.522,98.09000000000002,11.5,46.14,40.45,10,0,3,9,10,1,4,6,7.522,6.856,5.792666666666666,1.9933438126814844,46.14,40.45,32.696666666666665,15.16724614277607,1.0,1.0,0.6666666666666666,0.4714045207910317,4.2,3.8,2.6666666666666665,1.892675942210452,7.8599999999999985,4.314,4.058,3.213933415613957,70.72,41.86,37.52666666666666,29.033462686279012,9,3,4.0,3.741657386773941,6.0,4.0,3.67,2.05,1.8,0.75,3,2,9.81,8.78,33.74,8.0,1.67,0.47,2,2,19.7,19.52,47.2,8.0,0.0
18654692914,15094.0,3.0,0.0,2.0,1.0,47.2,0.0,27.6,19.6,12.174000000000001,0.0,4.314,7.8599999999999985,112.58,0.0,41.86,70.72,1027.0,379.0,364.0,284.0,5613.769999999999,2155.88,1756.63,1701.2600000000007,10,0,3,9,140,55,67,58,379.0,364.0,342.3333333333333,41.69998667732268,2155.88,1756.63,1871.256666666667,202.52455099457816,2.0,1.0,1.0,0.8164965809277259,27.6,19.6,15.733333333333334,11.594634774565153,7.8599999999999985,4.314,4.058,3.213933415613957,70.72,41.86,37.52666666666666,29.033462686279012,9,3,4.0,3.741657386773941,67.0,58.0,60.0,5.1,2.01,1.69,11,1,40.1,44.86,276.0,23.6,1.67,0.47,2,2,19.7,19.52,47.2,8.0,0.0
18654692914,30793.0,1.0,0.0,0.0,1.0,3.9,0.0,0.0,3.9,12.174000000000001,0.0,4.314,7.8599999999999985,112.58,0.0,41.86,70.72,2.0,0.0,1.0,1.0,14.8,0.0,10.9,3.9,10,0,3,9,2,0,1,1,1.0,1.0,0.6666666666666666,0.4714045207910317,10.9,3.9,4.933333333333334,4.509496153181146,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850235,7.8599999999999985,4.314,4.058,3.213933415613957,70.72,41.86,37.52666666666666,29.033462686279012,9,3,4.0,3.741657386773941,1.0,1.0,0.67,0.47,1.0,0.0,1,1,7.4,3.5,10.9,10.9,1.67,0.47,2,2,19.7,19.52,47.2,8.0,0.0
18764569988,30248.0,1.0,0.0,1.0,0.0,0.2,0.0,0.2,0.0,5.026000000000002,0.0,5.026000000000002,0.0,73.19999999999997,0.0,73.19999999999997,0.0,566.0,193.0,182.0,191.0,128.70000000000036,45.99999999999997,40.49999999999998,42.200000000000045,6,0,6,0,244,127,133,129,193.0,191.0,188.66666666666663,4.784233364802442,45.99999999999997,42.200000000000045,42.9,2.299275248130728,1.0,0.0,0.3333333333333333,0.4714045207910317,0.2,0.0,0.06666666666666668,0.09428090415820636,5.026000000000002,0.0,1.6753333333333338,2.369279121495726,73.19999999999997,0.0,24.39999999999999,34.50681092190351,6,0,2.0,2.8284271247461903,133.0,129.0,129.67,2.49,2.22,1.5,9,2,0.53,0.38,2.3,0.4,1.0,0.0,1,1,0.2,0.0,0.2,0.2,0.0
1590120464497,10007.0,2.0,2.0,0.0,0.0,4.7,4.7,0.0,0.0,88.821,41.52,32.842,14.459000000000001,705.64,305.85,267.07,132.72,32.0,10.0,8.0,14.0,120.7,37.1,43.0,40.60000000000001,54,18,27,15,20,6,8,9,14.0,10.0,10.666666666666666,2.494438257849294,43.0,40.60000000000001,40.23333333333333,2.422578974747549,2.0,0.0,0.6666666666666666,0.9428090415820634,4.7,0.0,1.5666666666666669,2.2156012477178493,41.52,32.842,29.607,11.281942770049255,305.85,267.07,235.21333333333337,74.182813073889,27,18,20.0,5.0990195135927845,9.0,8.0,7.67,1.25,1.6,0.92,4,1,6.04,4.06,15.4,4.7,1.9,1.66,8,1,17.31,19.83,88.0,7.9,0.0
1590120464497,10062.0,1.0,1.0,0.0,0.0,2.7,2.7,0.0,0.0,88.821,41.52,32.842,14.459000000000001,705.64,305.85,267.07,132.72,34.0,12.0,9.0,13.0,145.2,54.00000000000001,46.2,45.00000000000002,54,18,27,15,23,10,9,9,13.0,12.0,11.333333333333336,1.699673171197595,54.00000000000001,46.2,48.40000000000001,3.989987468651997,1.0,0.0,0.3333333333333333,0.4714045207910317,2.7,0.0,0.9,1.2727922061357857,41.52,32.842,29.607,11.281942770049255,305.85,267.07,235.21333333333337,74.182813073889,27,18,20.0,5.0990195135927845,10.0,9.0,9.33,0.47,1.48,1.1,6,1,6.31,4.77,21.6,5.9,1.9,1.66,8,1,17.31,19.83,88.0,7.9,0.0
