c,c_user_agg_count_mean,c_user_agg_count_std,c_user_agg_count_max,c_user_agg_count_median,c_user_agg_amount_mean,c_user_agg_amount_std,c_user_agg_amount_max,c_user_agg_amount_median
14906,1.0,0.0,1,1,3.9,0.0,3.9,3.9
14911,1.0,0.0,1,1,7.99,0.0,7.99,7.99
14912,1.0,0.0,1,1,8.85,1.95,10.8,10.8
14914,3.0,0.0,3,3,25.5,0.0,25.5,25.5
14916,1.11,0.31,2,1,7.6,2.21,13.8,7.0
14917,1.0,0.0,1,1,8.15,3.18,11.3,10.9
14920,1.0,0.0,1,1,35.5,0.0,35.5,35.5
14922,1.0,0.0,1,1,38.8,0.0,38.8,38.8
14924,1.0,0.0,1,1,33.3,1.3,34.6,34.6
14926,1.0,0.0,1,1,19.8,0.0,19.8,19.8
14932,1.0,0.0,1,1,9.9,0.0,9.9,9.9
14940,1.0,0.0,1,1,34.9,0.0,34.9,34.9
14943,1.0,0.0,1,1,88.95,9.05,98.0,98.0
14956,1.0,0.0,1,1,13.7,4.21,18.8,13.8
15000,1.08,0.28,2,1,15.77,4.26,26.2,14.99
15001,1.0,0.0,1,1,9.9,1.0,10.9,10.9
15002,1.0,0.0,1,1,15.9,0.0,15.9,15.9
15004,2.28,1.82,9,2,12.17,7.53,34.35,9.95
15005,1.0,0.0,1,1,29.9,0.0,29.9,29.9
15012,1.0,0.0,1,1,5.8,0.0,5.8,5.8
15021,1.0,0.0,1,1,10.5,4.67,13.8,13.8
15022,1.0,0.0,1,1,6.0,0.0,6.0,6.0
15029,1.33,0.47,2,1,8.67,2.32,11.0,9.5
15100,1.0,0.0,1,1,49.8,0.0,49.8,49.8
15101,2.5,0.5,3,3,63.4,8.6,72.0,72.0
15103,1.0,0.0,1,1,18.0,0.0,18.0,18.0
15104,1.38,0.99,4,1,26.62,21.93,84.4,19.8
15105,1.33,0.47,2,1,7.73,2.73,11.6,5.8
15110,2.02,2.45,25,1,22.86,26.74,231.0,14.8
15111,1.17,0.37,2,1,12.87,4.89,20.4,14.9
15112,1.33,0.47,2,1,17.8,0.0,17.8,17.8
15113,1.2,0.54,3,1,18.49,8.2,43.3,16.8
15114,1.56,0.83,4,1,16.14,18.37,131.6,11.2
15115,2.11,1.84,8,1,23.07,24.49,156.2,18.0
15116,2.36,1.43,6,2,10.52,6.64,25.0,8.4
15119,1.75,0.92,4,2,14.26,7.7,35.6,16.8
15120,1.14,0.35,2,1,11.16,7.49,36.9,9.9
15121,2.0,0.0,2,2,31.75,14.25,46.0,46.0
15130,1.61,0.9,5,1,14.6,11.03,74.0,11.0
15131,1.0,0.0,1,1,6.63,1.6,8.9,5.5
15139,1.33,0.75,3,1,11.93,6.58,26.6,9.6
15140,2.5,1.61,5,3,52.0,34.65,111.0,59.4
15149,2.0,0.76,3,2,30.97,17.89,56.4,19.8
15200,1.59,1.08,5,1,29.98,32.86,185.6,16.2
15201,4.0,2.16,6,5,16.1,3.2,19.8,16.5
15202,1.6,0.83,4,1,43.48,37.11,144.0,31.2
15209,1.25,0.43,2,1,18.0,5.68,27.6,16.8
15212,2.0,0.0,2,2,7.0,0.0,7.0,7.0
15219,2.0,0.0,2,2,5.2,0.0,5.2,5.2
15230,1.53,0.72,3,1,10.27,4.46,21.0,8.5
15231,2.33,2.87,14,1,11.19,12.11,59.0,7.0
15232,1.79,1.37,6,1,8.29,6.38,27.5,4.5
15235,3.4,3.01,9,2,10.0,10.37,30.0,5.0
15240,1.4,0.49,2,1,12.9,8.58,25.2,10.0
15241,1.0,0.0,1,1,12.0,0.0,12.0,12.0
15242,1.09,0.29,2,1,11.54,5.91,21.8,12.0
15243,1.0,0.0,1,1,2.0,0.0,2.0,2.0
15249,1.0,0.0,1,1,2.0,0.0,2.0,2.0
15250,1.0,0.0,1,1,26.2,7.03,32.9,32.9
15261,2.0,0.0,2,2,4.8,0.0,4.8,4.8
15262,3.0,1.0,4,4,10.8,3.6,14.4,14.4
15263,2.14,1.64,6,2,7.93,8.12,26.5,3.4
15319,1.0,0.0,1,1,13.8,0.0,13.8,13.8
15320,1.0,0.0,1,1,10.9,0.0,10.9,10.9
15321,1.0,0.0,1,1,11.8,0.0,11.8,11.8
15323,2.0,0.0,2,2,31.6,0.0,31.6,31.6
15330,2.0,0.0,2,2,25.6,0.0,25.6,25.6
15339,1.25,0.43,2,1,13.5,4.68,21.6,10.8
15340,1.0,0.0,1,1,29.9,0.0,29.9,29.9
15343,2.0,0.82,3,2,20.17,8.99,29.2,23.4
15401,1.0,0.0,1,1,28.47,4.19,32.8,29.8
15402,1.25,0.43,2,1,23.76,11.14,45.6,25.6
15404,1.0,0.0,1,1,33.95,5.95,39.9,39.9
15409,1.0,0.0,1,1,18.0,0.0,18.0,18.0
15419,1.0,0.0,1,1,15.4,10.5,25.9,25.9
15420,1.0,0.0,1,1,22.8,4.24,25.8,25.8
15422,1.0,0.0,1,1,33.17,2.31,34.8,34.8
15430,1.0,0.0,1,1,11.8,0.0,11.8,11.8
15433,1.5,0.5,2,2,18.4,4.9,23.3,23.3
15440,2.11,1.1,5,2,31.83,16.32,69.0,27.6
15442,1.0,0.0,1,1,15.53,0.38,15.8,15.8
15449,1.0,0.0,1,1,34.9,0.0,34.9,34.9
15450,1.0,0.0,1,1,36.8,0.0,36.8,36.8
15459,1.2,0.4,2,1,35.14,17.21,67.7,23.4
15469,1.0,0.0,1,1,12.68,3.81,19.8,10.8
15500,1.0,0.0,1,1,8.0,0.0,8.0,8.0
15501,1.0,0.0,1,1,27.6,0.0,27.6,27.6
15502,1.56,1.12,4,1,15.08,12.81,44.0,9.8
15503,1.56,0.96,4,1,37.72,38.07,129.6,24.9
15604,1.0,0.0,1,1,89.0,0.0,89.0,89.0
15605,2.2,1.94,6,1,147.74,201.38,548.0,59.8
20014,1.29,0.45,2,1,7.15,3.38,13.95,5.18
20100,2.0,0.0,2,2,27.37,0.0,27.37,27.37
20101,1.0,0.0,1,1,4.5,0.0,4.5,4.5
20103,1.0,0.0,1,1,4.22,0.57,4.73,4.5
20110,1.0,0.0,1,1,10.57,2.82,12.8,12.8
20121,1.5,0.76,3,1,10.43,10.35,32.89,5.04
20130,1.0,0.0,1,1,2.48,0.0,2.48,2.48
21000,1.0,0.0,1,1,18.8,0.0,18.8,18.8
21011,1.17,0.37,2,1,22.4,6.2,30.52,23.65
21012,1.33,0.47,2,1,24.61,8.73,32.54,28.85
21021,1.36,0.81,4,1,27.57,17.19,68.68,18.32
21110,1.0,0.0,1,1,15.38,0.0,15.38,15.38
21120,1.0,0.0,1,1,7.9,1.7,9.6,9.6
21200,1.0,0.0,1,1,9.79,4.04,13.83,13.83
21400,1.0,0.0,1,1,6.55,2.58,9.13,9.13
21700,1.0,0.0,1,1,12.57,4.9,17.47,17.47
21801,1.3,0.56,3,1,20.95,12.1,50.0,15.78
21812,1.0,0.0,1,1,35.5,0.0,35.5,35.5
22000,1.12,0.33,2,1,11.04,5.54,26.97,11.34
22001,1.1,0.3,2,1,8.35,5.12,16.54,8.81
22002,1.26,0.63,4,1,9.68,5.78,26.53,8.24
22003,1.0,0.0,1,1,9.07,3.14,13.97,9.49
22004,1.0,0.0,1,1,8.41,3.4,12.2,7.85
22005,1.0,0.0,1,1,7.01,5.83,25.0,4.98
22007,1.27,0.77,4,1,11.82,8.02,31.96,12.8
22008,1.19,0.39,2,1,24.16,20.68,83.46,15.25
22010,1.0,0.0,1,1,10.57,6.13,18.43,8.81
22013,1.0,0.0,1,1,11.89,1.46,13.36,13.36
22020,1.75,0.88,4,2,10.26,7.53,33.78,8.47
22021,1.14,0.35,2,1,13.42,8.52,31.92,12.3
22030,1.48,0.67,4,1,21.79,13.31,62.85,19.15
22032,1.0,0.0,1,1,10.5,4.97,18.0,12.0
22034,1.25,0.43,2,1,19.36,10.05,35.12,23.41
22035,1.13,0.41,3,1,15.66,11.54,71.49,11.99
22036,1.2,0.51,3,1,9.46,7.33,36.21,6.56
22040,1.0,0.0,1,1,11.52,4.73,19.62,10.97
22041,1.0,0.0,1,1,13.91,0.0,13.91,13.91
22042,1.33,0.47,2,1,15.24,6.45,23.5,14.47
22071,1.0,0.0,1,1,10.87,2.73,12.8,12.8
22100,1.24,0.91,6,1,2.32,1.8,8.98,1.95
22101,1.33,0.62,3,1,1.81,1.17,6.22,1.51
22102,1.95,2.3,18,1,3.72,4.82,35.92,2.26
22103,1.57,1.09,6,1,3.43,2.71,11.21,2.25
22110,1.25,0.43,2,1,6.89,5.82,16.44,6.74
22111,1.65,1.03,5,1,3.74,2.81,11.92,2.96
22120,1.0,0.0,1,1,3.46,0.44,3.9,3.9
22130,1.29,0.68,4,1,1.87,1.52,7.59,1.19
22132,1.33,0.47,2,1,2.69,1.67,5.05,1.61
22160,1.33,0.47,2,1,5.48,2.19,8.54,4.42
22170,1.0,0.0,1,1,1.74,1.02,3.86,1.63
22171,1.23,0.42,2,1,2.27,2.32,7.76,1.46
22172,1.15,0.48,3,1,1.26,0.69,2.88,0.96
22180,1.0,0.0,1,1,1.39,0.35,1.74,1.74
22190,1.38,0.7,3,1,3.84,2.11,9.0,3.0
22500,1.5,0.89,4,1,15.81,11.65,55.44,11.91
22501,1.0,0.0,1,1,1.95,0.0,1.95,1.95
22511,1.0,0.0,1,1,4.13,2.1,6.23,6.23
22600,1.46,0.63,3,1,31.11,21.42,72.9,24.11
22601,1.25,0.56,3,1,11.59,6.73,29.98,11.13
22602,1.0,0.0,1,1,4.91,0.0,4.91,4.91
22603,1.0,0.0,1,1,9.49,3.31,14.69,8.9
22604,1.0,0.0,1,1,11.76,6.35,24.74,11.31
22610,1.2,0.4,2,1,7.33,3.68,15.38,6.47
22620,1.0,0.0,1,1,5.91,0.0,5.91,5.91
22621,1.0,0.0,1,1,3.65,0.67,4.77,3.56
22622,1.0,0.0,1,1,4.43,1.26,6.17,3.9
22630,1.17,0.48,3,1,11.32,7.23,32.37,8.68
22631,1.0,0.0,1,1,6.65,2.23,10.36,5.57
22671,1.8,1.22,4,1,18.65,19.78,82.87,11.9
22700,1.0,0.0,1,1,11.72,0.0,11.72,11.72
22701,1.27,0.62,3,1,16.67,17.24,60.14,9.03
22702,1.14,0.35,2,1,16.93,10.93,32.51,14.86
22800,1.17,0.37,2,1,11.82,6.72,25.42,10.85
22801,1.0,0.0,1,1,7.82,3.44,11.26,11.26
22802,1.0,0.0,1,1,8.71,2.61,12.57,8.82
22830,1.0,0.0,1,1,12.65,5.12,20.23,13.17
22840,1.2,0.4,2,1,10.47,3.09,14.59,11.73
22851,1.0,0.0,1,1,2.06,0.23,2.26,2.18
22852,1.0,0.0,1,1,8.4,0.0,8.4,8.4
22860,1.0,0.0,1,1,1.5,0.0,1.5,1.5
22901,1.0,0.0,1,1,3.51,0.0,3.51,3.51
22902,2.0,0.0,2,2,38.82,0.0,38.82,38.82
23110,1.7,1.0,5,1,18.14,16.28,120.0,12.0
23112,1.0,0.0,1,1,6.75,1.09,8.0,7.0
23113,1.5,0.87,4,1,16.63,9.09,36.0,15.0
23120,1.26,0.78,4,1,12.97,9.39,52.45,10.62
23121,1.0,0.0,1,1,9.62,3.92,16.39,10.0
23130,2.0,0.0,2,2,24.0,0.0,24.0,24.0
23131,1.38,0.79,4,1,11.05,6.28,32.0,8.0
23132,1.41,0.7,4,1,9.67,7.34,44.14,7.49
23134,1.15,0.35,2,1,8.06,3.23,18.43,6.0
23135,2.0,0.0,2,2,24.0,0.0,24.0,24.0
23141,1.0,0.0,1,1,11.44,3.28,18.0,9.8
23142,1.12,0.33,2,1,19.42,8.12,37.0,20.0
24000,1.57,1.12,5,1,92.7,94.75,352.21,47.64
24010,1.36,0.64,3,1,39.3,25.63,122.74,33.36
24011,1.05,0.22,2,1,43.48,24.1,95.36,35.19
24012,1.0,0.0,1,1,24.92,1.8,26.72,26.72
24030,1.33,0.75,3,1,45.07,25.22,93.3,32.64
24100,1.5,0.87,3,1,38.52,14.07,60.16,39.2
24101,1.29,0.77,5,1,15.83,12.67,52.94,9.42
24102,1.33,0.47,2,1,13.23,6.75,22.7,9.53
24111,1.0,0.0,1,1,8.48,0.17,8.65,8.65
24220,1.0,0.0,1,1,11.02,0.0,11.02,11.02
24401,3.0,0.0,3,3,56.68,0.0,56.68,56.68
24403,1.5,0.5,2,2,16.19,2.41,18.6,18.6
25005,1.0,0.0,1,1,3.0,0.0,3.0,3.0
25012,1.25,0.43,2,1,8.17,2.14,11.64,8.12
25100,1.29,0.45,2,1,9.63,2.6,13.57,7.88
25101,2.0,2.07,13,1,8.17,7.7,36.13,6.0
25110,1.0,0.0,1,1,3.75,1.25,5.0,5.0
25111,1.64,0.93,4,1,7.49,4.97,20.0,6.0
25112,1.0,0.0,1,1,7.55,2.86,11.6,5.53
25120,3.32,9.73,62,1,10.29,29.69,187.4,4.0
25121,1.2,0.4,2,1,3.44,1.46,6.0,3.04
25130,1.0,0.0,1,1,3.25,1.88,6.93,2.91
25150,1.0,0.0,1,1,6.8,0.0,6.8,6.8
25405,1.25,0.43,2,1,7.46,2.96,12.59,5.9
27000,2.44,2.25,12,2,31.79,37.69,256.0,18.58
27002,1.91,1.57,11,1,34.34,32.65,172.25,24.01
27030,1.5,0.5,2,2,19.2,6.4,25.6,25.6
27100,1.17,0.48,3,1,12.11,15.27,79.98,9.27
27200,2.03,2.22,14,1,15.96,20.27,128.0,10.0
27201,1.0,0.0,1,1,7.0,1.0,8.0,8.0
27210,1.25,0.43,2,1,18.5,6.41,29.6,14.8
27240,1.0,0.0,1,1,4.01,0.16,4.2,4.03
27300,1.86,1.36,7,1,7.13,6.49,38.23,4.68
27400,1.29,0.52,3,1,18.09,14.75,74.82,11.8
27410,1.71,1.39,10,1,12.16,10.75,64.86,8.0
30000,1.0,0.0,1,1,9.9,0.0,9.9,9.9
30001,2.0,0.0,2,2,7.8,0.0,7.8,7.8
30010,1.0,0.0,1,1,7.15,4.55,14.9,5.9
30011,1.2,0.4,2,1,31.5,11.27,49.9,29.9
30012,1.0,0.0,1,1,9.9,0.0,9.9,9.9
30014,1.0,0.0,1,1,9.9,0.0,9.9,9.9
30020,2.0,0.0,2,2,49.8,0.0,49.8,49.8
30030,1.0,0.0,1,1,29.9,0.0,29.9,29.9
30102,1.0,0.0,1,1,31.9,0.0,31.9,31.9
30103,1.0,0.0,1,1,12.9,0.0,12.9,12.9
30133,2.0,0.0,2,2,23.8,0.0,23.8,23.8
30141,1.0,0.0,1,1,15.9,0.0,15.9,15.9
30161,1.0,0.0,1,1,6.9,0.0,6.9,6.9
30165,1.0,0.0,1,1,15.45,4.55,20.0,20.0
30166,1.5,0.5,2,2,20.85,6.95,27.8,27.8
30167,1.0,0.0,1,1,15.75,7.25,23.0,23.0
30168,1.0,0.0,1,1,29.9,0.0,29.9,29.9
30170,1.0,0.0,1,1,14.9,0.0,14.9,14.9
30171,1.0,0.0,1,1,5.9,0.0,5.9,5.9
30175,1.5,0.5,2,2,16.0,4.0,20.0,20.0
30302,1.0,0.0,1,1,49.0,0.0,49.0,49.0
30304,1.67,0.94,3,1,23.5,12.93,41.7,15.9
30308,1.0,0.0,1,1,69.0,0.0,69.0,69.0
30320,1.0,0.0,1,1,10.05,3.3,13.9,11.5
30321,1.5,0.76,3,1,16.38,8.87,34.5,11.5
30323,1.0,0.0,1,1,11.9,0.0,11.9,11.9
30330,1.0,0.0,1,1,4.9,0.0,4.9,4.9
30331,1.0,0.0,1,1,7.9,0.0,7.9,7.9
