i,i_user_agg_count_mean,i_user_agg_count_std,i_user_agg_count_max,i_user_agg_count_median,i_user_agg_amount_mean,i_user_agg_amount_std,i_user_agg_amount_max,i_user_agg_amount_median
10131020,4.5,2.5,7,7,6.75,3.75,10.5,10.5
10131021,1.0,0.0,1,1,4.9,0.0,4.9,4.9
10132000,1.0,0.0,1,1,3.9,0.0,3.9,3.9
10132001,2.0,0.0,2,2,5.0,0.0,5.0,5.0
10132002,2.0,1.41,4,1,7.8,5.52,15.6,3.9
10132003,1.0,0.0,1,1,2.5,0.0,2.5,2.5
10132005,1.0,0.0,1,1,5.5,0.0,5.5,5.5
10132017,1.17,0.37,2,1,6.4,1.5,9.6,6.0
10132019,1.0,0.0,1,1,2.5,0.0,2.5,2.5
10133001,1.0,0.0,1,1,5.83,0.42,6.0,6.0
10135011,1.0,0.0,1,1,16.9,0.0,16.9,16.9
10135014,1.0,0.0,1,1,4.5,0.0,4.5,4.5
10135015,1.0,0.0,1,1,4.5,0.0,4.5,4.5
10136000,1.0,0.0,1,1,7.5,0.0,7.5,7.5
10136001,2.0,0.0,2,2,17.5,0.0,17.5,17.5
10136006,2.0,0.0,2,2,7.6,0.0,7.6,7.6
10136007,2.0,0.0,2,2,8.0,0.0,8.0,8.0
10136008,3.0,0.0,3,3,11.4,0.0,11.4,11.4
10136010,1.0,0.0,1,1,5.0,0.0,5.0,5.0
10137009,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10137011,1.0,0.0,1,1,6.0,0.0,6.0,6.0
10137012,1.0,0.0,1,1,6.0,0.0,6.0,6.0
10140002,1.8,0.75,3,2,3.6,1.53,6.0,3.0
10140003,1.0,0.0,1,1,3.5,0.0,3.5,3.5
10140006,2.33,0.94,3,3,18.6,21.26,48.6,5.4
10141005,1.0,0.0,1,1,55.2,0.0,55.2,55.2
10141006,11.0,0.0,11,11,193.2,0.0,193.2,193.2
10141012,2.0,1.22,4,2,5.8,3.55,11.6,5.8
10141014,1.0,0.0,1,1,1.0,0.0,1.0,1.0
10141015,1.0,0.0,1,1,7.2,0.0,7.2,7.2
10141019,1.17,0.37,2,1,10.17,9.84,24.0,5.0
10141021,2.0,0.0,2,2,6.0,0.0,6.0,6.0
10141025,1.75,0.43,2,2,1.57,0.39,1.8,1.8
10141028,2.0,0.0,2,2,9.07,7.17,19.2,4.0
10141030,1.2,0.4,2,1,2.52,0.84,4.2,2.1
10141032,1.5,0.5,2,2,6.0,2.0,8.0,8.0
10141038,1.67,1.11,4,1,5.0,3.32,12.0,3.0
10141039,1.0,0.0,1,1,3.0,0.0,3.0,3.0
10141040,1.33,0.47,2,1,2.0,0.71,3.0,1.5
10141041,1.0,0.0,1,1,8.5,0.0,8.5,8.5
10141042,1.3,0.9,4,1,2.8,1.83,8.0,2.0
10141044,1.2,0.4,2,1,4.0,1.1,6.0,4.0
10141047,1.0,0.0,1,1,18.0,0.0,18.0,18.0
10141048,1.0,0.0,1,1,2.8,0.0,2.8,2.8
10141063,1.0,0.0,1,1,3.0,0.0,3.0,3.0
10141069,1.0,0.0,1,1,16.0,12.0,28.0,28.0
10141080,1.0,0.0,1,1,3.5,0.0,3.5,3.5
10141090,1.0,0.0,1,1,2.0,0.0,2.0,2.0
10141091,1.0,0.0,1,1,10.0,0.0,10.0,10.0
10141096,1.0,0.0,1,1,3.0,0.0,3.0,3.0
10141139,1.0,0.0,1,1,15.9,0.0,15.9,15.9
10150003,1.0,0.0,1,1,7.2,0.0,7.2,7.2
10150004,1.0,0.0,1,1,4.74,3.24,11.96,3.5
10150009,1.0,0.0,1,1,3.8,0.0,3.8,3.8
10150013,1.5,0.5,2,2,5.7,1.9,7.6,7.6
10150015,1.0,0.0,1,1,6.0,0.0,6.0,6.0
10150016,1.5,0.5,2,2,5.55,1.85,7.4,7.4
10150017,1.0,0.0,1,1,6.0,0.0,6.0,6.0
10150018,1.0,0.0,1,1,3.7,0.0,3.7,3.7
10150019,1.0,0.0,1,1,3.5,0.0,3.5,3.5
10150021,1.0,0.0,1,1,3.5,0.0,3.5,3.5
10150023,1.0,0.0,1,1,3.5,0.0,3.5,3.5
10150024,1.0,0.0,1,1,3.5,0.0,3.5,3.5
10150025,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10150026,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10150031,1.0,0.0,1,1,3.8,0.0,3.8,3.8
10150034,1.0,0.0,1,1,5.0,0.0,5.0,5.0
10150038,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10150048,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10150049,2.0,0.0,2,2,64.0,56.0,120.0,120.0
10151002,2.0,0.93,3,2,20.57,10.57,36.0,18.0
10151005,1.0,0.0,1,1,6.8,0.0,6.8,6.8
10151012,1.0,0.0,1,1,14.0,0.0,14.0,14.0
10151023,1.0,0.0,1,1,3.2,0.0,3.2,3.2
10152009,2.0,0.0,2,2,15.8,0.0,15.8,15.8
10152012,1.0,0.0,1,1,5.7,0.0,5.7,5.7
10152013,1.0,0.0,1,1,5.7,0.0,5.7,5.7
10152015,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10152022,1.5,0.5,2,2,29.7,9.9,39.6,39.6
10152024,1.0,0.0,1,1,5.8,0.0,5.8,5.8
10152032,1.0,0.0,1,1,5.5,0.0,5.5,5.5
10200004,1.0,0.0,1,1,3.8,0.0,3.8,3.8
10200005,1.0,0.0,1,1,3.8,0.0,3.8,3.8
10200035,1.0,0.0,1,1,7.9,0.0,7.9,7.9
10200038,1.0,0.0,1,1,7.9,0.0,7.9,7.9
10200045,1.0,0.0,1,1,4.99,0.0,4.99,4.99
10200046,1.0,0.0,1,1,5.5,0.0,5.5,5.5
10201013,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10201015,1.0,0.0,1,1,12.9,0.0,12.9,12.9
10201017,2.33,0.47,3,2,5.67,4.5,12.0,3.0
10201020,7.0,0.0,7,7,14.0,0.0,14.0,14.0
10201029,2.0,0.0,2,2,6.0,0.0,6.0,6.0
10203000,1.0,0.0,1,1,5.5,0.0,5.5,5.5
10203001,1.0,0.0,1,1,5.5,0.0,5.5,5.5
10300005,1.0,0.0,1,1,3.8,0.0,3.8,3.8
10300007,2.0,0.0,2,2,8.4,0.0,8.4,8.4
10300018,2.0,0.0,2,2,4.2,0.0,4.2,4.2
10300019,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10300021,1.0,0.0,1,1,2.5,0.0,2.5,2.5
10300030,6.0,0.0,6,6,36.0,0.0,36.0,36.0
10300034,2.0,0.0,2,2,13.0,0.0,13.0,13.0
10300035,1.0,0.0,1,1,60.0,0.0,60.0,60.0
10300080,1.0,0.0,1,1,8.0,0.0,8.0,8.0
10300081,1.0,0.0,1,1,4.0,0.0,4.0,4.0
10300084,1.0,0.0,1,1,31.6,0.0,31.6,31.6
10310021,1.0,0.0,1,1,4.77,0.19,4.9,4.9
10310042,2.33,1.49,5,2,13.07,7.3,24.5,9.8
10310043,1.0,0.0,1,1,6.9,0.0,6.9,6.9
10310044,1.0,0.0,1,1,6.5,0.0,6.5,6.5
10310045,1.0,0.0,1,1,6.5,0.0,6.5,6.5
10310046,1.0,0.0,1,1,7.9,0.0,7.9,7.9
10310047,1.0,0.0,1,1,7.9,0.0,7.9,7.9
10310048,1.0,0.0,1,1,7.9,0.0,7.9,7.9
10310050,1.0,0.0,1,1,6.9,0.0,6.9,6.9
10310051,1.0,0.0,1,1,7.9,0.0,7.9,7.9
10310052,1.0,0.0,1,1,6.9,0.0,6.9,6.9
10312014,1.5,0.5,2,2,9.4,4.4,13.8,13.8
10312015,1.0,0.0,1,1,7.9,0.0,7.9,7.9
10312016,1.0,0.0,1,1,5.0,0.0,5.0,5.0
10400067,1.0,0.0,1,1,158.0,0.0,158.0,158.0
10401049,6.0,0.0,6,6,146.2,0.0,146.2,146.2
10401054,1.0,0.0,1,1,11.0,0.0,11.0,11.0
10401059,1.0,0.0,1,1,79.9,0.0,79.9,79.9
10401090,1.0,0.0,1,1,22.5,0.0,22.5,22.5
10401097,1.0,0.0,1,1,34.65,24.75,59.4,59.4
10420014,1.0,0.0,1,1,28.0,0.0,28.0,28.0
10422006,1.0,0.0,1,1,15.8,0.0,15.8,15.8
10422008,1.0,0.0,1,1,5.9,0.0,5.9,5.9
10422012,1.0,0.0,1,1,5.8,0.0,5.8,5.8
10435003,1.0,0.0,1,1,13.0,0.0,13.0,13.0
10435025,1.0,0.0,1,1,13.5,0.0,13.5,13.5
10435026,1.0,0.0,1,1,13.5,0.0,13.5,13.5
10435033,1.0,0.0,1,1,6.5,0.0,6.5,6.5
10435036,1.0,0.0,1,1,13.5,0.0,13.5,13.5
10435042,1.0,0.0,1,1,14.5,0.0,14.5,14.5
10435043,1.0,0.0,1,1,14.5,0.0,14.5,14.5
10439017,1.0,0.0,1,1,26.0,0.0,26.0,26.0
10441014,1.0,0.0,1,1,38.0,0.0,38.0,38.0
10450048,1.0,0.0,1,1,1110.0,0.0,1110.0,1110.0
10502000,1.0,0.0,1,1,11.0,0.0,11.0,11.0
10701010,3.0,0.0,3,3,52.0,0.0,52.0,52.0
11000007,1.0,0.0,1,1,11.5,0.0,11.5,11.5
11004004,1.0,0.0,1,1,2.9,0.0,2.9,2.9
11006007,1.0,0.0,1,1,63.8,0.0,63.8,63.8
11006011,1.0,0.0,1,1,22.2,0.0,22.2,22.2
11011015,1.0,0.0,1,1,3.8,0.0,3.8,3.8
11011028,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11011029,1.0,0.0,1,1,4.9,0.0,4.9,4.9
11011033,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11020005,1.0,0.0,1,1,22.9,0.0,22.9,22.9
11020013,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11020017,1.0,0.0,1,1,19.2,0.0,19.2,19.2
11022021,1.0,0.0,1,1,5.5,0.0,5.5,5.5
11022023,1.0,0.0,1,1,17.0,0.0,17.0,17.0
11022054,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11031002,1.0,0.0,1,1,12.3,0.0,12.3,12.3
11040002,1.0,0.0,1,1,11.5,0.0,11.5,11.5
11041006,1.0,0.0,1,1,21.0,0.0,21.0,21.0
11041007,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11041009,1.0,0.0,1,1,23.4,0.0,23.4,23.4
11041019,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11041023,1.0,0.0,1,1,15.9,0.0,15.9,15.9
11041024,1.0,0.0,1,1,15.9,0.0,15.9,15.9
11042005,1.0,0.0,1,1,16.0,0.0,16.0,16.0
11042009,1.5,0.5,2,2,43.25,8.35,51.6,51.6
11043005,1.0,0.0,1,1,23.0,0.0,23.0,23.0
11043008,1.0,0.0,1,1,18.0,0.0,18.0,18.0
11044004,1.0,0.0,1,1,32.0,0.0,32.0,32.0
11044009,1.0,0.0,1,1,18.0,0.0,18.0,18.0
11044022,1.0,0.0,1,1,26.5,0.0,26.5,26.5
11044023,1.0,0.0,1,1,25.9,0.0,25.9,25.9
11044024,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11046012,1.0,0.0,1,1,2.7,0.0,2.7,2.7
11046014,1.0,0.0,1,1,3.2,0.0,3.2,3.2
11051003,1.0,0.0,1,1,12.3,0.0,12.3,12.3
11052009,1.0,0.0,1,1,14.5,0.0,14.5,14.5
11052015,1.0,0.0,1,1,5.8,0.0,5.8,5.8
11054017,1.0,0.0,1,1,23.9,0.0,23.9,23.9
11054029,1.0,0.0,1,1,21.9,0.0,21.9,21.9
11054032,1.0,0.0,1,1,21.9,0.0,21.9,21.9
11054069,1.0,0.0,1,1,25.8,0.0,25.8,25.8
11056011,1.0,0.0,1,1,9.3,0.0,9.3,9.3
11056012,1.0,0.0,1,1,5.1,0.0,5.1,5.1
11056014,2.0,0.0,2,2,19.8,0.0,19.8,19.8
11056017,1.0,0.0,1,1,4.9,0.0,4.9,4.9
11056020,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11056053,1.0,0.0,1,1,9.2,0.0,9.2,9.2
11056085,1.0,0.0,1,1,1.0,0.0,1.0,1.0
11057021,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11057029,2.0,0.0,2,2,19.8,0.0,19.8,19.8
11057049,1.0,0.0,1,1,32.9,0.0,32.9,32.9
11057092,1.0,0.0,1,1,16.9,0.0,16.9,16.9
11057122,1.0,0.0,1,1,21.6,0.0,21.6,21.6
11057177,1.0,0.0,1,1,99.0,0.0,99.0,99.0
11100030,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11100035,1.0,0.0,1,1,14.5,0.0,14.5,14.5
11100042,1.0,0.0,1,1,38.0,0.0,38.0,38.0
11101026,1.0,0.0,1,1,5.8,0.0,5.8,5.8
11102011,1.0,0.0,1,1,26.9,0.0,26.9,26.9
11102032,2.0,0.0,2,2,23.4,0.0,23.4,23.4
11102058,1.0,0.0,1,1,35.0,0.0,35.0,35.0
11102105,1.0,0.0,1,1,8.2,0.0,8.2,8.2
11102113,1.0,0.0,1,1,34.5,0.0,34.5,34.5
11103002,1.0,0.0,1,1,18.8,0.0,18.8,18.8
11103008,1.0,0.0,1,1,4.0,0.0,4.0,4.0
11103010,1.0,0.0,1,1,13.9,0.0,13.9,13.9
11104024,3.0,0.0,3,3,9.6,0.0,9.6,9.6
11105006,1.0,0.0,1,1,25.8,0.0,25.8,25.8
11110004,1.0,0.0,1,1,31.7,23.09,69.8,29.6
11110050,1.0,0.0,1,1,58.0,0.0,58.0,58.0
11110052,1.33,0.47,2,1,124.47,144.76,329.0,29.8
11110104,2.0,0.0,2,2,29.0,0.0,29.0,29.0
11110121,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11110153,1.0,0.0,1,1,27.4,0.0,27.4,27.4
11110157,1.0,0.0,1,1,29.6,0.0,29.6,29.6
11111001,1.0,0.0,1,1,25.0,0.0,25.0,25.0
11115145,1.0,0.0,1,1,24.0,0.0,24.0,24.0
11116014,1.0,0.0,1,1,18.0,0.0,18.0,18.0
11121047,2.0,0.0,2,2,13.0,0.0,13.0,13.0
11140004,1.0,0.0,1,1,12.0,0.0,12.0,12.0
11141002,1.5,0.87,3,1,26.03,26.97,72.4,15.9
11200018,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11200025,1.0,0.0,1,1,27.2,0.0,27.2,27.2
11200030,1.0,0.0,1,1,9.7,0.0,9.7,9.7
11200044,1.0,0.0,1,1,9.3,0.0,9.3,9.3
11200046,1.0,0.0,1,1,9.3,0.0,9.3,9.3
11200066,1.0,0.0,1,1,12.8,0.0,12.8,12.8
11200081,1.0,0.0,1,1,37.0,0.0,37.0,37.0
11200131,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11200134,1.0,0.0,1,1,39.6,0.0,39.6,39.6
11201048,1.0,0.0,1,1,29.9,0.0,29.9,29.9
11205013,1.0,0.0,1,1,15.0,0.0,15.0,15.0
11212018,1.0,0.0,1,1,29.0,0.0,29.0,29.0
11212019,1.0,0.0,1,1,44.5,0.0,44.5,44.5
11212023,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11220013,1.0,0.0,1,1,12.5,0.0,12.5,12.5
11220014,1.0,0.0,1,1,4.5,0.0,4.5,4.5
11220019,1.0,0.0,1,1,12.2,0.0,12.2,12.2
11220022,1.0,0.0,1,1,4.2,0.0,4.2,4.2
11220026,1.0,0.0,1,1,3.2,0.0,3.2,3.2
11220028,1.0,0.0,1,1,13.6,0.0,13.6,13.6
11220045,1.0,0.0,1,1,5.6,0.0,5.6,5.6
11220046,2.0,0.0,2,2,11.2,0.0,11.2,11.2
11220056,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11220059,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11220066,1.0,0.0,1,1,5.6,0.0,5.6,5.6
11221018,2.0,0.0,2,2,7.8,0.0,7.8,7.8
11221037,1.0,0.0,1,1,3.5,0.0,3.5,3.5
11221054,1.0,0.0,1,1,19.5,0.0,19.5,19.5
11222021,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11222043,1.0,0.0,1,1,21.9,0.0,21.9,21.9
11222044,1.33,0.47,2,1,9.07,3.21,13.6,6.8
11230042,1.0,0.0,1,1,20.8,0.0,20.8,20.8
11230118,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11230120,1.0,0.0,1,1,61.9,0.0,61.9,61.9
11230132,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11230133,1.0,0.0,1,1,35.9,0.0,35.9,35.9
11230134,1.0,0.0,1,1,19.9,0.0,19.9,19.9
11230136,1.0,0.0,1,1,61.9,0.0,61.9,61.9
11230155,1.0,0.0,1,1,27.2,0.0,27.2,27.2
11230158,1.0,0.0,1,1,11.9,0.0,11.9,11.9
11230290,1.0,0.0,1,1,76.9,0.0,76.9,76.9
11230291,1.0,0.0,1,1,76.9,0.0,76.9,76.9
11231001,1.0,0.0,1,1,49.0,0.0,49.0,49.0
11231125,1.0,0.0,1,1,33.9,0.0,33.9,33.9
11231171,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11231198,1.0,0.0,1,1,34.9,0.0,34.9,34.9
11233037,1.0,0.0,1,1,9.8,0.0,9.8,9.8
11233038,1.0,0.0,1,1,7.4,0.0,7.4,7.4
11233081,1.0,0.0,1,1,34.9,0.0,34.9,34.9
11235002,1.0,0.0,1,1,6.5,0.0,6.5,6.5
11241005,1.0,0.0,1,1,28.9,0.0,28.9,28.9
11241024,1.0,0.0,1,1,69.0,0.0,69.0,69.0
11241063,1.0,0.0,1,1,108.0,0.0,108.0,108.0
11241065,1.0,0.0,1,1,53.0,0.0,53.0,53.0
11241085,1.0,0.0,1,1,118.0,0.0,118.0,118.0
11250000,1.0,0.0,1,1,11.8,0.0,11.8,11.8
11250001,1.0,0.0,1,1,16.8,0.0,16.8,16.8
11250005,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11250007,1.0,0.0,1,1,15.6,0.0,15.6,15.6
11250017,1.0,0.0,1,1,18.7,0.0,18.7,18.7
11250018,1.0,0.0,1,1,16.7,0.14,16.8,16.8
11250019,1.0,0.0,1,1,11.8,0.0,11.8,11.8
11250025,1.0,0.0,1,1,12.8,0.0,12.8,12.8
11250026,1.0,0.0,1,1,8.2,0.0,8.2,8.2
11250027,1.0,0.0,1,1,12.8,0.0,12.8,12.8
11300014,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11300015,1.0,0.0,1,1,10.3,0.0,10.3,10.3
11300045,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11300046,2.0,0.0,2,2,17.8,0.0,17.8,17.8
11300051,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11300060,1.0,0.0,1,1,4.5,0.0,4.5,4.5
11300073,1.0,0.0,1,1,13.6,0.0,13.6,13.6
11300083,1.0,0.0,1,1,14.8,0.0,14.8,14.8
11300089,1.0,0.0,1,1,3.1,0.0,3.1,3.1
11300114,1.0,0.0,1,1,8.5,0.0,8.5,8.5
11300116,1.0,0.0,1,1,8.8,0.0,8.8,8.8
11300120,1.0,0.0,1,1,7.5,0.0,7.5,7.5
11300121,1.0,0.0,1,1,13.9,0.0,13.9,13.9
11300123,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11300130,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11300141,1.0,0.0,1,1,5.9,0.0,5.9,5.9
11300142,1.0,0.0,1,1,5.9,0.0,5.9,5.9
11300149,1.0,0.0,1,1,14.5,0.0,14.5,14.5
11300157,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11300164,1.0,0.0,1,1,12.8,0.0,12.8,12.8
11300187,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11300191,1.5,0.5,2,2,41.7,13.9,55.6,55.6
11300194,1.0,0.0,1,1,11.7,0.0,11.7,11.7
11300219,2.0,0.0,2,2,5.98,0.0,5.98,5.98
11301004,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11301055,1.0,0.0,1,1,20.9,0.0,20.9,20.9
11301056,1.0,0.0,1,1,35.0,0.0,35.0,35.0
11301082,1.0,0.0,1,1,15.8,0.0,15.8,15.8
11301086,1.0,0.0,1,1,29.8,0.0,29.8,29.8
11301088,1.0,0.0,1,1,25.8,0.0,25.8,25.8
11301089,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11301090,1.0,0.0,1,1,22.8,0.0,22.8,22.8
11301093,1.0,0.0,1,1,19.8,0.0,19.8,19.8
11301095,1.0,0.0,1,1,15.8,0.0,15.8,15.8
11301134,1.0,0.0,1,1,4.9,0.0,4.9,4.9
11302000,1.0,0.0,1,1,19.0,0.0,19.0,19.0
11302016,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11302019,1.0,0.0,1,1,6.8,0.0,6.8,6.8
11302024,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11302032,1.0,0.0,1,1,10.8,0.0,10.8,10.8
11302034,1.0,0.0,1,1,14.8,0.0,14.8,14.8
11303020,1.0,0.0,1,1,14.8,0.0,14.8,14.8
11303035,1.0,0.0,1,1,16.2,0.0,16.2,16.2
11303039,1.0,0.0,1,1,5.9,0.0,5.9,5.9
11303051,1.0,0.0,1,1,10.3,0.0,10.3,10.3
11303055,3.0,0.0,3,3,3.0,0.0,3.0,3.0
11303074,1.0,0.0,1,1,29.0,0.0,29.0,29.0
11303075,1.0,0.0,1,1,26.95,2.05,29.0,29.0
11303076,1.0,0.0,1,1,7.5,0.0,7.5,7.5
11303078,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11303079,1.0,0.0,1,1,11.0,0.0,11.0,11.0
11303084,1.0,0.0,1,1,12.0,0.0,12.0,12.0
11303088,1.0,0.0,1,1,8.3,0.0,8.3,8.3
11303098,1.0,0.0,1,1,6.8,0.0,6.8,6.8
11303111,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11303131,1.0,0.0,1,1,12.6,0.0,12.6,12.6
11303134,1.0,0.0,1,1,17.6,0.0,17.6,17.6
11303137,1.0,0.0,1,1,13.2,0.0,13.2,13.2
11303144,2.0,0.0,2,2,9.8,0.0,9.8,9.8
11303159,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11303196,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11304010,1.0,0.0,1,1,7.6,0.0,7.6,7.6
11304015,1.0,0.0,1,1,6.9,0.0,6.9,6.9
11304018,1.0,0.0,1,1,10.8,0.0,10.8,10.8
11304032,1.0,0.0,1,1,7.8,0.0,7.8,7.8
11304037,1.0,0.0,1,1,12.6,0.0,12.6,12.6
11305010,1.0,0.0,1,1,22.9,0.0,22.9,22.9
11305014,2.0,0.0,2,2,49.8,0.0,49.8,49.8
11305016,1.0,0.0,1,1,21.8,0.0,21.8,21.8
11311002,1.0,0.0,1,1,58.0,0.0,58.0,58.0
11311015,1.0,0.0,1,1,11.5,0.0,11.5,11.5
11313006,1.0,0.0,1,1,39.0,0.0,39.0,39.0
11400035,1.0,0.0,1,1,36.9,0.0,36.9,36.9
11500014,1.0,0.0,1,1,36.0,0.0,36.0,36.0
11500027,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11500029,1.0,0.0,1,1,13.2,0.0,13.2,13.2
11500031,2.0,0.0,2,2,9.0,0.0,9.0,9.0
11500065,1.5,0.5,2,2,19.35,6.45,25.8,25.8
11500067,1.0,0.0,1,1,7.9,0.0,7.9,7.9
11500071,1.5,0.5,2,2,10.5,3.5,14.0,14.0
11500073,1.0,0.0,1,1,5.2,0.0,5.2,5.2
11500076,1.0,0.0,1,1,14.9,0.0,14.9,14.9
11500077,1.0,0.0,1,1,9.2,0.0,9.2,9.2
11500078,2.0,0.0,2,2,18.4,0.0,18.4,18.4
11500079,1.0,0.0,1,1,5.7,0.0,5.7,5.7
11500080,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11500091,1.0,0.0,1,1,7.8,0.0,7.8,7.8
11500093,1.0,0.0,1,1,9.8,0.0,9.8,9.8
11500094,1.0,0.0,1,1,10.5,0.0,10.5,10.5
11500095,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11500101,1.0,0.0,1,1,29.9,0.0,29.9,29.9
11500113,2.0,0.0,2,2,7.6,0.0,7.6,7.6
11500119,1.0,0.0,1,1,14.5,0.0,14.5,14.5
11500123,1.0,0.0,1,1,8.5,0.0,8.5,8.5
11500128,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11500134,2.0,0.0,2,2,9.8,0.0,9.8,9.8
11500136,1.0,0.0,1,1,15.2,0.0,15.2,15.2
11500144,1.0,0.0,1,1,13.9,0.0,13.9,13.9
11500151,1.0,0.0,1,1,15.8,0.0,15.8,15.8
11500161,1.5,0.5,2,2,25.35,8.45,33.8,33.8
11500195,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11501012,1.0,0.0,1,1,38.0,0.0,38.0,38.0
11501023,2.0,0.0,2,2,17.8,0.0,17.8,17.8
11501030,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11501037,1.0,0.0,1,1,3.4,0.0,3.4,3.4
11501048,3.0,0.0,3,3,32.7,0.0,32.7,32.7
11501052,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11501061,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11501064,1.0,0.0,1,1,9.5,0.0,9.5,9.5
11501065,1.0,0.0,1,1,8.5,0.0,8.5,8.5
11501070,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11501077,2.0,0.0,2,2,13.0,0.0,13.0,13.0
11501090,2.5,0.5,3,3,24.5,4.9,29.4,29.4
11501115,1.0,0.0,1,1,9.8,0.0,9.8,9.8
11501116,1.0,0.0,1,1,15.8,0.0,15.8,15.8
11501132,1.0,0.0,1,1,11.9,0.0,11.9,11.9
11501142,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11501147,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11502024,1.0,0.0,1,1,7.6,0.0,7.6,7.6
11502030,1.0,0.0,1,1,4.5,0.0,4.5,4.5
11502035,1.0,0.0,1,1,3.8,0.0,3.8,3.8
11502036,1.0,0.0,1,1,4.9,0.0,4.9,4.9
11502049,2.0,0.0,2,2,17.6,0.0,17.6,17.6
11503002,2.0,0.0,2,2,41.0,0.0,41.0,41.0
11504011,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11504023,1.0,0.0,1,1,13.8,0.0,13.8,13.8
11504031,1.0,0.0,1,1,10.9,0.0,10.9,10.9
11506002,1.0,0.0,1,1,29.8,0.0,29.8,29.8
11511031,2.0,0.0,2,2,304.0,0.0,304.0,304.0
11511051,1.0,0.0,1,1,43.0,0.0,43.0,43.0
11511086,3.0,0.0,3,3,126.0,0.0,126.0,126.0
11521018,1.0,0.0,1,1,17.9,0.0,17.9,17.9
11521063,1.0,0.0,1,1,16.8,0.0,16.8,16.8
11521066,1.0,0.0,1,1,28.9,0.0,28.9,28.9
11522004,1.0,0.0,1,1,21.9,0.0,21.9,21.9
11522010,2.0,0.0,2,2,47.8,0.0,47.8,47.8
11522023,1.0,0.0,1,1,11.9,0.0,11.9,11.9
11522025,1.0,0.0,1,1,29.9,0.0,29.9,29.9
11530008,1.0,0.0,1,1,12.9,0.0,12.9,12.9
11531010,1.0,0.0,1,1,4.0,0.0,4.0,4.0
11531011,1.0,0.0,1,1,17.5,0.0,17.5,17.5
11531017,1.0,0.0,1,1,16.9,0.0,16.9,16.9
11531029,1.0,0.0,1,1,14.9,0.0,14.9,14.9
11531047,1.2,0.4,2,1,14.28,4.76,23.8,11.9
11531048,1.0,0.0,1,1,18.9,0.0,18.9,18.9
11531053,1.0,0.0,1,1,9.9,0.0,9.9,9.9
11532006,1.0,0.0,1,1,8.9,0.0,8.9,8.9
11532011,1.0,0.0,1,1,8.85,1.05,9.9,9.9
