i,i_agg_count_max,i_agg_count_median,i_agg_count_mean,i_agg_count_std,i_agg_amount_max,i_agg_amount_median,i_agg_amount_mean,i_agg_amount_std
10119026.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
10119028.0,2.0,1.0,1.0,0.816496580927726,19.8,9.9,9.9,8.083316151184487
10119041.0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.5,0.0,0.8333333333333334,1.178511301977579
10119046.0,2.0,0.0,0.6666666666666666,0.9428090415820634,9.8,0.0,3.266666666666667,4.619764303752111
10119050.0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.8,0.0,2.9333333333333336,4.148359782961079
10119051.0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.8,0.0,2.9333333333333336,4.148359782961079
10119061.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.0,0.0,1.6666666666666667,2.357022603955158
10119074.0,1.0,0.0,0.3333333333333333,0.4714045207910317,10.9,0.0,3.6333333333333333,5.138309276622246
10119075.0,3.0,1.0,1.3333333333333333,1.247219128924647,8.399999999999999,2.8,3.733333333333333,3.4922135609890117
10119078.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.0,0.0,1.0,1.4142135623730951
10119082.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850233
10119104.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.0,0.0,1.6666666666666667,2.357022603955158
10119126.0,1.0,0.0,0.3333333333333333,0.4714045207910317,17.0,0.0,5.666666666666667,8.013876853447538
10119134.0,2.0,0.0,0.6666666666666666,0.9428090415820634,15.8,0.0,5.266666666666667,7.448191428498301
10119136.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.5,0.0,1.5,2.1213203435596424
10119137.0,1.0,1.0,0.6666666666666666,0.4714045207910317,4.5,4.5,3.0,2.1213203435596424
10119138.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.5,0.0,1.5,2.1213203435596424
10119139.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.5,0.0,1.5,2.1213203435596424
10119140.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.0,0.0,1.6666666666666667,2.357022603955158
10119146.0,4.0,0.0,1.3333333333333333,1.8856180831641267,11.96,0.0,3.986666666666667,5.63799806866074
10119147.0,5.0,0.0,1.6666666666666667,2.357022603955158,16.77,0.0,5.59,7.905453813665601
10120000.0,1.0,0.0,0.3333333333333333,0.4714045207910317,48.0,0.0,16.0,22.627416997969522
10130001.0,2.0,2.0,1.3333333333333333,0.9428090415820634,5.0,5.0,3.3333333333333335,2.3570226039551585
10130002.0,4.0,3.0,2.3333333333333335,1.699673171197595,15.6,11.7,9.1,6.62872536767062
10130004.0,3.0,2.0,1.6666666666666667,1.247219128924647,8.399999999999999,5.6,4.666666666666666,3.4922135609890113
10130006.0,3.0,1.0,1.6666666666666667,0.9428090415820634,16.5,5.5,9.166666666666666,5.185449728701348
10130009.0,3.0,2.0,2.0,0.816496580927726,16.5,11.0,11.0,4.4907311951024935
10130010.0,2.0,1.0,1.0,0.816496580927726,12.0,6.0,6.0,4.898979485566356
10130011.0,2.0,2.0,1.3333333333333333,0.9428090415820634,5.0,5.0,3.3333333333333335,2.3570226039551585
10130012.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.9,0.0,1.6333333333333335,2.3098821518760553
10131000.0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.5,0.0,0.8333333333333334,1.178511301977579
10131001.0,1.0,1.0,0.6666666666666666,0.4714045207910317,2.5,2.5,1.6666666666666667,1.1785113019775793
10131002.0,12.0,3.0,5.333333333333333,4.784233364802441,44.98,9.88,19.586666666666666,18.121003160850545
10131007.0,2.0,2.0,1.3333333333333333,0.9428090415820634,11.0,10.4,7.133333333333333,5.049972497174834
10131008.0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.5,0.0,0.8333333333333334,1.178511301977579
10131017.0,4.0,1.0,2.0,1.4142135623730951,21.6,6.0,11.200000000000001,7.353910524340095
10131019.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.9,0.0,1.6333333333333335,2.3098821518760553
10131020.0,9.0,0.0,3.0,4.242640687119285,13.5,0.0,4.5,6.363961030678928
10131021.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.9,0.0,1.6333333333333335,2.3098821518760553
10132000.0,2.0,1.0,1.0,0.816496580927726,7.8,3.9,3.9,3.1843366656181313
10132001.0,2.0,1.0,1.0,0.816496580927726,5.0,2.5,2.5,2.041241452319315
10132002.0,6.0,1.0,2.3333333333333335,2.6246692913372702,23.4,3.9,9.1,10.236210236215353
10132003.0,2.0,2.0,1.6666666666666667,0.4714045207910317,5.0,5.0,4.166666666666667,1.178511301977579
10132005.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
10132017.0,4.0,3.0,2.6666666666666665,1.247219128924647,20.4,18.0,14.799999999999999,6.299206299209449
10132019.0,2.0,1.0,1.0,0.816496580927726,5.0,2.5,2.5,2.041241452319315
10133001.0,4.0,3.0,2.3333333333333335,1.699673171197595,24.0,16.8,13.6,10.055844071981229
10135010.0,1.0,0.0,0.3333333333333333,0.4714045207910317,16.9,0.0,5.633333333333333,7.9667364013684345
10135011.0,1.0,1.0,0.6666666666666666,0.4714045207910317,16.9,16.9,11.266666666666666,7.9667364013684345
10135012.0,1.0,0.0,0.3333333333333333,0.4714045207910317,16.9,0.0,5.633333333333333,7.9667364013684345
10135014.0,2.0,1.0,1.0,0.816496580927726,9.0,4.5,4.5,3.6742346141747673
10135015.0,1.0,1.0,0.6666666666666666,0.4714045207910317,4.5,4.5,3.0,2.1213203435596424
10136000.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.5,0.0,2.5,3.5355339059327378
10136001.0,4.0,1.0,1.6666666666666667,1.699673171197595,14.0,3.5,5.833333333333333,5.948856099191582
10136006.0,2.0,0.0,0.6666666666666666,0.9428090415820634,7.6,0.0,2.533333333333333,3.582674358011841
10136007.0,2.0,0.0,0.6666666666666666,0.9428090415820634,8.0,0.0,2.6666666666666665,3.7712361663282534
10136008.0,3.0,0.0,1.0,1.4142135623730951,11.4,0.0,3.8000000000000003,5.374011537017761
10136010.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.0,0.0,1.6666666666666667,2.357022603955158
10137009.0,3.0,0.0,1.0,1.4142135623730951,12.0,0.0,4.0,5.656854249492381
10137011.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903
10137012.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903
10140002.0,9.0,7.0,6.333333333333333,2.494438257849294,13.5,10.5,9.5,3.7416573867739413
10140003.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.5,0.0,1.1666666666666667,1.6499158227686108
10140006.0,29.0,2.0,11.0,12.727922061357855,52.19999999999999,3.6,19.799999999999997,22.910259710444134
10141005.0,8.0,4.0,4.0,3.265986323710904,110.4,55.2,55.20000000000001,45.070611267210474
10141006.0,14.0,0.0,4.666666666666667,6.599663291074443,193.20000000000005,0.0,64.40000000000002,91.07535341682734
10141010.0,1.0,0.0,0.3333333333333333,0.4714045207910317,9.9,0.0,3.3000000000000003,4.666904755831214
10141012.0,7.0,1.0,3.0,2.8284271247461903,20.3,2.9,8.700000000000001,8.202438661763953
10141014.0,1.0,0.0,0.3333333333333333,0.4714045207910317,1.0,0.0,0.3333333333333333,0.4714045207910317
10141015.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.2,0.0,2.4,3.3941125496954285
10141019.0,29.0,0.0,9.666666666666666,13.67073110293992,61.0,0.0,20.333333333333332,28.755675768252935
10141021.0,2.0,0.0,0.6666666666666666,0.9428090415820634,6.0,0.0,2.0,2.8284271247461903
10141025.0,7.0,1.0,2.6666666666666665,3.091206165165235,6.300000000000002,0.9,2.400000000000001,2.782085548648712
10141028.0,6.0,0.0,2.0,2.8284271247461903,27.2,0.0,9.066666666666666,12.82220296551606
10141030.0,6.0,0.0,2.0,2.8284271247461903,12.6,0.0,4.2,5.939696961966999
10141032.0,2.0,1.0,1.0,0.816496580927726,8.0,4.0,4.0,3.265986323710904
10141038.0,10.0,5.0,6.666666666666667,2.357022603955158,30.0,15.0,20.0,7.0710678118654755
10141039.0,2.0,1.0,1.0,0.816496580927726,6.0,3.0,3.0,2.449489742783178
10141040.0,3.0,1.0,1.3333333333333333,1.247219128924647,4.5,1.5,2.0,1.8708286933869707
10141041.0,2.0,0.0,0.6666666666666666,0.9428090415820634,17.0,0.0,5.666666666666667,8.013876853447538
10141042.0,8.0,6.0,5.333333333333333,2.494438257849294,16.0,12.0,10.666666666666666,4.988876515698588
10141044.0,8.0,4.0,4.333333333333333,2.8674417556808756,24.0,16.0,14.666666666666666,8.219218670625303
10141047.0,1.0,1.0,0.6666666666666666,0.4714045207910317,18.0,18.0,12.0,8.48528137423857
10141048.0,1.0,1.0,1.0,0.0,2.8,2.8,2.7999999999999994,4.440892098500626e-16
10141049.0,2.0,0.0,0.6666666666666666,0.9428090415820634,4.0,0.0,1.3333333333333333,1.8856180831641267
10141063.0,2.0,2.0,1.3333333333333333,0.9428090415820634,6.0,6.0,4.0,2.8284271247461903
10141069.0,8.0,4.0,4.0,3.265986323710904,32.0,16.0,16.0,13.063945294843617
10141080.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.5,0.0,1.1666666666666667,1.6499158227686108
10141083.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059205
10141090.0,2.0,0.0,0.6666666666666666,0.9428090415820634,4.0,0.0,1.3333333333333333,1.8856180831641267
10141091.0,1.0,0.0,0.3333333333333333,0.4714045207910317,10.0,0.0,3.3333333333333335,4.714045207910316
10141095.0,2.0,0.0,0.6666666666666666,0.9428090415820634,5.0,0.0,1.6666666666666667,2.357022603955158
10141096.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.0,0.0,1.0,1.4142135623730951
10141139.0,1.0,0.0,0.3333333333333333,0.4714045207910317,15.9,0.0,5.3,7.495331880577404
10150003.0,3.0,1.0,1.3333333333333333,1.247219128924647,14.97,7.2,7.390000000000001,6.112953459662522
10150004.0,8.0,4.0,4.333333333333333,2.8674417556808756,25.450000000000006,14.0,14.146666666666668,9.169843086019643
10150009.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059205
10150013.0,3.0,1.0,1.3333333333333333,1.247219128924647,11.4,3.8,5.066666666666666,4.739432689913659
10150015.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903
10150016.0,3.0,2.0,1.6666666666666667,1.247219128924647,11.1,7.4,6.166666666666667,4.614710777021194
10150017.0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903
10150018.0,2.0,2.0,1.6666666666666667,0.4714045207910317,7.4,7.4,6.166666666666667,1.7441967269268173
10150019.0,3.0,1.0,1.3333333333333333,1.247219128924647,10.5,3.5,4.666666666666667,4.365266951236265
10150021.0,1.0,1.0,0.6666666666666666,0.4714045207910317,3.5,3.5,2.3333333333333335,1.649915822768611
10150022.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.5,0.0,1.1666666666666667,1.6499158227686108
10150023.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.5,0.0,1.1666666666666667,1.6499158227686108
10150024.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.5,0.0,1.1666666666666667,1.6499158227686108
10150025.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.0,0.0,1.3333333333333333,1.8856180831641267
10150026.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.0,0.0,1.3333333333333333,1.8856180831641267
10150027.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.0,0.0,1.3333333333333333,1.8856180831641267
10150031.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059205
10150034.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.0,0.0,1.6666666666666667,2.357022603955158
10150038.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0
10150044.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.5,0.0,1.5,2.1213203435596424
10150048.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0
10150049.0,30.0,2.0,11.333333333333334,13.199326582148887,120.0,8.0,45.333333333333336,52.797306328595546
10150050.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
10151002.0,13.0,11.0,8.0,5.715476066494082,78.0,66.0,48.0,34.292856398964496
10151005.0,1.0,1.0,0.6666666666666666,0.4714045207910317,6.8,6.8,4.533333333333333,3.205550741379015
10151012.0,1.0,0.0,0.3333333333333333,0.4714045207910317,14.0,0.0,4.666666666666667,6.599663291074443
10151023.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.2,0.0,1.0666666666666667,1.5084944665313016
10152009.0,2.0,0.0,0.6666666666666666,0.9428090415820634,15.8,0.0,5.266666666666667,7.448191428498301
10152012.0,2.0,1.0,1.0,0.816496580927726,11.4,5.7,5.7,4.654030511288038
10152013.0,3.0,2.0,2.0,0.816496580927726,17.1,11.4,11.066666666666668,5.06776303927307
10152015.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.0,0.0,1.3333333333333333,1.8856180831641267
10152022.0,2.0,1.0,1.0,0.816496580927726,39.6,19.8,19.8,16.166632302368974
10152024.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.8,0.0,1.9333333333333333,2.7341462205879834
10152032.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
10200004.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059205
10200005.0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059203
10200006.0,2.0,0.0,0.6666666666666666,0.9428090415820634,7.6,0.0,2.533333333333333,3.582674358011841
10200010.0,2.0,0.0,0.6666666666666666,0.9428090415820634,23.6,0.0,7.866666666666667,11.125146690668348
10200013.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
10200035.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.9,0.0,2.6333333333333333,3.7240957142491506
10200038.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.9,0.0,2.6333333333333333,3.7240957142491506
10200045.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.99,0.0,1.6633333333333333,2.3523085587472483
10200046.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.5,0.0,1.8333333333333333,2.592724864350674
10201007.0,2.0,0.0,0.6666666666666666,0.9428090415820634,7.38,0.0,2.46,3.4789653634378137
10201013.0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.0,0.0,1.3333333333333333,1.8856180831641267
10201014.0,2.0,0.0,0.6666666666666666,0.9428090415820634,8.0,0.0,2.6666666666666665,3.7712361663282534
10201015.0,1.0,0.0,0.3333333333333333,0.4714045207910317,12.9,0.0,4.3,6.08111831820431
10201016.0,8.0,0.0,2.6666666666666665,3.7712361663282534,26.4,0.0,8.799999999999999,12.445079348883237
10201017.0,17.0,0.0,5.666666666666667,8.013876853447538,17.0,0.0,5.666666666666667,8.013876853447538
