u,i,u_count_all,u_count_2,u_count_3,u_count_4,u_amount_all,u_amount_2,u_amount_3,u_amount_4,u_i_count_all,u_i_count_2,u_i_count_3,u_i_count_4,u_i_amount_all,u_i_amount_2,u_i_amount_3,u_i_amount_4,i_count_all,i_count_2,i_count_3,i_count_4,i_amount_all,i_amount_2,i_amount_3,i_amount_4,u_i_count_unique_all,u_i_count_unique_2,u_i_count_unique_3,u_i_count_unique_4,i_user_all,i_user_2,i_user_3,i_user_4,u_i_agg_count_max,u_i_agg_count_median,u_i_agg_count_mean,u_i_agg_count_std,u_i_agg_amount_max,u_i_agg_amount_median,u_i_agg_amount_mean,u_i_agg_amount_std,u_agg_count_max,u_agg_count_median,u_agg_count_mean,u_agg_count_std,u_agg_amount_max,u_agg_amount_median,u_agg_amount_mean,u_agg_amount_std,i_agg_count_max,i_agg_count_median,i_agg_count_mean,i_agg_count_std,i_agg_amount_max,i_agg_amount_median,i_agg_amount_mean,i_agg_amount_std,u_i_agg_count_unique_max,u_i_agg_count_unique_median,u_i_agg_count_unique_mean,u_i_agg_count_unique_std,i_agg_user_max,i_agg_user_max_median,i_agg_user_max_mean,i_agg_user_max_std,i_user_agg_count_mean,i_user_agg_count_std,i_user_agg_count_max,i_user_agg_count_median,i_user_agg_amount_mean,i_user_agg_amount_std,i_user_agg_amount_max,i_user_agg_amount_median,u_i_user_agg_count_mean,u_i_user_agg_count_std,u_i_user_agg_count_max,u_i_user_agg_count_median,u_i_user_agg_amount_mean,u_i_user_agg_amount_std,u_i_user_agg_amount_max,u_i_user_agg_amount_median
1591015480745,10116032,36.546,10.546,26.0,0,221.85,95.35,126.5,0,1.0,0.0,1.0,0,2.6,0.0,2.6,0,3.0,0.0,3.0,0,7.800000000000002,0.0,7.800000000000002,0,13,3,10,0,3,0,3,0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.6,0.0,0.8666666666666667,1.2256517540566825,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,3.0,0.0,1.0,1.4142135623730951,7.8000000000000025,0.0,2.6000000000000005,3.6769552621700483,10,3,4.333333333333333,4.189935029992179,3,0,1.0,1.41,1.0,0.0,1,1,2.6,0.0,2.6,2.6,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,10130010,36.546,10.546,26.0,0,221.85,95.35,126.5,0,1.0,0.0,1.0,0,6.0,0.0,6.0,0,2.0,0.0,2.0,0,12.0,0.0,12.0,0,13,3,10,0,2,0,2,0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,2.0,0.0,0.6666666666666666,0.9428090415820634,12.0,0.0,4.0,5.656854249492381,10,3,4.333333333333333,4.189935029992179,2,0,0.67,0.94,1.0,0.0,1,1,6.0,0.0,6.0,6.0,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,10132017,36.546,10.546,26.0,0,221.85,95.35,126.5,0,1.0,0.0,1.0,0,6.0,0.0,6.0,0,7.0,4.0,3.0,0,38.40000000000001,20.4,18.0,0,13,3,10,0,6,3,3,0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,4.0,3.0,2.333333333333333,1.699673171197595,20.4,18.0,12.8,9.103845341392834,10,3,4.333333333333333,4.189935029992179,3,3,2.0,1.41,1.17,0.37,2,1,6.4,1.5,9.6,6.0,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,10133001,36.546,10.546,26.0,0,221.85,95.35,126.5,0,1.0,0.0,1.0,0,6.0,0.0,6.0,0,7.0,3.0,4.0,0,40.8,16.8,24.0,0,13,3,10,0,7,3,4,0,1.0,0.0,0.3333333333333333,0.4714045207910317,6.0,0.0,2.0,2.8284271247461903,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,4.0,3.0,2.333333333333333,1.699673171197595,24.0,16.8,13.6,10.055844071981227,10,3,4.333333333333333,4.189935029992179,4,3,2.33,1.7,1.0,0.0,1,1,5.83,0.42,6.0,6.0,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,14403083,36.546,10.546,26.0,0,221.85,95.35,126.5,0,0.546,0.546,0.0,0,31.45,31.45,0.0,0,4.128,1.402,2.7260000000000004,0,237.78,80.75,157.03,0,13,3,10,0,10,4,7,0,0.546,0.0,0.182,0.2573868683519033,31.45,0.0,10.483333333333333,14.825672178877948,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,2.7260000000000004,1.402,1.376,1.1130366870263833,157.03,80.75,79.26,64.11588622694586,10,3,4.333333333333333,4.189935029992179,7,4,3.67,2.87,1.2,0.4,2,1,23.78,16.9,62.33,22.0,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,14721017,36.546,10.546,26.0,0,221.85,95.35,126.5,0,1.0,0.0,1.0,0,15.1,0.0,15.1,0,2.0,0.0,2.0,0,30.2,0.0,30.2,0,13,3,10,0,2,0,2,0,1.0,0.0,0.3333333333333333,0.4714045207910317,15.1,0.0,5.033333333333333,7.118208263944577,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,2.0,0.0,0.6666666666666666,0.9428090415820634,30.2,0.0,10.066666666666666,14.236416527889155,10,3,4.333333333333333,4.189935029992179,2,0,0.67,0.94,1.0,0.0,1,1,15.1,0.0,15.1,15.1,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,15000038,36.546,10.546,26.0,0,221.85,95.35,126.5,0,1.0,0.0,1.0,0,19.5,0.0,19.5,0,1.0,0.0,1.0,0,19.5,0.0,19.5,0,13,3,10,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,19.5,0.0,6.5,9.192388155425117,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,1.0,0.0,0.3333333333333333,0.4714045207910317,19.5,0.0,6.5,9.192388155425117,10,3,4.333333333333333,4.189935029992179,1,0,0.33,0.47,1.0,0.0,1,1,19.5,0.0,19.5,19.5,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,15110066,36.546,10.546,26.0,0,221.85,95.35,126.5,0,2.0,0.0,2.0,0,25.8,0.0,25.8,0,4.0,0.0,4.0,0,51.6,0.0,51.6,0,13,3,10,0,2,0,2,0,2.0,0.0,0.6666666666666666,0.9428090415820634,25.8,0.0,8.6,12.162236636408618,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,4.0,0.0,1.3333333333333333,1.8856180831641267,51.6,0.0,17.2,24.32447327281724,10,3,4.333333333333333,4.189935029992179,2,0,0.67,0.94,1.0,0.0,1,1,25.8,0.0,25.8,25.8,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,15115037,36.546,10.546,26.0,0,221.85,95.35,126.5,0,2.0,0.0,2.0,0,27.6,0.0,27.6,0,4.0,0.0,4.0,0,55.2,0.0,55.2,0,13,3,10,0,2,0,2,0,2.0,0.0,0.6666666666666666,0.9428090415820634,27.6,0.0,9.2,13.010764773832474,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,4.0,0.0,1.3333333333333333,1.8856180831641267,55.2,0.0,18.4,26.021529547664947,10,3,4.333333333333333,4.189935029992179,2,0,0.67,0.94,1.0,0.0,1,1,27.6,0.0,27.6,27.6,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,15130013,36.546,10.546,26.0,0,221.85,95.35,126.5,0,1.0,1.0,0.0,0,9.9,9.9,0.0,0,5.0,2.0,3.0,0,47.59,19.8,27.79,0,13,3,10,0,5,2,3,0,1.0,0.0,0.3333333333333333,0.4714045207910317,9.9,0.0,3.3000000000000003,4.666904755831213,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,3.0,2.0,1.6666666666666667,1.247219128924647,27.79,19.8,15.863333333333335,11.681724568268544,10,3,4.333333333333333,4.189935029992179,3,2,1.67,1.25,1.0,0.0,1,1,9.52,0.76,9.9,9.9,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,15202044,36.546,10.546,26.0,0,221.85,95.35,126.5,0,9.0,9.0,0.0,0,54.0,54.0,0.0,0,123.0,81.0,42.0,0,738.0,486.0,252.0,0,13,3,10,0,11,8,4,0,9.0,0.0,3.0,4.242640687119285,54.0,0.0,18.0,25.45584412271571,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,81.0,42.0,41.0,33.07567081708245,486.0,252.0,246.0,198.45402490249472,10,3,4.333333333333333,4.189935029992179,8,4,4.0,3.27,1.36,0.48,2,1,67.09,24.38,108.0,54.0,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015480745,23110001,36.546,10.546,26.0,0,221.85,95.35,126.5,0,15.0,0.0,15.0,0,15.0,0.0,15.0,0,568.0,329.0,239.0,0,568.0,329.0,239.0,0,13,3,10,0,27,16,14,0,15.0,0.0,5.0,7.071067811865476,15.0,0.0,5.0,7.071067811865476,26.0,10.546,12.182,10.677308399904287,126.5,95.35,73.95,53.8146974967496,329.0,239.0,189.33333333333331,138.82923163208662,329.0,239.0,189.33333333333331,138.82923163208662,10,3,4.333333333333333,4.189935029992179,16,14,10.0,7.12,1.11,0.31,2,1,21.04,27.35,120.0,11.0,1.0,0.0,1,1,17.07,14.14,54.0,15.0
1591015483951,11250026,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,8.2,0.0,8.2,0,1.0,0.0,1.0,0,8.2,0.0,8.2,0,12,4,8,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.2,0.0,2.733333333333333,3.865517070486459,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,1.0,0.0,0.3333333333333333,0.4714045207910317,8.2,0.0,2.733333333333333,3.865517070486459,8,4,4.0,3.2659863237109037,1,0,0.33,0.47,1.0,0.0,1,1,8.2,0.0,8.2,8.2,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,11250027,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,12.8,0.0,12.8,0,1.0,0.0,1.0,0,12.8,0.0,12.8,0,12,4,8,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,12.8,0.0,4.266666666666667,6.0339778661252055,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,1.0,0.0,0.3333333333333333,0.4714045207910317,12.8,0.0,4.266666666666667,6.0339778661252055,8,4,4.0,3.2659863237109037,1,0,0.33,0.47,1.0,0.0,1,1,12.8,0.0,12.8,12.8,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,14031010,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,16.8,0.0,16.8,0,1.0,0.0,1.0,0,16.8,0.0,16.8,0,12,4,8,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,16.8,0.0,5.6000000000000005,7.919595949289332,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,1.0,0.0,0.3333333333333333,0.4714045207910317,16.8,0.0,5.6000000000000005,7.919595949289332,8,4,4.0,3.2659863237109037,1,0,0.33,0.47,1.0,0.0,1,1,16.8,0.0,16.8,16.8,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,14042001,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,24.9,0.0,24.9,0,1.0,0.0,1.0,0,24.9,0.0,24.9,0,12,4,8,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,24.9,0.0,8.299999999999999,11.737972567696689,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,1.0,0.0,0.3333333333333333,0.4714045207910317,24.9,0.0,8.299999999999999,11.737972567696689,8,4,4.0,3.2659863237109037,1,0,0.33,0.47,1.0,0.0,1,1,24.9,0.0,24.9,24.9,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,14076009,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,10.5,0.0,10.5,0,10.0,6.0,4.0,0,100.8,59.4,41.4,0,12,4,8,0,9,5,4,0,1.0,0.0,0.3333333333333333,0.4714045207910317,10.5,0.0,3.5,4.949747468305833,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,6.0,4.0,3.333333333333333,2.494438257849294,59.4,41.4,33.6,24.869258131275245,8,4,4.0,3.2659863237109037,5,4,3.0,2.16,1.11,0.31,2,1,11.2,3.05,19.8,9.9,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,14083002,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,3.8,0.0,3.8,0,2.0,1.0,1.0,0,7.6,3.8,3.8,0,12,4,8,0,2,1,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059205,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,1.0,1.0,0.6666666666666666,0.4714045207910317,3.8,3.8,2.533333333333333,1.7913371790059205,8,4,4.0,3.2659863237109037,1,1,0.67,0.47,1.0,0.0,1,1,3.8,0.0,3.8,3.8,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,14090033,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,1.0,0.0,0,10.9,10.9,0.0,0,3.0,2.0,1.0,0,32.7,21.8,10.9,0,12,4,8,0,3,2,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,10.9,0.0,3.633333333333333,5.138309276622246,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,2.0,1.0,1.0,0.8164965809277259,21.8,10.9,10.9,8.899812732112213,8,4,4.0,3.2659863237109037,2,1,1.0,0.82,1.0,0.0,1,1,10.9,0.0,10.9,10.9,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,15115003,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,4.5,0.0,4.5,0,42.0,21.0,21.0,0,200.20000000000005,102.90000000000002,97.3,0,12,4,8,0,13,7,7,0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.5,0.0,1.5,2.1213203435596424,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,21.0,21.0,14.0,9.899494936611664,102.90000000000002,97.3,66.73333333333333,47.24294185966361,8,4,4.0,3.2659863237109037,7,7,4.67,3.3,2.08,1.77,7,1,15.4,8.78,34.3,18.0,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,22035000,516.384,508.384,8.0,0,121.81,40.11,81.7,0,0.338,0.338,0.0,0,6.75,6.75,0.0,0,29.09900000000001,26.039000000000005,3.06,0,549.35,488.51,60.84,0,12,4,8,0,35,31,4,0,0.33799999999999997,0.0,0.11266666666666668,0.1593347280273687,6.75,0.0,2.25,3.181980515339464,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,26.039000000000005,3.06,9.699666666666667,11.620994229793288,488.51,60.84,183.11666666666667,217.36941280277276,8,4,4.0,3.2659863237109037,31,4,11.67,13.77,1.11,0.4,3,1,15.7,11.54,71.49,11.99,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,25150001,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.046,1.046,0.0,0,6.8,6.8,0.0,0,2.092,2.092,0.0,0,13.6,13.6,0.0,0,12,4,8,0,2,2,0,0,1.046,0.0,0.3486666666666667,0.4930891287474192,6.8,0.0,2.2666666666666666,3.2055507413790147,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,2.092,0.0,0.6973333333333334,0.9861782574948385,13.6,0.0,4.533333333333333,6.4111014827580295,8,4,4.0,3.2659863237109037,2,0,0.67,0.94,1.0,0.0,1,1,6.8,0.0,6.8,6.8,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,27000581,516.384,508.384,8.0,0,121.81,40.11,81.7,0,506.0,506.0,0.0,0,15.66,15.66,0.0,0,18696.0,8408.0,10288.0,0,653.3399999999998,317.12,336.22,0,12,4,8,0,24,13,13,0,506.0,0.0,168.66666666666666,238.53068752026212,15.66,0.0,5.22,7.382194795587558,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,10288.0,8408.0,6232.0,4473.0279081028175,336.22,317.12,217.78,154.19100449334482,8,4,4.0,3.2659863237109037,13,13,8.67,6.13,2.46,2.18,12,2,27.22,28.73,149.13,20.1,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015483951,30380003,516.384,508.384,8.0,0,121.81,40.11,81.7,0,1.0,0.0,1.0,0,0.2,0.0,0.2,0,200.0,95.0,105.0,0,40.000000000000036,18.999999999999968,20.99999999999996,0,12,4,8,0,132,72,82,0,1.0,0.0,0.3333333333333333,0.4714045207910317,0.2,0.0,0.06666666666666668,0.09428090415820636,508.384,8.0,172.128,237.79132750095548,81.7,40.11,40.60333333333333,33.35570948961445,105.0,95.0,66.66666666666667,47.3168985552613,20.99999999999996,18.999999999999968,13.333333333333306,9.463379711052244,8,4,4.0,3.2659863237109037,82,72,51.33,36.53,1.45,0.89,6,1,0.3,0.21,1.4,0.2,1.08,0.28,2,1,10.15,6.44,24.9,10.5
1591015500993,10000025,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,4.0,0.0,4.0,0,11.3,0.0,11.3,0,12.0,4.0,8.0,0,34.6,12.0,22.6,0,22,0,22,0,5,1,5,0,4.0,0.0,1.3333333333333333,1.8856180831641267,11.3,0.0,3.766666666666667,5.3268710849386585,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,8.0,4.0,4.0,3.2659863237109037,22.6,12.0,11.533333333333333,9.23231041265162,22,0,7.333333333333332,10.370899457402695,5,1,2.0,2.16,2.4,1.74,5,1,6.92,5.23,15.0,3.0,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,10002040,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,3.8,0.0,3.8,0,2.0,0.0,2.0,0,7.6,0.0,7.6,0,22,0,22,0,2,0,2,0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.8,0.0,1.2666666666666666,1.7913371790059205,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,2.0,0.0,0.6666666666666666,0.9428090415820634,7.6,0.0,2.533333333333333,3.582674358011841,22,0,7.333333333333332,10.370899457402695,2,0,0.67,0.94,1.0,0.0,1,1,3.8,0.0,3.8,3.8,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,10131021,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,4.9,0.0,4.9,0,1.0,0.0,1.0,0,4.9,0.0,4.9,0,22,0,22,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.9,0.0,1.6333333333333335,2.3098821518760557,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,1.0,0.0,0.3333333333333333,0.4714045207910317,4.9,0.0,1.6333333333333335,2.3098821518760557,22,0,7.333333333333332,10.370899457402695,1,0,0.33,0.47,1.0,0.0,1,1,4.9,0.0,4.9,4.9,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,10300034,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,2.0,0.0,2.0,0,13.0,0.0,13.0,0,2.0,0.0,2.0,0,13.0,0.0,13.0,0,22,0,22,0,1,0,1,0,2.0,0.0,0.6666666666666666,0.9428090415820634,13.0,0.0,4.333333333333333,6.128258770283412,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,2.0,0.0,0.6666666666666666,0.9428090415820634,13.0,0.0,4.333333333333333,6.128258770283412,22,0,7.333333333333332,10.370899457402695,1,0,0.33,0.47,2.0,0.0,2,2,13.0,0.0,13.0,13.0,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,10310042,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,4.0,0.0,4.0,0,19.6,0.0,19.6,0,24.0,12.0,12.0,0,117.60000000000002,58.79999999999999,58.8,0,22,0,22,0,9,4,5,0,4.0,0.0,1.3333333333333333,1.8856180831641267,19.6,0.0,6.533333333333334,9.239528607504221,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,12.0,12.0,8.0,5.656854249492381,58.8,58.79999999999999,39.2,27.718585822512654,22,0,7.333333333333332,10.370899457402695,5,4,3.0,2.16,2.33,1.49,5,2,13.07,7.3,24.5,9.8,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,11500065,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,12.9,0.0,12.9,0,3.0,2.0,1.0,0,38.7,25.8,12.9,0,22,0,22,0,2,1,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,12.9,0.0,4.3,6.081118318204309,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,2.0,1.0,1.0,0.8164965809277259,25.8,12.9,12.9,10.532805893967666,22,0,7.333333333333332,10.370899457402695,1,1,0.67,0.47,1.5,0.5,2,2,19.35,6.45,25.8,25.8,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,11504031,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,10.9,0.0,10.9,0,1.0,0.0,1.0,0,10.9,0.0,10.9,0,22,0,22,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,10.9,0.0,3.633333333333333,5.138309276622246,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,1.0,0.0,0.3333333333333333,0.4714045207910317,10.9,0.0,3.633333333333333,5.138309276622246,22,0,7.333333333333332,10.370899457402695,1,0,0.33,0.47,1.0,0.0,1,1,10.9,0.0,10.9,10.9,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,14082000,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,5.0,0.0,5.0,0,19.5,0.0,19.5,0,5.0,0.0,5.0,0,19.5,0.0,19.5,0,22,0,22,0,1,0,1,0,5.0,0.0,1.6666666666666667,2.3570226039551585,19.5,0.0,6.5,9.192388155425117,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,5.0,0.0,1.6666666666666667,2.3570226039551585,19.5,0.0,6.5,9.192388155425117,22,0,7.333333333333332,10.370899457402695,1,0,0.33,0.47,5.0,0.0,5,5,19.5,0.0,19.5,19.5,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,14200010,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,3.9,0.0,3.9,0,2.0,0.0,2.0,0,7.8,0.0,7.8,0,22,0,22,0,2,0,2,0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850235,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,2.0,0.0,0.6666666666666666,0.9428090415820634,7.8,0.0,2.6,3.676955262170047,22,0,7.333333333333332,10.370899457402695,2,0,0.67,0.94,1.0,0.0,1,1,3.9,0.0,3.9,3.9,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,14200011,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,3.9,0.0,3.9,0,2.0,1.0,1.0,0,7.8,3.9,3.9,0,22,0,22,0,2,1,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850235,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,1.0,1.0,0.6666666666666666,0.4714045207910317,3.9,3.9,2.6,1.838477631085024,22,0,7.333333333333332,10.370899457402695,1,1,0.67,0.47,1.0,0.0,1,1,3.9,0.0,3.9,3.9,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,14200016,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,3.9,0.0,3.9,0,1.0,0.0,1.0,0,3.9,0.0,3.9,0,22,0,22,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850235,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,1.0,0.0,0.3333333333333333,0.4714045207910317,3.9,0.0,1.3,1.8384776310850235,22,0,7.333333333333332,10.370899457402695,1,0,0.33,0.47,1.0,0.0,1,1,3.9,0.0,3.9,3.9,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,14200055,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,8.6,0.0,8.6,0,1.0,0.0,1.0,0,8.6,0.0,8.6,0,22,0,22,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,8.6,0.0,2.8666666666666667,4.054078878802872,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,1.0,0.0,0.3333333333333333,0.4714045207910317,8.6,0.0,2.8666666666666667,4.054078878802872,22,0,7.333333333333332,10.370899457402695,1,0,0.33,0.47,1.0,0.0,1,1,8.6,0.0,8.6,8.6,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,14721076,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,12.5,0.0,12.5,0,1.0,0.0,1.0,0,12.5,0.0,12.5,0,22,0,22,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,12.5,0.0,4.166666666666667,5.892556509887897,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,1.0,0.0,0.3333333333333333,0.4714045207910317,12.5,0.0,4.166666666666667,5.892556509887897,22,0,7.333333333333332,10.370899457402695,1,0,0.33,0.47,1.0,0.0,1,1,12.5,0.0,12.5,12.5,1.5,1.16,5,1,8.72,5.45,19.6,10.8
1591015500993,15110015,30.247,0.0,30.247,0,191.73000000000005,0.0,191.73000000000005,0,1.0,0.0,1.0,0,2.5,0.0,2.5,0,28.0,12.0,16.0,0,56.5,30.0,26.5,0,22,0,22,0,6,2,4,0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.5,0.0,0.8333333333333334,1.1785113019775793,30.247,0.0,10.082333333333333,14.258572540366336,191.73000000000005,0.0,63.91000000000002,90.38238877126452,16.0,12.0,9.333333333333334,6.79869268479038,30.0,26.5,18.83333333333333,13.39361373524296,22,0,7.333333333333332,10.370899457402695,4,2,2.0,1.63,1.0,0.0,1,1,9.42,4.68,15.0,9.6,1.5,1.16,5,1,8.72,5.45,19.6,10.8
